PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"August 11, 2012 Saturday",3 of 113 DOCUMENTS,Austin American-Statesman (Texas),LETTERS TO THE EDITOR,AUSTIN AMERICAN-STATESMAN,EDITORIAL; Pg. A12,,804 words,,,"August 12, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,tree,city,U.S.,bear,aug,consider,global,article,many,degree,citizen,Romney,Mexican,heritage,compromise,require,state,address,pay,change,make,statute,birth,official,save,Mitt_Romney,candidate,major,community,law,rental,ordinance,tax,parking,plan,council,implement,warming,warning,fuel,bring,time,move,power,austin,ted,cruz,despite,soil,naturalize,natural,jon,roland,former,water,plant,name,cost,developer,go,benefit,block,grant,fund,Latino,Mexico,Canada,Texas,Medicaid,root,presidential,struggle,figure,vote,seem,pass,opportunity,tout,father,family,play,role,establish,think,act,ashamed,insult,show,pride,marc,perkel.com,commentary,give,chance,list,hot,do,little,nothing
,science,teacher,group,Ostlund,work,school,teach,classroom,write,textbook,activity,people,make,start,task,University,book,300,often,still,right,mother,lot,always,we,study,family,move,scientist,car,company,read,use,goal,develop,standard,primacy,need,run,Austin,Minnesota,recent,party,innovative,educator,overhear,guest,talk,amused,ask,aloud,many,dash,ostlund,precise,president,require,update,edition,pretty,impressive,number,midwesterner,appear,smile,perpetually,marathoner,1983,meet,coffee,sunday,morning,triathlon,shocked,look,rest,volunteer,medical,tent,later,explain,runner,descend,bear,father,mechanical,engineer,ood,engage,extra,friend,house,open,go,ice,skate,sloppy,joe,hot
,22,6,6,5,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 30, 2012 Tuesday",93 of 113 DOCUMENTS,Austin American-Statesman (Texas),Manufacturing growth slows,Dan Zehr dzehr@statesman.com American-Statesman Staff,BUSINESS; Pg. B05,,413 words,,,"November 5, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,report,october,production,activity,manufacturer,index,read,producer,demand,expansion,new,order,survey,measure,grow,condition,six,continue,growth,pace,dip,monthly,manufacturing,september,state,several,steady,note,current,business,Texas,although,slowed,accord,release,monday,federal,reserve,bank,key,7.9,10.0,lower,suggest,still,expand,slower,rate,ebb,flow,mark,11th,consecutive,finish,positive,territory,indicate,tend,track,closely,broader,economic,provide,timeliest,glimpse,economy,many,signal,sizable,decline,swing,plus,5.3,contracting,minus,4.5,anecdotal,comment,paint,mix,picture,limited,customer,due,ongoing,political,macroeconomic,uncertainty,other,time,within,industry,computer,electronics,concern,slow,impact,food,rise
,7,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 1, 2012 Saturday",96 of 113 DOCUMENTS,Austin American-Statesman (Texas),Rainless November Austin's first in 115 years,Asher Price asherprice@statesman.com American-Statesman Staff,MAIN; Pg. A01,,468 words,,,"December 1, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,november,rain,weather,dring,still,water,crop,Texas,1897,teach,southern,texas,man,next,seemingly,record,three,nearly,fall,rainfall,dry,find,temperature,accord,national,service,meteorologist,category,2011,farmer,good,high,percent,forecast,normal,weekend,Austin,University,Central_Texas,Pacific,Williamson_County,last,rainless,civil,war,recent,enough,memory,force,defend,claim,northern,professor,heresy,follow,investigation,regent,announce,anything,objectionable,people,thing,equal,confirm,opt,teacher,hundred,fifteen,later,latest,sign,unshakable,drop,end,time,1871,1894,zero,site,begin,1856,inch,typical,nothing,thanks,storm,half,2012,precipitation,outpacing,average,ago,break,slowly,reassert,reason,thousand,mile,away
,6,5,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 23, 2012 Sunday",98 of 113 DOCUMENTS,Austin American-Statesman (Texas),LETTERS TO THE EDITOR,AUSTIN AMERICAN-STATESMAN,EDITORIAL; Pg. F06,,831 words,,,"December 24, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,tax,weapon,gun,public,chamber,dec.,break,company,worker,parking,immediately,kind,think,never,assault,owner,need,let,texan,armed,license,place,austin,make,official,people,job,support,pay,take,downtown,council,accident,near,stop,check,show,tow,enough,we,number,magazine,ban,still,government,carbon,commentary,time,citizen,article,perry,ought,right,carry,every,available,conceal,law,wage,foolhardy,local,require,give,little,service,live,bus,use,alternative,transportation,go,Rick_Perry,Texas,Austin,victim,grateful,sunday,hurt,fairly,shook,gentleman,ok,call,911,name,leave,policeman,promptly,talk,calmly,reassuringly,truck,neighbor,recognize,vehicle,driver,courteous,efficient,pleasant
,9,6,6,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 23, 2012 Sunday",99 of 113 DOCUMENTS,Austin American-Statesman (Texas),"In 2012, job growth, new projects made Austin look like boomtown",Compiled from staff reports,BUSINESS; Pg. E01,,2165 words,,,"December 23, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,Austin,job,company,industry,growth,store,2012,new,million,continue,business,state,project,percent,economic,billion,area,accord,expect,software,city,employment,average,service,center,create,chip,make,plan,grow,Central_Texas,become,point,sector,include,expand,number,expansion,end,report,production,technology,game,organic,Dell,economy,much,rate,lower,commission,increase,development,construction,firm,operation,incentive,profit,spend,half,design,computer,downturn,market,2007,Visa,national,unemployment,trend,november,december,october,push,next,invest,least,tablet,revenue,september,product,cost,go,factory,advanced,critical,plant,global,visa,partner,worker,building,sharp,large,sale,analyst,wholesale,price,investment,think,agency
,22,21,15,13,11,11,10,10,10,9,9,9,8,8,8,8,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"March 18, 2012 Sunday",103 of 113 DOCUMENTS,Austin American-Statesman (Texas),Guitarist Tom Morello takes lead of Occupy South by Southwest,American-Statesman Staff,METRO; Pg. B07,,966 words,,,"March 18, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,saturday,musician,set,play,we,evening,night,band,van,runway,Morello,Bill_Murray,song,street,stage,makeshift,audience,afternoon,walk,tell,back,tour,train,show,brand,personal,friday,guitarist,man,enjoy,include,elbow,outside,hello,address,bill,version,time,take,lead,join,land,local,probably,help,pretty,move,ask,call,people,well,finish,seem,dreamlike,big,express,close,shot,add,film,fashion,work,emerge,designer,event,sport,dress,Swan_Dive,Southwest,Austin,SXSW,Escovedo,dichotomy,professional,life,display,revolution,sang,havana,hug,kiss,at,mansion,list,trailblazing,session,many,perk,rock,stardom,stand,shiny,plush,thursday,alter,ego,fiery,political,advocate
,6,6,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 25, 2012 Wednesday",104 of 113 DOCUMENTS,Austin American-Statesman (Texas),Plenty of food (and wine) for thought,Addie Broyles abroyles@statesman.com American-Statesman Staff,LIFESTYLE; Pg. D01,,1860 words,,,"May 7, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,chef,food,twitter,wine,host,title,know,Austin,saturday,Austin_Food,event,festival,restaurant,taco,world,barbecue,class,owner,Waxman,include,throughout,cooking,teach,top,win,pastry,Wine_Festival,around,magazine,make,music,night,author,live,dessert,new,Auditorium_Shores,celebrity,country,open,number,turn,pass,feature,week,showdown,sunday,eat,people,way,thursday,p.m.,cocktail,foodrepublic.com,Food,New_York,culinary,team,last,buy,national,850,vip,addition,cookbook,tent,spirit,samples,tasting,have,badge,rock,badgeholder,250,weekender,available,austinfoodandwinefestival.com,demo,home,morimoto,pair,really,look,forward,better,go,musician,start,cook,different,backyard,found,smoking,brisket,burger,perfect,city,capital,half
,33,16,13,10,10,9,9,9,8,8,7,7,7,7,7,7,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"June 16, 2012 Saturday",105 of 113 DOCUMENTS,Austin American-Statesman (Texas),FUNERALS AND MEMORIALS,,METRO & STATE; Pg. B04,,2770 words,,,"June 16, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,Austin,family,Texas,june,Brad,love,friend,Bill,2012,service,wife,husband,may,many,life,Stan,Abilene,bear,brother,follow,daughter,memorial,member,survive,sister,attend,marry,father,child,loving,death,grandchild,make,hold,tx,Robert,parent,school,graduate,honor,pass,stepson,memory,stan,enjoy,precede,contribution,jr.,monday,chapman,Irene,home,meet,son,away,time,employ,care,lieu,flower,include,lake,numerous,play,wonderful,niece,always,sweet,visitation,hough,we,Robert_H._Guentherman,TX,april,move,bachelor,grow,avid,ever,leave,a.m.,officiating,last,spend,young,go,sunday,granddaughter,nephew,cousin,four,work,broline,dr,golf,mother,p.m.,mary,online
,25,18,18,15,15,14,13,13,12,12,12,12,11,11,9,9,9,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"September 23, 2012 Sunday",110 of 113 DOCUMENTS,Austin American-Statesman (Texas),Official digging into drilling rules,Asher Price asherprice@statesman.com American-Statesman Staff,MAIN; Pg. A07,,1476 words,,,"September 23, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,Porter,commission,gas,Railroad_Commission,shale,office,drilling,commissioner,change,oil,primary,industry,frack,water,well,state,company,chairman,Midland,elect,governor,2012,much,task,force,involve,million,start,problem,railroad,rule,porter,begin,name,something,long,people,2010,republican,know,former,find,big,campaign,raise,percent,Texas,Eagle_Ford,Republican,take,member,job,lawmaker,seriously,consider,natural,boom,nothing,train,regulate,lot,hydraulic,fracture,accord,review,issue,infrastructure,highly,make,possible,report,ahead,believe,sort,development,field,criticism,hearing,around,favor,willingness,history,time,think,call,view,capitol,leave,gov,establishment,convention,delegate,attorney,move,accounting,seat,political,prepare,election
,17,10,10,9,8,6,6,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"October 7, 2012 Sunday",111 of 113 DOCUMENTS,Austin American-Statesman (Texas),Employers only hiring the perfect applicant?,Dan Zehr American-Statesman Staff,BUSINESS; Pg. E01,,1060 words,,,"October 7, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,worker,skill,hire,job,company,talent,increasingly,need,Austin,high_tech,applicant,Anderson,employer,technology,market,demand,much,people,search,grow,last,executive,set,time,local,become,growth,good,narrow,technical,interview,labor,shortage,really,recruitment,firm,business,double,around,though,open,today,economic,many,case,perfect,number,criterion,requirement,pay,land,course,area,information,occupation,percent,accord,analysis,tell,graduate,report,week,supply,economy,strong,ask,workplace,note,university,upgrade,go,new,innovative,Economic_Modeling_Specialists_International,Cappelli,spend,past,connect,learn,immutable,truth,scene,clamor,might,rise,fall,never,end,manage,partner,global,service,firsthand,soar,recent,notice,paradoxical,element,call
,10,9,9,9,8,7,7,7,7,7,6,6,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
