PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"March 7, 2012 Wednesday",2 of 63 DOCUMENTS,The Tampa Tribune (Florida),Insurance industry no climate-change skeptic,"RICHARD SCHIFFMAN, Special to The Tampa Tribune",VIEWS & NEWS; Pg. 15,,728 words,,,"March 8, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,change,climate,weather,insurance,industry,we,believe,risk,go,stick,fool,head,window,thing,presidential,candidate,know,already,take,winter,tree,have,storm,thousand,tornado,almost,event,last,people,2010,among,scientist,rise,increase,hurricane,assert,trillion,dollar,emission,right,insurer,ahead,afford,whose,Tampa_Tribune,Republican,wake,morning,mom,use,ask,dad,reply,real,might,notice,rest,live,nobody,remember,warm,daffodil,community,garden,block,early,january,cherry,full,bloom,perhaps,spring,rain,fall,freak,october,still,leaf,weight,wet,snow,earlier,five,borough,rake,several,unprecedented,hardly,alone,tornadoe,rip,across,kill,500,flooding,inundate,million,acre,driest
,study,board,district,administrator,communication,school,problem,superintendent,member,discuss,without,morale,concern,workshop,need,low,report,make,frustrated,become,plan,issue,raise,input,work,result,feel,believe,Crumbley,include,poor,nearly,complete,request,conclusion,postpone,last,transformation,address,well,especially,disagree,agree,ask,environment,safe,meet,level,performance,much,lead,employee,increase,able,give,improve,people,leader,run,good,tampatrib.com,Fiorentino,decision_making,Hurley,Altman,topic,table,blair,outside,agency,finally,schedule,hold,tuesday,talk,conduct,heather,fiorentino,april,august,meeting,keep,almost,lot,positive,change,whole,ridiculous,think,poise,agitate,instead,appear,move,ahead,stop,altogether,though,might
,16,14,11,11,8,8,6,6,6,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 6, 2012 Sunday",51 of 63 DOCUMENTS,The Tampa Tribune (Florida),"BYLINE: RODNEY KITE-POWELL, Special correspondent",,BAYLIFE & TRAVEL; Pg. 8,,940 words,,,"May 7, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,Tampa,black,white,early,race,civil,rights,area,soon,story,city,although,allow,carry,economic,army,riot,filming,birth,movie,Ashley,NAACP,20th,century,matter,regard,1960,history,relation,town,grow,northern,people,mostly,military,slave,war,prove,citizen,racial,die,former,growth,finally,cigar,industry,population,new,force,among,though,1898,regiment,prejudice,entertained,soldier,still,important,family,found,branch,1917,South,Hillsborough_River,Nancy_Ashley,Buffalo_Soldiers,special,correspondent,grand,shameful,share,horrible,crime,include,several,lynching,late,19th,numerous,success,peaceful,integration,interesting,boundary,east,bank,1830,1855,enough,village,obtain,charter,state,citizenry,consist,merchant,farmer,fishermen,rely
,24,10,7,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 22, 2012 Friday",52 of 63 DOCUMENTS,The Tampa Tribune (Florida),Briefs,,BUSINESS; Pg. 3,,785 words,,,"June 25, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,mortgage,week,percent,buy,executive,coal,2012,rate,record,average,thursday,inc.,top,business,tampa,website,discount,six,dining,hit,low,weak,loan,last,begin,option,decline,best,strategy,co.,sign,end,customer,online,small,plan,survey,seek,nearly,corp,company,lay,500,demand,arch,industry,switch,restriction,menu,city,soft,drink,restaurant,today,print,staff,smartphone,available,electric,car,GOParty_Card,U.S.,big_store,Mikan,Dairy_Queen,New_York,SmartMoney,Tesla,bay,host,committee,unveiled,tampa.com,provide,visitor,resident,100,local,establishment,divide,category,art,culture,casual,thing,golf,outdoor,activity,ecotourism,range,purchase,free,deal,offer,valid,aug,sept,another,fix
,6,6,5,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 29, 2012 Friday",53 of 63 DOCUMENTS,The Tampa Tribune (Florida),Things should start clearing up quickly,,SPORTS; Pg. 2,,423 words,,,"July 2, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,water,red,fishing,fish,well,captain,yes,week,clear,along,edge,jig,area,charter,river,full,still,pass,tide,may,runoff,plenty,lot,inside,crankbait,snapper,go,live,foot,trout,grass,bottom,summer,worm,produce,Frank_Sargeant,Florida,Tampa_Bay,look,scene,eye,local,boat,guide,today,muddy,run,muggy,eat,keep,angler,nearly,change,beach,take,stream,observer,climate,concerned,influx,nutrient,fresh,might,lead,time,angling,opportunity,mackerel,note,work,murky,meet,location,next,spoon,chrome,lipless,seam,mud,ray,markham,report,excellent,beginning,depth,deeper,larger,result,bait,freeze,squid,sardine,chew,bite,grouper,cooperative,southwest,mostly,110
,6,6,5,5,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 22, 2012 Sunday",55 of 63 DOCUMENTS,The Tampa Tribune (Florida),The Tribune's choices in Republican House primaries,,VIEWS & NEWS; Pg. 2,,910 words,,,"July 23, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,district,state,business,House,candidate,experience,work,primary,race,make,endorse,farmer,need,know,job,serve,local,small,include,face,law,issue,police,Republican,Raburn,Florida,voter,choose,four,choice,monday,open,republican,run,november,holland,member,appeal,idea,we,understand,agriculture,many,challenge,useful,worker,public,safety,endorsement,help,deep,tribune,among,tank,lose,chief,age,crack,card,use,Jake_Raburn,Hollands,Brandon,Senate,Betty_Jo_Tompkins,newly,draw,offer,enthusiasm,youth,wisdom,today,look,matchup,recommendation,democrat,southeastern,hillsborough,ballot,qualified,serious,strawberry,marine,biology,commercial,real,estate,excessive,regulation,discouraging,growth,tighter,connection,student,learn,school,employer,coordinate,part
,13,6,6,6,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 3, 2012 Friday",56 of 63 DOCUMENTS,The Tampa Tribune (Florida),Activism drives a new approach to branding,"RICHARD MULLINS, The Tampa Tribune",NATION/WORLD; Pg. 13,,1044 words,,,"August 6, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,Chick_fil_A,company,brand,people,support,go,marriage,debate,score,same_sex,stand,customer,group,issue,gay,make,executive,around,social,may,public,state,ad,many,take,fall,Ikea,political,loyalty,today,chicken,sandwich,protest,comment,work,leave,marketing,controversy,something,world,policy,think,ceo,record,wednesday,chain,donation,might,lesbian,financial,advocacy,sell,slogan,family,show,mistake,provide,reason,food,position,propose,amendment,believe,online,value,past,matter,positive,full,average,sector,week,free,statement,thursday,right,tampatrib.com,Tampa_Tribune,gay_rights,Target,Amazon,Reed,Cathy,embrace,encourage,mullin,tampa,expect,bit,smooching,fries,although,official,behind,business,expert,hardly,avoid,instant
,12,11,7,7,7,6,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 21, 2012 Tuesday",57 of 63 DOCUMENTS,The Tampa Tribune (Florida),"Billboards booked to jab, cajole RNC delegates","KEVIN WIATROWSKI, The Tampa Tribune",NATION/WORLD; Pg. 1,,540 words,,,"August 22, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,billboard,group,billboards,city,woman,political,clear,channel,customer,Cullinan,make,week,convention,message,company,democrat,add,measure,elect,partisan,area,promote,debt,reduction,party,outdoor,exist,tampatrib.com,Tampa_Tribune,Ruth,Tampa,Public_Notice,high_profile,wiatrowski,tampa,delegate,way,downtown,next,reminder,hold,quadrennial,run,schedule,go,today,interstate,275,welcome,republican,mayor,council,member,good,enjoy,purchase,work,describe,progressive,number,organization,nonpartisan,lay,claim,tallest,grab,attention,crowd,buy,coverage,position,oppose,abortion,support,curb,climate,change,write,statement,announce,drive,home,difference,office,holder,collaborative,colleague,public,better,anyone,nonprofit,push,urging,national,leader,stop,dig,deep,financial
,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 22, 2012 Saturday",58 of 63 DOCUMENTS,The Tampa Tribune (Florida),Aqua Utilities offers to sell,"LAURA KINSLER, The Pasco Tribune",PASCO; Pg. 6,,657 words,,,"September 24, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,Aqua,customer,rate,utility,FGUA,water,Florida,county,state,company,sewer,offer,authority,million,last,sale,hike,price,less,pay,twice,charge,new,port,business,asset,employee,community,serve,three,system,"3,000",troubled,deal,fight,problem,agree,florida,case,study,committee,set,decision,effort,poor,receive,deadline,tampatrib.com,Pasco,Aqua_America,Franklin,Thomas,Spratt,laura,kinsler,longer,week,largest,sell,government,abrupt,change,corporation,spend,decade,expand,operation,christopher,franklin,president,parent,call,best,alternative,shareholder,"23,000","14,000",own,entity,purchase,2009,sept,notify,gauge,interest,chairwoman,lee,ann,thomas,great,news,especially,unsuccessfully,letter,discount,facilitate,quick,prevent,disruption
,13,11,9,8,8,6,5,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 17, 2012 Saturday",60 of 63 DOCUMENTS,The Tampa Tribune (Florida),Preserve water flow to precious Florida rivers,,VIEWS & NEWS; Pg. 14,,456 words,,,"November 19, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,level,water,withdrawal,flow,river,board,district,percent,chassahowitzka,govern,allow,homosassa,Homosassa,rise,salinity,fresh,original,staff,proposal,limit,reduction,hardly,mile,increase,may,report,likely,member,life,go,fish,develop,rule,Chassahowitzka,Homosassa_River,degrade,management,decide,give,much,decision,view,something,victory,final,word,protection,beautiful,nine,wilderness,gulf,north,designate,outstanding,florida,nearby,experience,hurt,flora,fauna,set,sound,reasonable,exist,estimate,suffer,longtime,user,least,swamp,die,insufficient,many,frequent,similar,deterioration,tell,anything,add,dead,plant,find,meeting,u.,warn,threaten,manatee,wildlife,believe,problem,result,sea,lack,rainfall,nutrient,pollution,risk,damage,additional
,7,7,7,7,6,6,5,5,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 6, 2012 Thursday",62 of 63 DOCUMENTS,The Tampa Tribune (Florida),Losing mortgage deduction would be a small sacrifice,,VIEWS & NEWS; Pg. 10,,533 words,,,"December 7, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,tax,home,deduction,interest,mortgage,break,worth,less,ownership,make,go,today,percent,taxpayer,pay,homeowner,many,encourage,family,buyer,debt,way,reduce,good,place,eliminate,rate,without,help,we,bank,equity,buy,economic,move,rental,option,exemption,seem,income,design,do,job,wise,investment,time,entice,deeper,otherwise,seek,budget,deficit,look,low,past,problem,great,available,need,incentive,nationwide,claim,2010,report,florida,average,"11,163",ago,member,panel,suggest,replace,credit,equal,maximum,loan,"500,000",current,million,vacation,cabin,second,idea,nowhere,involved,building,sell,house,fight,back,fear,change,discourage,hurt,property,value,doubt,strengthen,community
,11,11,8,7,5,5,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
