PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"February 17, 2003, Monday",1 of 91 DOCUMENTS,The Tampa Tribune (Florida),Coral Crisis,"KURT LOFT , kloft@tampatrib.com; Reporter Kurt Loft can be reached at (813) 259-7570.","NATION/WORLD, Pg. 6",,678 words,,,"February 18, 2003",ENGLISH,,,"PHOTO (C) MacGillivray Freeman Films
(C) Scientists say rising temperatures, overfishing, an abundance of seaweed and other factors put stress on coral reefs, exposing their white calcium carbonate skeletons. ""Coral Reef Adventure,"" a new Imax film, attempts to answer questions about reef destruction and what can be done to reverse it.
,service,member,agency,travel,provide,medical,impact,information,employee,care,TAMPA,AARP,older,need,health,become,ill,bring,check,nomination,volunteer,life,community,improvement,home,june,available,checklist,age,call,attorney,self_assessment,season,offer,tip,plan,abroad,find,vaccination,date,review,insurance,policy,sure,adequate,coverage,government,pay,evacuate,payment,hospital,outside,ample,supply,medication,original,container,well,copy,prescription,possible,letter,physician,explain,drug,kind,treatment,require,use,wheelchair,consider,owner,manual,security,personnel,sometimes,remove,part,weapon,overextend,strenuous,change,diet,climate,consequence,st,seek,2003,honor,whose,experience,talent,skill,enrich,other,judge,look,follow,prospective
,7,5,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 18, 2003, Wednesday,June 18, 2003, Wednesday",63 of 91 DOCUMENTS,The Tampa Tribune (Florida),Rain's Lake Effect Takes Toll On Neighborhood Secession From City Is Rejected,"MISSY STODDARD , mstoddard@tampatrib.com; Reporter Missy Stoddard can be reached at (813) 779-4635.; MARK HOLAN, mholan@tampatrib.com; Reporter Mark Holan can be reached at (727) 815-1082.","PASCO PASCO, Pg. 1Pg. 1",,1127 words,,,"June 19, 2003",ENGLISH,,,"PHOTO 4 (3C) Tribune photos by SCOTT ISKOWITZ
(C) At Terry Mears' house on Austin Smith Road near Zephyrhills, neighbors including Tony Millican, right, pile sandbags Tuesday. The Southwest Florida Water Management District says it has no solutions yet to improve runoff of rain. (C) Water creeps up on Mears' house. ""The county's got to do something. ... They assured us that this was a buildable site,"" he said. (C) Austin Smith Road looks more like Austin Smith River on Tuesday. Two more houses are under construction in the small neighborhood. Tribune photo by SCOTT ISKOWITZ
Terry Mears spent Monday and Tuesday trying to save his dream home. The water is 5 feet deep in some areas of his yard.",,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,city,tuesday,water,council,home,resident,house,monday,Austin_Smith_Road,Mears,along,county,we,live,neighborhood,ago,family,dream,rain,work,call,flooding,flood,go,effort,petition,Tanglewood,problem,road,move,land,heavy,away,mear,neighbor,find,thunderstorm,hour,runoff,something,permit,build,"4,000",fee,spend,millican,official,meeting,think,area,part,damage,try,sand,lead,last,night,back,grassy,field,oak,already,well,become,know,protect,bid,determine,finn,vote,people,sign,deannexation,leave,voice,tell,can,bed,breakfast,Tony,Swiftmud,DiGiorgio,Parker,eighteen,stucco,block,retire,sergeant,major,teach,pay,"300,000",fear,recent,downpours,may,wash,underwater,nearly
,11,9,8,8,7,6,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 2, 2003, Wednesday",66 of 91 DOCUMENTS,The Tampa Tribune (Florida),Feaster Dives Into Free-Agent Pool,"SCOTT CARTER , scarter@tampatrib.com; Information from Tribune wires was used in this report.","SPORTS, Pg. 3",,755 words,,,"July 3, 2003",ENGLISH,,,"PHOTO The Associated Press
The Lightning are preparing for life without Vinny Prospal, who rejected Tampa Bay's five-year, $12.5 million offer.
NOTES: HOCKEY",,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,agent,free,million,unrestrict,monday,become,season,lightning,make,tuesday,team,offer,night,last,deal,contract,NHL,Feaster,forward,leave,trade,defensemen,option,consideration,agree,qualify,sign,pick,allow,sather,coach,wing,two_year,Sharks,general,manager,job,find,puzzle,fit,roll,spend,another,prospal,deadline,plan,open,market,player,de,move,acquire,future,game,three,late,salary,less,"800,000",next,draft,ranger,stanley,cup,decline,grave,Tampa_Bay,free_agent,Kilger,Hackett,four_year,summer,right,piece,sure,ice,budget,sleeve,work,period,expect,phone,playoff,berth,seven,seek,defensive,depth,offensive,weapon,turn,12.5,test,ownership,approval,increase,payroll,staff,start
,9,9,7,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 14, 2003, Sunday",71 of 91 DOCUMENTS,The Tampa Tribune (Florida),LETTERS,,"PINELLAS, Pg. 3",,384 words,,,"September 17, 2003",ENGLISH,,,,,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,clearwater,fluoride,letter,downtown,city,citizen,read,water,member,issue,largest,property,time,regard,danger,poisonous,Commissioner_Todd,shed,happy,learn,consider,development,important,however,elect,certain,remain,mind,accurate,actually,surprisingly,fact,take,opportunity,point,hopefully,might,enlighten,church,taxpayer,seventh,value,rise,whopping,percent,last,evaluate,october,2002,statistic,verify,appraiser,office,think,thing,broadly,know,help,change,climate,create,false,information,sigal,warning,surprised,page,sunday,pinellas,section,receive,resident,fluoridation,count,second,accord,handbook,commercial,product,lead,slightly,less,arsenic,cumulative,poison,accumulate,bone,check,physician,desk,reference,effect,chemically,sensitive,individual,journal,publish,separate,article
,6,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 22, 2003, Monday",73 of 91 DOCUMENTS,The Tampa Tribune (Florida),Tampa Residents Waiting For More Tables Outside,"BRAD SMITH , bsmith@tampatrib.com; Reporter Brad Smith can be reached at (813) 259-7365.","NATION/WORLD, Pg. 1",,990 words,,,"September 24, 2003",ENGLISH,,,"PHOTO (2C) Tribune photo by CLIFF McBRIDE
The Associated Press
(2C) Tampa residents struggle to find restaurants offering dining al fresco, limited to such places as The Wine Exchange, left, while some of the larger U.S. cities have sections where sidewalks are lined with outdoor seating, such as New York's Greenwich Village.",,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,Tampa,outdoor,table,dining,city,people,place,sidewalk,area,Markham,sit,look,street,back,little,lot,air,restaurant,become,often,diner,eatery,architect,new,work,option,find,offer,mean,newsletter,resident,al,fresco,vibrant,go,take,advantage,dine,full,weather,least,cafe,use,strip,popular,ago,traffic,car,director,creative,may,drink,waterfront,joint,establishment,although,need,really,draw,hot,beside,set,provide,create,walk,downtown,live,Davis_Islands,Channel_District,Toph,Wilborn,hurt,growth,fear,fresh,meal,limited,spot,tiny,cafeteria,near,bare,picnic,amid,port,hand,gobble,spicy,black,bean,heavy,truck,rumble,past,edit,think,multiply,greatly,expect
,11,9,9,8,7,7,6,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 28, 2003, Sunday",75 of 91 DOCUMENTS,The Tampa Tribune (Florida),Miltner Becoming A Leader For Vols,"SHANNAN D. POWELL, Tribune correspondent","BRANDON, Pg. 6",,569 words,,,"September 30, 2003",ENGLISH,,,"PHOTO 2 Morgan Miltner University of Tennessee photo
Former Durant volleyball star Morgan Miltner hopes to return soon at the University of Tennessee after undergoing surgery.
NOTES: SPORTS",,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,Miltner,team,play,really,help,hour,back,court,defensive,dig,better,make,lot,Tennessee,Vols,ut,start,bang,2002,season,able,prepare,week,leader,last,libero,game,record,system,look,lead,potential,transition,expect,level,focus,find,training,every,big,challenging,study,hall,work,Durant,star,excel,freshman,volleyball,career,sophomore,little,suffer,undiagnosed,pain,shin,end,despite,undergo,surgery,spring,rehabilitation,conference,hard,without,frustrating,exactly,injure,eagerness,retain,role,earn,rover,position,accumulate,337,include,put,top,single,place,third,use,experience,crop,freshmen,adjust,row,everyone,defense,morgan,great,player,we,head,coach,unfortunately,hamper,leg
,11,9,7,5,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 18, 2003, Saturday",76 of 91 DOCUMENTS,The Tampa Tribune (Florida),Chamber Honors Year's Best Small Businesses,"YVETTE C. HAMMETT, yhammett@tampatrib.com; Reporter Yvette C. Hammett can be reached at (813) 657-4532.","BRANDON, Pg. 1",,1094 words,,,"October 21, 2003",ENGLISH,,,"PHOTO 4 (1C) Tribune file photo by CANDACE C. MUNDY (2001)
(C) Rufus Ashby, president of Flooring America, wins Small Business of the Year honors for a business with 16 or more employees. Pat Magruder She opened up her agency in Brandon in 1992 and is active in the community. Carole Gill
Started her home-based human resource development company in Brandon in 1996. Photo from Greater Brandon Chamber of Commerce
Ken and Susan Fearnow's business, Fearnow Insurance Agency, was named as one of four small businesses of the year.",,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,business,chamber,employee,category,serve,insurance,start,member,award,company,Brandon,service,small,six,consulting,inc.,flooring,grow,class,finalist,health,Weissman,1996,gill,1998,board,graduate,agency,certified,license,agent,Greater_Brandon,Commerce,CRG_Training,peer,four,career,community,base,number,own,take,2003,magruder,five,respect,banquet,people,president,long,sell,director,2001,event,include,owner,cafe,active,school,church,youth,program,open,continue,counselor,boor,food,purchase,personal,decide,office,goal,offer,client,distribute,drug,testing,state,development,leadership,brandon,committee,mechanical,become,contractor,Year_Award,Nationwide_Insurance,home_based,Tampa,Leadership_Brandon,Whidden_Florist,Nature,long_term,Allstate_Agency,Associates,Alquist_Enterprises,quality,area,longtime
,18,14,11,7,7,7,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
"October 21, 2003, Tuesday",77 of 91 DOCUMENTS,The Tampa Tribune (Florida),"The Juice Inside ""Smart' Cards","MICHAEL SASSO , msasso@tampatrib.com; Reporter Michael Sasso can be reached at (813) 259-7865.","MONEYSENSE, Pg. 1",,673 words,,,"October 23, 2003",ENGLISH,,,"PHOTO 2(1C) MAP Tribune photo by GREG FIGHT
(C) Solicore CFO Lawrence Keim holds a mock ""smart card"" using a Solicore battery. The Lakeland start-up is poised to benefit from the emerging technology. The cards hold far more information than
magnetic-strip credit cards. Tribune photo by GREG FIGHT
Christine Duprea of Solicore gathers lithium batteries after trimming them. The company is gearing up to produce more. Tribune map
(MAP) Solicore, Inc.",,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,card,battery,smart,Solicore,credit,development,take,million,company,least,accord,financial,produce,production,Lakeland,United_States,make,account,single,manufacturer,expect,next,need,facility,future,develop,hold,magnetic,stripe,transaction,move,estimate,bank,still,world,billion,use,technology,may,require,line,although,investment,Solicore_Inc.,Singleton,OPG_Ventures,tiny,might,change,spend,wallet,overflow,plastic,heart,internal,microchip,able,store,multiple,debit,gas,upstart,reap,reward,begin,economic,official,eagerly,await,result,sky,limit,director,business,visa,set,foreseeable,talk,1974,inventor,recent,article,today,essentially,miniature,personal,computer,far,information,example,chip,keypad,build,slow,particularly,spokeswoman,among,reason,secure
,29,13,12,9,5,5,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 2, 2003, Sunday",78 of 91 DOCUMENTS,The Tampa Tribune (Florida),Hydrogen Research Fuels Advances In Our Energy Economy,M. JACK OHANIAN ; M. Jack Ohanian is professor emeritus of nuclear and radiological engineering at the University of Florida.,"COMMENTARY, Pg. 1",,546 words,,,"November 4, 2003",ENGLISH,,,"(C) Research priorities in the energy bill would promote development of hydrogen as an alternative fuel, furthering the work already being done by major automakers to create prototype hydrogen-powered cars. AP photo",,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,energy,hydrogen,nuclear,goal,plant,oil,produce,fuel,reactor,legislation,need,make,major,billion,national,available,policy,different,propose,able,car,gasoline,nation,problem,important,key,development,cell,element,provide,gas,coal,benefit,use,dependence,electricity,must,Congress,Middle_East,reason,much,trouble,pass,new,desperately,may,confusion,ultimate,every,interest,group,seem,approach,let,simple,government,industry,keep,mind,countless,decision,pull,service,station,highway,2020,fill,tank,something,strategic,affordable,alternative,abundant,solving,several,serious,face,longer,dependent,unpredictable,country,source,pay,week,moreover,complex,involvement,tension,clearly,consider,administration,research,effort,five,2.15,authorize,develop,power,contain
,13,12,8,5,5,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 3, 2003, Wednesday",80 of 91 DOCUMENTS,The Tampa Tribune (Florida),County Considers Changing Blue Laws,"JULIA FERRANTE , jferrante@tampatrib.com; Reporter Julia Ferrante can be reached at (813) 948-4220.","PASCO, Pg. 1",,389 words,,,"December 6, 2003",ENGLISH,,,,,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,commissioner,alcohol,sale,ordinance,sunday,business,new,beer,county,sundays,golf,school,a.m.,morning,earlier,tuesday,allow,hour,support,change,pasco,public,hearing,consider,propose,adopt,water,impact,fee,house,site,Simon,start,port,golfer,football,fan,other,soon,may,able,buy,tell,attorney,office,draft,amendment,wine,liquor,instead,p.m.,recent,decline,amend,blue,law,seem,soften,stance,read,letter,manager,severely,hurt,many,player,forgo,round,club,available,help,course,tough,time,think,issue,afterward,drink,environment,put,industry,struggle,unique,economic,disadvantage,vote,november,government,pat,mulieri,note,recently,rescind,decision,expand,schedule,action,resolution,use
,7,6,6,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 21, 2003, Sunday",83 of 91 DOCUMENTS,The Tampa Tribune (Florida),"Aruba, Island Of The Unexpected","BRUCE HUNT, Special to The Tribune; Bruce Hunt is a freelance writer and photographer living in Tampa. He has written five Florida travel books. His latest, ""Visiting Small-Town Florida, Revised Edition"" (Pineapple Press), came out in November.","TRAVEL, Pg. 1",,2055 words,,,"December 23, 2003",ENGLISH,,,"PHOTO 5 (2C) MAP CHART Photo by DOMINIQUE SERAFINI, Dreamwrecks
Photo by BRUCE HUNT
(2C) The Antilla shipwreck, the largest in the Caribbean, lies a half-mile off Aruba. Down the coast are Arikok National Park's cliffs and coves, top. The Associated Press
Brightly colored buildings with decorative fasciae line the streets of Oranjestad, Aruba's capital and largest city. Arbua Tourism Authority
Spiny-backed iguanas hang out all over Aruba - on the beach, in the trees and at the hotel lobby and pool deck. Aruba Tourism Authority
Wave erosion of sandstone created the 40-foot-high Natural Bridge on the northeast coast. Tribune map by VAUGHN HUGHES
(MAP) (Aruba)",,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,Aruba,island,297,dive,foot,take,we,coast,beach,night,wreck,scuba,along,restaurant,wave,Caribbean,Mark,site,hull,enough,much,mix,end,many,tree,top,drive,dollar,Antilla,Palm_Beach,Oranjestad,draw,cuisine,tip,water,boat,northern,diving,bottom,although,way,ship,another,red,hotel,table,seem,low,south,afternoon,local,particularly,road,side,grill,trip,driver,world,happy,beef,call,well,without,per,Loretta,Manchebo,Aruban,Dutch,Casino,spectacular,reef,bow,freighter,lie,long,largest,break,sandy,good,seemingly,stretch,find,surprised,landscape,fabulous,food,district,resort,casinos,include,palm,sand,become,small,bright,among,lunch,chance,leave
,18,14,10,8,8,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"September 19, 2003, Friday",86 of 91 DOCUMENTS,The Tampa Tribune (Florida),TAILORS'S STRONG SUIT,"JENNIFER BARRS , jbarrs@tampatrib.com; Reporter Jennifer Barrs can be reached at (813) 259-7832. Information from The Washington Post was used in this article.","BAYLIFE, Pg. 3",,1033 words,,,"September 20, 2003",ENGLISH,,,"PHOTO (4C) CHART (C) Tribune photos by VICTOR JUNCO
(2C) London tailor Brian Lishak, left, makes sure the final measurements on a suit for Lakeland businessman Carl Dockery are perfect. Lishak, who works out of his hotel room, above, represents Richard Anderson Ltd. and travels the world fitting men for handmade garments. (C) Color swatches for ties, handkerchiefs, socks and other accessories are available to clients, who also must choose fabric for their tailor-made suits, which average $4,000. (C) The inner lining shows the intricate details of a handmade suit that is designed not only to last a long time, but also to retain the same look for years.
NOTES: STYLE",,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,suit,fitting,tailor,Lishak,man,fashion,business,way,customer,percent,time,go,Savile_Row,call,become,may,jacket,make,love,clothing,clothes,garment,fabric,pattern,appear,shoulder,1800,seem,London,Brian_Lishak,Richard_Anderson,return,dapper,create,swear,cut,detail,measurement,along,line,dress,well,trend,bespoke,handmade,work,savile,row,wearer,impression,economic,world,fall,resident,house,ltd,drive,think,look,last,long,wednesday,ultimately,fast,include,lapel,advance,feature,slightly,early,accord,begin,wool,casual,tailored,increase,information,thing,people,Tampa,dud,clotheshorse,default,businessman,exquisite,characteristic,oh,converted,slowly,grin,take,exact,nip,tuck,blazer,habit,dockery,add,comparison
,11,9,8,8,6,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 24, 2003, Saturday",87 of 91 DOCUMENTS,The Tampa Tribune (Florida),LETTERS,,"NATION/WORLD, Pg. 18",,1309 words,,,"May 24, 2003",ENGLISH,,,,,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,rail,work,may,give,regard,make,many,serve,time,meal,use,people,Trinity_Cafe,gen,patron,food,need,transit,frank,quote,know,think,writer,provide,gourmet,nothing,wish,federal,spam,suggestion,business,build,point,continue,rapid,without,problem,new,infrastructure,passenger,transportation,transport,station,railhead,e_mail,story,attribute,reporter,never,statement,anyone,plan,development,century,service,grateful,tampa,good,include,incentive,feed,fact,ability,something,we,poor,current,life,offer,financial,table,feel,share,tool,stop,opinion,attack,internet,apply,law,send,unsolicited,propose,mass,culpable,put,editorial,order,justify,enough,realize,vision,future,develop,airport,train,terminal,center,city
,11,8,6,6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"June 16, 2003, Monday",88 of 91 DOCUMENTS,The Tampa Tribune (Florida),Concentrating On Business,"KURT LOFT, kloft@tampatrib.com; Reporter Kurt Loft can be reached at (813) 259-7570.","MONEYSENSE, Pg. 10",,1375 words,,,"June 18, 2003",ENGLISH,,,"PHOTO 11 (5C) CHART 5 Tribune photos by CAROL CLEERE, above, and JIM REED, top left
Photo of margaritas from Crystals International
(3C) Concentrated juice is transformed into colorful powders, which become the basis for hundreds of products, including margarita mixes, pharmaceuticals and desserts. The Plant City company's clients range from Outback Steakhouse to NASA, whose astronauts drink their juice in space. Two 60-foot chambers that resemble submarines are key to the process. Cover photo-illustration by CAROL CLEERE
(C) (Orange in a vise, fruit powder, orange juice in a glass) (Margarita mix) Tribune photos by JIM REED
Technician John Foskey checks the moisture content of a juice product, which is done hourly during the freeze-drying process. Production manager Suzie Brown, right, says the drying equipment, which has been at the plant since 1955, is tried and true and makes the Crystals product unique. (3) Making dessert with the company's product is, well, as easy as pie. ""We make them idiot-proof,"" Crystals International President Jennifer Closshey says about the filling for key lime pie. (C) Jennifer E. Closshey
NOTES: BUSINESS & TECHNOLOGY",,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,product,juice,company,mix,business,make,employee,powder,orange,plant,people,ingredient,process,key,fruit,closshey,military,pie,freeze,dry,concentrate,chart,freeze_dried,Crystals,keep,grape,lime,help,pound,family,secret,decade,food,million,know,good,city,run,grow,way,client,service,margarita,moisture,technique,vacuum,water,need,department,1955,crystals,operation,fagan,work,cocktail,crystal,go,philosophy,industry,although,world,instantly,president,equipment,atmosphere,top,sale,country,include,whose,drink,popular,daughter,develop,puree,pineapple,lemon,chamber,natural,sugar,standard,produce,flavor,color,often,require,nutrient,equal,create,troops,soldier,ration,ago,time,manager,dryer,technology,training,job
,14,14,12,9,8,8,8,8,7,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"November 6, 2003, Thursday",89 of 91 DOCUMENTS,The Tampa Tribune (Florida),Letters,,"NATION/WORLD, Pg. 18",,1274 words,,,"November 8, 2003",ENGLISH,,,,,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,media,we,letter,tax,infection,developer,area,price,aquarium,fee,take,people,writer,create,surgical,great,exhibit,wish,give,job,child,need,theme,leadership,nov,economy,reduce,increase,country,together,bias,opinion,thing,home,abroad,cost,problem,time,regard,cut,hospital,project,patient,antibiotic,surgery,impact,new,add,pay,service,visit,either,focus,curator,aquatic,life,better,grandchild,aquaria,almost,little,deficit,article,company,work,difficult,boom,assist,military,personnel,rate,though,blame,oct,liberal,big,talk,much,conservative,go,use,political,i.e.,pear,cause,well,instead,democrat,bush,agree,call,another,loan,americans,product,site,blood,stone,county
,7,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"December 30, 2003, Tuesday",91 of 91 DOCUMENTS,The Tampa Tribune (Florida),Siberian Firm Offers IT Outsourcing,"MICHAEL SASSO , msasso@tampatrib.com; Reporter Michael Sasso can be reached at (813) 259-7865.","MONEYSENSE, Pg. 1",,758 words,,,"December 30, 2003",ENGLISH,,,"PHOTO 2 (1C) MAP (C) Tribune photo by CLIFF McBRIDE
(C) Paul Swengler heads a small office on North Florida Avenue as Enterra Inc., with home offices in Siberia, seeks contracts in this country for outsourced computer programming and other information technology work. Enterra Inc. photo
Enterra Inc. employs 90 IT professionals at its office in Barnaul, Russia, in the southern Siberian region. In addition to a small office in Tampa, it also has opened two other offices in Russia and one in Germany. Its clients include DaimlerChrysler and Siemens. Tribune map by CAITLIN HOPE WRIGHT
(MAP) (C) Enterra Inc. headquarters",,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,Enterra,company,Russian,office,American,Swengler,firm,many,market,outsource,programmer,U.S.,open,computer,work,offshore,industry,Tampa,find,outsourced,programming,technology,contract,client,know,research,million,job,project,Siberia,Indian,Lane,tampa,hope,information,landing,however,small,start,employee,service,higher,include,better,application,example,household,manager,run,offer,might,fee,hour,still,go,Enterra_U.S.,Russia,India,Germany,chance,subzero,temperature,white,tiger,impression,americans,region,niche,fall,eye,employ,professional,face,crowded,field,foreign,vy,domestic,subsidiary,modest,september,spend,much,time,familiarize,far,sign,three,chief,operating,officer,paul,swengler,hire,prospective,upbeat,new,entrant,boom
,15,12,9,8,7,7,6,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
