PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"September 23, 2014 Tuesday",1 of 352 DOCUMENTS,The Tampa Tribune (Florida),Turn down heat on climate debate,,NATION & WORLD; Views; Pg. 6,,651 words,,,"September 23, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,change,climate,take,scientist,human,point,impact,ocean,Koonin,influence,atmosphere,nation,demonstrator,science,activity,system,century,expect,effect,percent,high,thing,fuel,economic,might,increase,past,heat,mean,decade,record,far,sea,ice,possibility,coastal,threat,emission,evidence,Climate,New_York,ten,thousand,street,around,world,sunday,demand,action,summit,week,organizer,present,petition,2.1,million,signature,harshest,critic,dismiss,hysteria,hoax,activist,concerned,advancing,government,control,protect,environment,wish,side,deep,breath,reflect,article,e.,koonin,appear,last,weekend,undersecretary,president,term,acknowledge,real,alarmist,small,comparison,whole,addition,carbon,dioxide,middle,21st,directly,shift,natural,greenhouse,highly
,official,reporter,journalist,question,make,public,Washington,know,please,time,allegation,government,engage,request,important,something,often,thing,administration,sometimes,respond,response,interest,dinner,outside,lot,work,silence,merely,freedom,reluctant,answer,information,transparency,discussion,decision,advance,usually,might,tell,internal,adviser,guy,prefer,colleague,confidential,exactly,honorable,least,news,quite,member,appropriate,correspondent,high_level,intereset,v.,association,attend,last,saturday,night,astonishing,spectacle,unique,combination,celebrity,amid,laughter,conviviality,however,uneasy,undercurrent,many,disturb,annual,access,everyone,agree,report,working,indispensable,job,inform,hold,accountable,understandable,object,meet,bureaucratic,abstraction,unresponsive,talk,point,constitution,recognize,speech,separately,press
,13,7,6,6,6,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 21, 2014 Wednesday",287 of 352 DOCUMENTS,The Tampa Tribune (Florida),SECTION: NATION & WORLD; Views; Pg. 18,,,,944 words,,,"May 21, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,company,internet,lane,need,pharmaceutical,energy,NIH,report,slow,impact,wind,government,drilling,air,water,neutrality,public,electricity,web,fast,small,funding,drug,research,source,Atlantic,draw,line,issue,society,take,offshore,go,marine,life,affect,oil,blast,habitat,big,way,must,efficiency,effectiveness,make,executive,earth,hotter,regard,may,editorial,name,hurricane,cold,produce,extreme,weather,lot,battle,money,net,define,utility,design,create,business,comment,protect,completely,result,favor,give,profit,rep,wildlife,industry,lowest,require,Atlantic_Coast,Congress,FCC,wed,lett,key,acknowledge,account,harm,bear,raise,coastal,area,particularly,alarming,pristine,ocean,gulf,bay,surround,hometown
,7,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 27, 2014 Tuesday",289 of 352 DOCUMENTS,The Tampa Tribune (Florida),SECTION: NATION & WORLD; Views; Pg. 6,,,,1005 words,,,"May 27, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,state,Florida,liberal,marriage,food,American,America,attack,need,work,we,party,Republican_Party,court,change,religious,rest,hillary,attempt,make,let,take,defeat,republican,kill,many,future,meat,tea,tax,must,Iraq,mentality,longer,expand,benefit,lay,regard,may,seem,writer,desperately,other,win,people,issue,despite,law,continue,care,immediately,americans,memory,ally,force,mistake,public,elect,president,accomplishment,best,well,opportunity,poisoning,family,friend,compound,delicious,veggie,burger,soy,dog,notice,result,election,announce,smaller,government,remind,conservative,merge,begin,economic,legislature,executive,elder,Benghazi,Obama,cancer_causing,Elder_Care_Advocacy,lett,ed,decide,union,man,woman,soon,anything,deny
,6,6,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
"October 11, 2014 Saturday",314 of 352 DOCUMENTS,The Tampa Tribune (Florida),Debate first in state in Spanish [JUMP]Candidates for governor each attack the other; Candidates for governor each attack the other,MATT DIXON Tribune/Scripps Capital Bureau,METRO; Pg. 3,,627 words,,,"October 11, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,Scott,debate,crist,Crist,candidate,minimum,wage,support,state,campaign,casting,try,oppose,point,sign,money,child,legalize,help,diam,already,attempt,make,lift,finger,issue,increase,federal,cost,executive,company,insurance,give,lot,undocument,license,care,time,distinction,somebody,administration,propose,amendment,marijuana,testy,gov,kick,three,voter,ballot,mail,less,away,throughout,nearly,solidify,narrative,develop,align,special,interest,case,never,governor,thing,cast,inconsistent,policy,vote,raising,raise,study,job,elect,push,higher,order,10.10,contract,criticize,accept,million,dollar,contribution,past,actually,bill,office,can,regulate,sense,well,follow,hold,studio,nbc,telemundo,broadcast,p.m.
,13,9,7,7,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 23, 2014 Thursday",321 of 352 DOCUMENTS,The Tampa Tribune (Florida),"Under Gov. Scott, it's 'Utilities Gone Wild' in Tallahassee",,NATION & WORLD; Views; Pg. 35,,605 words,,,"October 23, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,energy,customer,Scott,power,monopoly,utility,million,Duke_Energy,solar,rate,increase,return,fact,state,Crist,governor,clean,watch,company,past,efficiency,nuclear,Tallahassee,matter,bill,distinction,clear,fight,let,campaign,much,money,legislator,five,program,reduce,conservation,goal,include,shareholder,shift,reactor,leave,sign,Florida_Power,Light,Duke,Florida,fasano,oped,outcome,race,determine,side,keep,electric,low,advancing,tackle,climate,change,challenge,charlie,crist,history,lead,take,dime,contribution,hand,run,wild,have,pour,straight,though,claim,otherwise,every,base,attorney,general,spend,defeat,2009,press,agency,charge,regulate,look,deny,biggest,block,four,psc,commissioner,regulatory,position,surprise
,9,9,8,7,7,7,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 4, 2014 Tuesday",329 of 352 DOCUMENTS,The Tampa Tribune (Florida),"If South Florida secedes, will the north be called Floritucky ?",FRANK CERABINO; Cox Newspapers,NATION & WORLD; Views; Pg. 11,,628 words,W EST PALM BEACH,,"November 4, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,state,South_Florida,Florida,resolution,become,call,official,issue,South_Miami,half,new,northern,south,rise,think,southern,break,away,maybe,make,fact,old,political,leader,change,percent,point,start,county,part,north,might,happen,way,need,attention,sea,level,West_Palm_Beach,Oliver,Tallahassee,Jacksonville,secession,51st,commissioner,recently,approve,floritucky,largely,symbolic,gesture,time,disgruntled,public,notion,clean,rest,idea,1928,representative,name,r.e,propose,create,complaint,shortchange,fair,share,resource,influence,apparently,nothing,much,intervene,receive,support,despite,generate,revenue,contain,population,ok,starter,worth,definition,border,stretch,include,egg,service,plaza,throw,offer,resident,discount,admission,weekend,still,bandit
,14,11,10,8,5,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 5, 2014 Wednesday",330 of 352 DOCUMENTS,The Tampa Tribune (Florida),"Voters unhappy with Obama, GOP, exit poll finds; Economy still No. 1 issue for half of Americans",CONNIE CASS and EMILY SWANSON; The Associated Press,NATION & WORLD; NationWorld; Pg. 30,,423 words,WASHINGTON,,"November 5, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,voter,poll,issue,Obama,exit,economy,republican,show,financial,worse,time,way,health,care,half,unhappy,angry,leader,still,survey,people,leave,2008,crisis,government,midterm,likely,thing,better,dissatisfied,preliminary,think,many,favor,top,go,far,disapprove,job,fourth,Congress,leigh,americans,voting,tuesday,administration,upset,biggest,concern,place,six,help,propel,president,term,office,stagnate,trust,right,slightly,fewer,1994,seize,control,last,ask,question,pessimistic,twice,life,next,generation,blame,however,quarter,whose,name,ballot,look,mind,cut,embrace,idea,business,individual,feel,nation,seriously,wrong,track,take,position,seem,align,majority,country,illegally,stay,approve
,7,5,5,5,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 16, 2014 Sunday",333 of 352 DOCUMENTS,The Tampa Tribune (Florida),Our gathering storm,,VIEWS; Pg. 40,,811 words,WASHINGTON,,"November 16, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,republican,Obama,issue,president,executive,order,immigration,legal,ideological,legislative,conservative,proclamation,might,serious,political,support,comprehensive,reform,outcome,matter,form,version,defeat,eagle,victory,take,hang,neck,status,undocument,seem,strategy,path,part,politics,least,manner,policy,health,care,advocate,time,many,progressive,marginalize,discredited,drive,democratic,never,attempt,presidency,Republican,column,present,emancipation,cabinet,secretary,state,warn,look,desperate,better,wait,flight,postpone,action,today,apparently,regards,grant,million,adult,historical,category,intent,electoral,lame,duck,social,consequence,someone,goal,provide,realistic,citizenship,worker,sympathize,frustration,agree,legislation,2007,w.,bush,push,2013,approve,point,must,put
,8,8,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 17, 2014 Monday",335 of 352 DOCUMENTS,The Tampa Tribune (Florida),SECTION: NATION & WORLD; Views; Pg. 18,,,,895 words,,,"November 17, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,FBI,school,public,system,threat,Osmakac,student,democracy,rights,community,potential,parent,question,regard,constitutional,americans,mentally,ill,special_needs,Tampa,serve,article,option,city,population,unable,state,program,money,2016,board,mean,interest,vote,company,wealth,political,unlimited,become,impede,view,member,especially,legal,counsel,piece,counterproductive,educate,remind,live,investigate,proper,mental,care,serious,we,take,right,try,Hillsborough_County,Tampa_Bay,Muslim,letter,failure,account,open,last,week,vividly,tell,tale,general,allow,attend,advancement,beg,provide,service,sunshine,education,chaos,industrial,testing,complex,black,hole,waste,taxpayer,explode,giant,supernova,treat,citizen,attest,local,politician,father,profoundly,autistic
,13,6,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 12, 2014 Friday",342 of 352 DOCUMENTS,The Tampa Tribune (Florida),Storm surge to get better play in forecasts; National Hurricane Center to stress risk along coast,The Associated Press,METRO; Pg. 25,,260 words,MIAMI,,"December 12, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,storm,surge,warning,hurricane,wind,tropical,coastal,map,weather,approach,resident,new,separate,public,center,water,different,show,rise,tool,help,we,stand,road,storm_surge,Rhome,next,addition,thursday,begin,2015,season,provide,emergency,manager,better,information,hazard,official,historically,primary,killer,specialist,largest,loss,life,flooding,much,strike,time,place,already,release,recently,focus,improve,awareness,debute,high,land,online,launch,last,vulnerability,variety,scenario,mean,prepare,inevitable,predict,occur,frequency,seas,climate,change,people,learn,whether,location,likely,flood,alert,imminent,danger,the,indicate,you,go,hit,U.S.,National_Hurricane_Center,Jamie_Rhome,hurricane_force,Color_coded
,8,6,5,5,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
