PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"June 17, 2010 Thursday",1 of 63 DOCUMENTS,The New York Post,CLIMATE HEAT ON O FROM BOTH PARTIES,CHARLES HURT Bureau Chief,All Editions; Pg. 10,,577 words,,,"June 17, 2010",ENGLISH,,,-U.S. Senate badge logo. -NO SMOKING: Smokestack industries - and everyday energy consumers - could pay a price under carbon-emission limits. [AP] -U.S. Senate badge logo.,,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,bill,energy,Obama,company,tax,emission,legislation,cap,climate,pass,cost,household,use,guidance,democrat,carbon,plant,percent,Senate,McConnell,president,gulf,advance,time,leave,stall,amount,job,national,increase,consumer,sen,last,call,argue,provide,liberal,go,remain,set,market,allow,buy,sell,accord,congressional,income,per,billion,climate_change,cap_and_trade,skewer,right,oil,spill,agenda,lambast,give,concrete,approve,push,highly,controversial,trade,plan,penalize,produce,dioxide,republican,charge,measure,massive,hike,productive,kill,way,save,planet,greenhouse,gas,responsible,change,hold,hostage,try,half,leader,mitch,tell,contain,direct,gasoline,widely,agree,corporation,especially,lindsay,graham,help
"June 24, 2010 Thursday",47 of 63 DOCUMENTS,The New York Post,WOMAN CLAIMS AL SEX 'ABUSE',Emily Smith,Sports+Late City Final; Pg. 12,,377 words,,,"June 24, 2010",ENGLISH,,,,,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,woman,police,report,Gore,sexual,massage,session,hotel,2006,Portland,file,leave,traumatize,accord,incident,take,night,encounter,unwanted,contact,gore,Tipper,masseuse,statement,accuse,abuse,nearly,540,bombshell,new,allege,place,upscale,october,former,vice,president,town,talk,climate,change,claim,save,pants,wear,notice,suspicious,stain,garment,note,sensational,allegation,keep,wrap,uncover,wake,recent,split,wife,previously,complain,husband,trip,therapist,reportedly,suspect,may,involved,lawyer,tell,cop,december,previous,oct,blow,interview,jan,2009,however,decide,complaint,alleging,sign,mr.,stone,repeatedly,subject,touch,finally,door,forcefully,pull,back,room,couple,time,try,grope,fondle
,5,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 7, 2010 Wednesday",48 of 63 DOCUMENTS,The New York Post,A QUEEN SWEEP OF THE APPLE - ROYAL TOUCH AT UN AND GROUND ZERO,REBECCA ROSENBERG and LEONARD GREENE,Sports+Late City Final; Pg. 9,,406 words,,,"July 7, 2010",ENGLISH,,,"SOLEMN DIGNITY: Not breaking a sweat amid the 103-degree heat, Queen Elizabeth II lays flowers at Ground Zero yesterday. ""She's a really nice lady,"" said one 9/11 relative. [Photos: Getty Images]",,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,queen,9/11,world,United_Nations,laid,wreath,address,visit,nearly,shook,hand,victim,trade,center,really,whose,father,kill,nile,ago,heat,match,minute,look,time,stand,Ground_Zero,emotional,elizabeth,ii,make,royal,highness,briefly,talk,relative,peony,rose,lily,wooden,riser,near,footprint,south,tower,nice,lady,conversation,meaningful,security,analyst,terrorist,attack,sept,2001,meet,grandson,spot,hair,memorable,monarch,brave,jacket,skirt,accented,white,glove,black,shoe,purse,arrive,early,greet,dignitary,include,mayor,bloomberg,gov,receive,bouquet,flower,daughter,family,responder,hot,drow,sweat,beautiful,cop,accompany,husband,start,whirlwind,tour,general,assembly,appearance,people,back
,8,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 7, 2010 Wednesday",49 of 63 DOCUMENTS,The New York Post,FONT OF INSPIRATION - BOULUD & CO. ADD LIFE TO CULTURE MECCA,Steve Cuozzo,All Editions; Pg. 35,,660 words,,,"July 7, 2010",ENGLISH,,,-Old-school spots Fiorello and Shun Lee enjoy increased buzz with new neighbors. -Former Per Se executive chef Jonathan Benno is setting the table for an eatery under the new elevated lawn.  [Mario Tama/Getty Images] -Lincoln Center's renovated plaza and fountain are drawing fresh interest to the area from hot restaurateurs such as Daniel Boulud.  [Jonathan Baskin (3)] -Old-school spots Fiorello and Shun Lee enjoy increased buzz with new neighbors. -Former Per Se executive chef Jonathan Benno is setting the table for an eatery under the new elevated lawn.  [Mario Tama/Getty Images],,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,restaurant,street,new,Broadway,Bar_Boulud,Lincoln_Center,64th,bar,dining,chef,scene,great,best,soon,plan,open,corner,thing,eatery,big,influence,look,name,north,former,well,launch,near,block,feel,ed,change,Boulud,Mediterranean,Upper_West_Side,kiss,cousin,winter,among,boast,nice,mean,drink,unlike,pleasure,spokeswoman,place,grilling,concept,little,bit,healthy,accent,partly,kitchen,create,design,room,lounge,yet,grill,sound,logical,sixth,venue,world,greatest,mark,another,advance,eat,blossoming,corridor,astride,72nd,boulud,originally,expand,sidestreet,portion,bank,space,next,door,recently,lease,decide,entirely,face,resplendent,reborn,plaza,fountain,alone,september,million,head,executive,campus
,5,5,5,5,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 28, 2010 Wednesday",51 of 63 DOCUMENTS,The New York Post,GUSHER OF SELF-PITY - BOOTED BP BOSS HAYWARD CRIES: 'LIFE IS NOT FAIR',CHUCK BENNETT,All Editions; Pg. 6,,384 words,,,"July 28, 2010",ENGLISH,,,SHUFFLING THE DECK: BP Chairman Carl-Henric Svanberg is flanked by ousted CEO Tony Hayward (left) and new CEO Bob Dudley in London yesterday. [Reuters],,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,Hayward,bp,gulf,oil,take,BP,almost,chief,executive,spill,happen,fair,company,top,spot,step,ceo,explosion,announce,billion,last,joint,venture,Tony_Hayward,Mexico,Svanberg,lame,seabird,struggle,flap,wing,oust,host,pity,party,blubber,make,scapegoat,watch,fact,life,gripe,receive,million,severance,pension,payment,boot,whether,unfair,point,tell,reporter,firm,headquarters,become,public,face,demonize,vilify,move,leader,continue,attitude,sniff,sometimes,pavement,hit,bus,toxic,climate,surround,stop,chairman,svanberg,heap,praise,outgoing,do,good,job,accord,independent,newspaper,yet,own,least,role,disaster,terrible,tragedy,man,charge,always,feel,deep,responsibility,regardless,blame
,6,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 1, 2010 Sunday",52 of 63 DOCUMENTS,The New York Post,GOODELL-FOR-NOTHING; COMMISH AND NFL NO FRIEND OF THE FANS,Phil Mushnick,All Editions; Pg. 76,,765 words,,,"August 3, 2010",ENGLISH,,,"SAY WHAT! Commissioner Roger Goodell (left) - speaking at the Packers' annual meeting of shareholders with Green Bay president Mark Murphy - says the ""game's all about the fans,"" but continues to stand idly by as Giants and Jets fans are priced out of season tickets because of personal seat licenses. (AP)",,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,fan,game,NFL,ticket,Jets,DirecTV,still,night,season,per,sell,NFL_Network,Goodell,PSLs,shove,tv,time,never,stadium,happen,last,700,home,much,Giants,sport,we,good,appear,thursday,expect,pay,forum,broad,harmless,begin,issue,think,largest,new,list,team,seat,license,plus,jet,patron,claim,investment,money,exhibition,head,something,make,include,sunday,PSL,mark,modern,stewardship,become,leader,ability,grab,wallet,hand,traffic,able,stare,camera,owe,thanks,job,declare,always,side,whether,cable,company,suppose,clear,collection,fawn,applaud,packer,title,session,answer,follow,question,host,ask,tell,toughie,meet,greet,important,well,nausea
,18,14,10,8,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 15, 2010 Friday",55 of 63 DOCUMENTS,The New York Post,TOO CRUEL TO $CHOOLS - FOR-PROFIT SECTOR TAKES ENROLLMENT HIT,KAJA WHITEHOUSE,All Editions; Pg. 39,,308 words,,,"October 15, 2010",ENGLISH,,,"Falling grades: The bloom is definitely off the rose at Apollo Group, corporate home of the University of Phoenix, whose stock plummeted 23 percent yesterday. [Bloomberg]",,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,percent,enrollment,student,for_profit,education,fall,drop,loan,industry,Apollo_Group,company,dropout,rate,default,end,change,call,may,close,school,Apollo,financial,whiz,whose,bet,housing,market,detailed,big,short,must,victory,lap,latest,wager,meltdown,share,operator,much,executive,predict,steep,amid,regulatory,pressure,reduce,largest,college,late,wednesday,new,period,tactic,enroll,greatest,likelihood,succeed,give,uncertainty,withdraw,business,outlook,fiscal,2011,investor,add,quarter,november,due,news,wallop,rest,sector,136.20,4.79,tank,10.22,37.97,manage,money,hedge,fund,blast,socially,destructive,morally,bankrupt,subprime,mortgage,main,beef,revenue,large,part,federally,guarantee,grant,suggest,push
,9,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 22, 2010 Friday",56 of 63 DOCUMENTS,The New York Post,BAUER TAKES AIM AT MALE READERS FOR A CHANGE,Keith J. Kelly,All Editions; Pg. 42,,767 words,,,"October 22, 2010",ENGLISH,,,,,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,magazine,new,launch,Muscle,move,publisher,book,past,publish,editorial,Fitness,call,work,title,world,editor,ad,sign,deal,office,staffer,director,Random_House,Wylie,Flex,New_York,cover,id,company,vice,president,big,time,woman,success,advance,author,imprint,electronic,earlier,halt,pecker,plan,rumor,staff,least,january,may,square,foot,German,Bauer,American_Media,Woodland_Hills,Fitness_Hers,AMI,science,nature,psychology,end,mark,major,draw,successful,sister,parent,install,media,previously,photo,graphic,slated,hit,dec.,distribution,fairly,high,4.99,price,appear,six,signal,direction,exist,include,life,aim,group,discourage,tough,climate,variety,different,economic,resounding,unlike,depend,majority,revenue
,8,7,6,6,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 5, 2010 Friday",57 of 63 DOCUMENTS,The New York Post,DEMS GOOD FOR YUKS,,All Editions; Pg. 13,,170 words,,,"November 5, 2010",ENGLISH,,,,,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,benefit,night,event,show,take,democrat,Stewart,perfect,timing,jon,host,wednesday,kick,stand,daily,star,jab,defeat,midterm,election,call,hear,wounded,think,'oh,report,contrast,current,climate,president,2008,ago,vote,change,later,you,know,actually,usual,go,republican,endangered,species,good,really,conservation,entire,population,perform,alongside,auction,guitar,"140,000",raise,2.5,million,injure,soldier,IT,New_York_Comedy_Festival,Heroes,ass_whooping,Democratic_Party,fund_raiser,Post,Mandy_Stadtmiller,Obama,White_House,Americans,Bruce_Springsteen,Jerry_Seinfeld,Tony_Bennett,Joel_McHale,Bob_Woodruff_Foundation
,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 9, 2010 Tuesday",58 of 63 DOCUMENTS,The New York Post,VACANCY SIGNS: BROKERS' DARK STORY,Steve Cuozzo,All Editions; Pg. 34,,777 words,,,"November 9, 2010",ENGLISH,,,"COMMON SIGHT Views like this on Madison Avenue, parts of which have only recently been occupied, reveal the dark side of Manhattan's commercial rent story.   [AFP/Getty Images]",,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,retail,foot,rent,square,space,vacancy,new,world,street,Manhattan,ago,store,New_York,ask,certain,capital,city,let,REBNY,part,report,time,yorker,eye,often,little,shopping,exist,supposedly,worse,financial,give,rate,far,seem,guess,hide,location,sign,42nd,many,think,tower,walk,deal,stand,yet,percent,higher,building,need,bank,pay,empty,long,branch,blame,maybe,fact,lease,Times_Square,Third_Avenue,London,dandy,rise,tell,last,spring,jump,"1,700",per,increase,respond,oh,please,bear,relation,actual,note,persist,beyond,popular,corridor,omit,obvious,attentive,pedestrian,namely,oodle,within,zone,well,proliferating,heavily,traffick,corner,miserable,signal,send
,8,8,7,7,6,6,5,5,5,5,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 12, 2010 Friday",59 of 63 DOCUMENTS,The New York Post,GORES GLOBAL-WARMING GEEKS,KYLE SMITH,All Editions; Pg. 38,,658 words,,,"November 12, 2010",ENGLISH,,,"Bjorn Lomborg rebuts much of Al Gore's ""An Inconvenient Truth,"" although he admits there is a climate-change problem.",,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,global,warming,Gore,Lomborg,show,benefit,cool,world,lomborg,spend,dollar,worth,fix,sea,stuff,documentary,solution,message,bjorn,slide,watch,answer,beach,book,deploy,lead,take,we,far,practical,cheap,idea,reflect,next,100,water,warn,scientist,rise,level,Stephen_Schneider,three,half,star,***,hot,run,time,minute,rate,pg,mildly,disturbing,element,1st,62nd,dane,propose,carry,likely,provoke,agitate,infuriate,go,end,climatologist,gadfly,training,political,science,important,problem,praise,gore,draw,attention,issue,incovenient,truth,complete,witty,graphic,amount,devastating,rebuttal,someone,ever,demand,film,agree,condition,friend,optimistic,blond,look,boy,start,journey,read
,6,6,6,5,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 22, 2010 Monday",60 of 63 DOCUMENTS,The New York Post,GET A WHIFF OF 'POOP POWER',Tom Topousis,All Editions; Pg. 14,,97 words,,,"November 22, 2010",ENGLISH,,,,,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,treatment,plant,gas,city,sewage,strategy,huge,reserve,untapped,energy,bubble,department,look,contractor,develop,project,biggest,digester,byproduct,breakdown,use,heating,past,excess,burn,create,greenhouse,Waste,Environmental_Protection,poop_to_power,Wards_Island,so_called,Deputy_Mayor,Operations_Stephen_Holloway
,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 26, 2010 Friday",61 of 63 DOCUMENTS,The New York Post,BURNED BY BOOTLEG SMOKES; COSTING NY STATE $20M A MONTH,"DOUGLAS MONTERO, KEVIN FASICK and CHUCK BENNETT",All Editions; Pg. 5,,989 words,,,"November 26, 2010",ENGLISH,,,Smoker. (Alamy) Map. (Ben Parker) Smoker. (Alamy),,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,tax,cigarett,state,carton,seize,million,stamp,bust,pack,total,sell,tobacco,make,find,reservation,untaxed,officer,investigator,authority,smoke,charge,ago,store,case,hand,clerk,contraband,local,fake,New_York,Indian,Marlboros,market,illegal,bodega,far,much,cigarette,estimate,create,office,sale,percent,july,indicate,smoker,lack,cash,drug,violence,trafficking,rise,go,higher,have,along,october,deli,buy,reporter,overseas,appear,five,import,forge,"500,000",four,earlier,China,Post,ATF,underground,spread,cancer,wake,hike,expensive,nation,cost,ten,lose,revenue,post,analysis,pour,neighborhood,truckload,neighbor,away,government,data,show,purchase,7.3,radar,unfortunate,side,effect,black
,18,17,14,11,10,7,7,7,6,6,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 9, 2010 Thursday",63 of 63 DOCUMENTS,The New York Post,ALL SYSTEMS GO; RETURN OF 3 STARTERS BOLSTERS GIANTS' 'O',PAUL SCHWARTZ,Sports+Late City Final; Pg. 72,,605 words,,,"December 9, 2010",ENGLISH,,,"HEALTHY AGAIN:With the return of wide receivers Steve Smith and Hakeem Nicks (inset) from injuries, the Giants' passing game will be primed for Sunday's game in Minnesota. (Reuters & Getty Images)",,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,play,go,game,feel,Nicks,back,leave,practice,Smith,three,miss,good,manning,start,pass,leg,week,expect,exclamation,point,look,receiver,tackle,question,return,four,partially,tear,lower,injury,last,run,participate,past,know,think,every,rep,ready,lot,can,we,Giants,Diehl,offense,starter,sunday,christmas,present,exclaim,quite,haul,player,field,together,scal,attack,replace,skid,consecutive,victory,inside,mall,toy,hamstring,surprising,give,compartment,syndrome,nov,loss,initial,timetable,shave,recovery,time,alleviate,problem,need,undergo,surgical,procedure,call,fasciotomy,slice,open,relieve,tension,pressure,gasser,monday,minute,treadmill,tuesday,half,actually,upbeat,mentality,hard
,11,8,8,6,6,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
