PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"August 11, 1998, Tuesday",1 of 43 DOCUMENTS,The New York Post,SCIENTISTS CAN'T BELIEVE THEIR HIGHS IN HOTTEST MONTH EVER,KATE PERROTTA,News; Pg. 002,,563 words,,,"August 11, 1998",ENGLISH,,,"Every month this year has topped the record, leading scientists to predict that 1998 will be the hottest year ever.",,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,record,temperature,heat,average,degree,lot,hottest,el,nino,last,shift,emission,July,Dallas,world,history,hit,half,higher,previous,economy,thing,precipitation,become,common,climate,predict,trend,lead,scientist,summer,pact,still,warming,less,surprised,U.S.,Quayle,burn,way,book,global,61.7,fahrenheit,fuel,storm,dog,nearly,july,may,sound,expert,wreak,havoc,ecosystem,serious,concern,small,result,large,chief,government,collect,data,place,slightly,warmer,side,model,state,hardest,wave,hover,well,100,straight,120,people,die,cause,keep,dangerous,begin,january,top,1998,surprise,resident,least,city,break,tie,already,vice,president,al,gore,armed,statistic
,best,oscar,star,actress,titanic,go,award,performance,tonight,nominate,winner,good,movie,Oscars,night,support,l.a,confidential,film,nomination,last,comeback,favorite,hit,ever,biggest,stage,walk,director,predict,time,statuette,hunt,home,picture,trophy,include,dozen,past,billion,many,expect,full,warn,gold,big,record,set,story,Hollywood,Academy_Awards,Oscar,score,upset,win,femme,fatale,blond,beauty,rave,portrayal,hooker,beat,sentimental,monster,oh,god,voice,tremble,thank,everybody,have,meet,entire,life,brightest,turn,drama,begin,light,roar,applause,gasp,delight,crowd,columnist,announce,red,carpet,fairytale,perhaps,culmination,veteran,judi,arrive,vie,majesty,mrs,business
,6,6,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 10, 1998, Sunday",41 of 43 DOCUMENTS,The New York Post,CAR PARTS MAKERS JUMP INTO THE HOT SEAT,BETH PISKORA,Business; Pg. 060,,440 words,,,"May 10, 1998",ENGLISH,,,,,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,part,auto,NYSE,maker,system,brake,high,analyst,billion,go,megadeal,spark,sector,instead,anticipate,among,car,consolidation,deal,engines,order,already,piece,business,drive,take,make,bid,right,stock,percent,return,tire,Nasdaq,tell,ag,round,transatlantic,merger,number,though,probably,true,concentrate,accelerate,follow,logic,manufacturer,bigger,purchase,clout,demand,bargain,company,supply,plug,dealer,join,force,command,efficiency,afford,size,remain,profitable,new,age,worldwide,automotive,alliance,demonstrating,preference,big,supplier,able,develop,build,complete,shipping,meanwhile,shift,gear,sale,top,220,alone,consolidate,begin,daimler,chrysler,place,wide,range,truck,offer,buy,power,transmission,steering
,11,7,7,5,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 24, 1998, Sunday",42 of 43 DOCUMENTS,The New York Post,DINING OUT WITH ZAGAT: IT'S THE AMERICAN WAY,,Entertainment; Pg. 047,,814 words,,,"May 25, 1998",ENGLISH,,,,,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,new,st.,212,e.,American,service,food,chef,cuisine,surveyor,avenue,best,dining,romantic,restaurant,st,place,special,room,718,Madison,Park,NYC,Brooklyn,east,side,star,dessert,worth,beautiful,prix,fixe,fine,union,square,rate,good,`,report,american,set,dinner,wine,class,act,win,civilized,friendly,pricey,try,cafe,decor,easily,cheerful,eat,gorgeous,Fifth_Avenue,NY,Danny_Meyer,Sutton_Place,Brooklyn_Bridge,Henry,today,scene,become,global,buffet,remain,favorite,cream,crop,category,accord,score,aureole28,everything,have,hear,true,sensational,architectural,every,truffled,cent,sublime,back,garden,flower,make,propose,p.s,p.m.,menu,buy,cafe27,16th,popular,click,urbane
,11,9,9,8,8,7,6,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 3, 1998, Thursday",43 of 43 DOCUMENTS,The New York Post,EL NINO'S SINFUL SISTER MIGHT SNOW US UNDER,GERSH KUNTZMAN,News; Pg. 010,,394 words,,,"September 3, 1998",ENGLISH,,,We're not expecting a mild winter as we had during last year's El Nino. There'll be a lot more action. METEOROLOGIST TONY BARNSTON,,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,winter,la,nina,snow,last,el,nino,mild,inch,city,million,ski,New_York,climate,give,we,time,shovel,expect,action,fall,put,condition,area,help,water,pacific,Barnston,dead,long,live,weather,pattern,wreak,havoc,world,yet,dry,finally,way,evil,twin,sister,word,probably,good,buy,have,eye,senior,meteorologist,lot,mean,normal,roughly,colder,temperature,ton,away,real,nearly,prevail,weak,go,moderate,strong,department,row,find,dip,reserve,fund,annual,budget,require,charter,average,actual,expenditure,previous,five,spend,removal,aside,far,less,cost,clean,folk,happier,provide,better,mountain,combat,backyard,syndrome,customer,vice,president
,8,7,7,7,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
