PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"September 23, 2009 Wednesday",2 of 264 DOCUMENTS,USA TODAY,"Deal on climate change is elusive; Political, economic issues hinder talks to stop warming",Traci Watson,NEWS; Pg. 1A,,1836 words,,,"September 23, 2009",ENGLISH,,,"GRAPHIC, B/W, Sam Ward, USA TODAY, Source: Joint Global Change Research Institute (Line graph) PHOTO, Color, Timothy A. Clary, AFP/Getty Images PHOTO, B/W, Pool photo by Konishi Taro",,COVER STORY,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,climate,emission,nation,treaty,U.S.,cut,make,develop,degree,change,economic,warming,country,Senate,world,scientist,rise,temperature,bill,U.N.,Earth,agreement,talk,carbon,dioxide,greenhouse,gas,accord,billion,China,ago,prime,minister,deal,time,head,power,question,economy,report,global,much,meeting,include,difficult,senator,2020,Copenhagen,end,official,produce,start,diplomat,point,part,negotiation,far,group,expert,industrialize,planet,take,keep,mandatory,former,put,reach,last,oppose,energy,effort,*,money,aid,sept,may,atmosphere,climate_change,Obama,United_States,USA,Kyoto,European_Union,2009,draft,slow,de,challenge,suppose,finalize,repeatedly,tuesday,we,president,go,debate,dramatic,without,worldwide
,Martinez,go,game,era,start,series,season,Yankees,miss,hit,playoff,world,pitch,stage,fastball,old,spot,seven,inning,allow,win,enough,veteran,play,coach,reaction,respect,2004,history,big,nine,last,record,pick,changeup,away,baseball,Phillies,Boston,Yankee_Stadium,Paulino,championship,outfielder,advice,pal,plate,guy,better,tell,catcher,martinez,hardly,oct,throw,scoreless,walk,back,bullpen,show,leave,succeed,heat,tonight,face,ultimate,challenge,adjustment,pitcher,crafty,borough,site,memorable,encounter,red,sox,rivalry,role,villain,ace,shove,onrush,ground,incident,2003,fan,figure,loud,exactly,warm,whatever,boo,clap,use,serenade,chant,daddy,acknowledge,number,although
,13,6,5,5,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 27, 2009 Tuesday",198 of 264 DOCUMENTS,USA TODAY,Which of these could fuel a jet?; Answer: All three could. They might also be a solution to cutting flying costs and carbon footprints.,Dan Reed,MONEY; Pg. 1B,,1703 words,,,"February 6, 2009",ENGLISH,"January 29, 2009","In a story about alternative fuels published in Tuesday's domestic edition and Friday's international edition, USA TODAY incorrectly stated the International Air Transport Association's goal for using synthetic or biofuel in commercial aircraft. The goal is that alternative fuel provide 10% of the needs of airlines around the world by 2017.","GRAPHIC, B/W, Sam Ward, USA TODAY, Sources: Valcent, National Algae Association (illustration, bar graph) PHOTO, Color, Engine photo by Bloomberg News PHOTO, Color, Mary Schwalm, AP PHOTOS, Color (2)",,COVER STORY,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,fuel,alga,alternative,jet,gallon,airlines,flight,burn,production,use,biofuel,billion,U.S.,synthetic,test,big,plane,million,part,jatropha,carbon,price,make,less,market,produce,chicken,leave,around,world,plant,coal,gas,oil,conventional,go,trade,engines,camelina,savings,begin,acre,fly,power,next,engine,company,source,carrier,reduce,save,help,enough,time,group,airline,emit,much,turn,pay,today,head,fat,refine,best,may,grow,cost,investment,Continental,National_Algae_Association,Syntroleum,UOP,far,process,pond,liquid,natural,airplane,maker,industry,government,develop,goal,replace,significant,footprint,money,push,mix,know,air,force,flow,beginning,yet,pilot,horizon,happen
,44,15,14,13,13,11,9,9,9,8,8,8,8,7,7,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"February 9, 2009 Monday",201 of 264 DOCUMENTS,USA TODAY,Starbucks hopes food perks up sales; Struggling chain unveils menu deal to halt slide,Bruce Horovitz,MONEY; Pg. 1B,,409 words,,,"February 9, 2009",ENGLISH,,,,,,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,coffee,Starbucks,value,chain,starbuck,store,U.S.,plan,menu,move,marketing,gourmet,business,late,3.95,latte,cake,drip,hot,sandwich,food,drink,consumer,change,program,offer,time,force,half,tall,additional,environment,McDonald,struggle,seriously,enter,zone,today,lose,quite,clip,unveil,right,less,often,accuse,charge,cup,joe,savings,case,exceed,1.20,per,order,yes,bill,pair,actually,refuse,call,roll,march,market,hello,new,something,vow,never,giant,spiraling,model,concurrently,hit,hard,three,powerful,recession,habit,grow,competition,deal,include,four,currently,sell,location,price,either,slice,cinnamon,swirl,bowl,oatmeal,glaring,evidence,retailer,marketer,economy
,8,8,5,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 13, 2009 Friday",206 of 264 DOCUMENTS,USA TODAY,Clinton heads to East Asia on first State trip abroad,Ken Dilanian,NEWS; Pg. 6A,,513 words,,,"February 13, 2009",ENGLISH,,,"GRAPHIC, B/W, USA TODAY, Source: State Dept. (Map) PHOTO, B/W, AP",,,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,North_Korea,Clinton,talk,nuclear,administration,Japan,South_Korea,visit,senior,program,end,China,Obama,foreign,korean,focus,world,image,director,think,government,way,week,Asian,North,Indonesia,Stares,Muslim,United_States,six_party,Bush,Green,hillary,rodham,depart,sunday,trip,secretary,state,four,capital,feature,climate,change,economic,crisis,threat,mission,take,logical,choice,signal,recognize,grow,importance,fellow,council,relation,make,sense,official,already,travel,populous,country,president,live,child,may,lay,groundwork,presidential,later,part,attempt,reshape,analysis,stratfor,intelligence,company,future,former,affair,round,six,nation,important,listen,mode,among,expert,briefing,dinner,feb,hear,particular,still,dismay,dramatic
,10,8,5,5,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 25, 2009 Wednesday",209 of 264 DOCUMENTS,USA TODAY,Excerpts from his speech,,NEWS; Pg. 4A,,399 words,,,"February 25, 2009",ENGLISH,,,,,,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,energy,new,plan,put,loan,health,renewable,need,ask,congress,send,recovery,people,back,government,debt,have,create,ever,economy,resource,way,century,price,cost,care,school,soon,country,save,make,afford,reform,know,higher,war,Iraq,president,work,money,pocket,believe,bigger,mindful,massive,inherite,lend,fund,represent,largest,effort,help,provide,auto,college,consumer,entrepreneur,keep,run,require,significant,federal,yes,probably,already,set,aside,another,confront,last,dependence,oil,high,prepare,child,mountain,stand,inherit,double,nation,supply,next,three,lay,thousand,mile,power,line,carry,city,town,across,truly,transform,protect,security,planet,ravage,climate
,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 3, 2009 Tuesday",212 of 264 DOCUMENTS,USA TODAY,"Economy, corporate 'fat cat' label hit aircraft makers hard; Businesses put off buying jets in today's Spartan climate",Dan Reed,MONEY; Pg. 1B,,1596 words,,,"March 3, 2009",ENGLISH,,,"GRAPHIC, B/W, Alejandro Gonzalez, USA TODAY, Source: General Aviation Manufacturers Association (line graphs) PHOTO, Color, Craig Hacker for USA TODAY PHOTO, Color, PR Newswire PHOTO, B/W, Craig Hacker for USA TODAY",,COVER STORY,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,business,aircraft,plane,jet,corporate,aviation,company,fly,use,general,maker,executive,sell,industry,sale,record,economic,downturn,schuster,make,every,time,Hawker_Beechcraft,last,new,deliver,take,people,many,commercial,market,value,fall,order,price,find,billion,buy,consultant,back,much,fat,cat,december,bailout,employ,world,customer,ceo,small,place,Schuster,Cessna,manufacturer,high,economy,demand,2007,lavishly,send,defer,cancel,alarming,rate,cut,buyer,six,2008,result,crisis,total,accord,association,stop,lot,typically,actually,shed,current,lender,choose,luxury,situation,three,automaker,wrong,seek,provision,private,president,2009,fight,campaign,ad,feature,expensive,excess,size,case
,18,18,18,16,14,13,13,11,10,9,7,7,7,7,6,6,6,6,6,6,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"April 20, 2009 Monday",223 of 264 DOCUMENTS,USA TODAY,"An evangelical's plea: 'Love the sinner'; For a rising generation of Christians, the conversation about homosexuality is changing. Not that same-sex relationships jibe with biblical teachings, but that a rhetorical onslaught isn't very Christian, either.",Jonathan Merritt,EDIT; Pg. 11A,,1254 words,,,"June 9, 2009",ENGLISH,,,,,,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,love,gay,neighbor,sinner,christians,lesbian,must,evangelicals,loving,friend,Jesus,man,*,in,homosexuality,often,find,life,way,speak,support,Christians,hate,share,law,close,evangelical,message,people,book,christianity,claim,god,group,culture,belief,believe,generation,regard,sin,public,make,anything,letter,homosexual,founder,opposition,agenda,confusing,study,age,describe,many,difference,follow,compassionate,language,everyday,biblical,grace,dialogue,time,rhetoric,conversation,begin,talk,able,conviction,spirit,fail,effectively,compromise,truth,change,rise,within,lot,sympathy,choose,Jesus_Christ,Adam,God,mantras,evangelicalism,past,however,google,statement,uncover,virtual,manual,little,wit,1993,fundamentalist,televangelist,d.,jame,kennedy
,19,14,9,8,8,7,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 8, 2009 Monday",235 of 264 DOCUMENTS,USA TODAY,Lobbyists unlimited in honoring lawmakers; Special-interest money flows around gift ban,Fredreka Schouten and Paul Overberg,NEWS; Pg. 1A,,2268 words,,,"June 12, 2009",ENGLISH,"June 12, 2009","Joe Baca Jr., son of Rep. Joe Baca, D-Calif., is president of the Joe Baca Foundation. A chart in Monday's editions misidentified the foundation official.","GRAPHIC, Color, Web Bryant, USA TODAY (Illustration)",,COVER STORY,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,company,group,lawmaker,Congress,last,lobbyist,donation,honor,money,million,give,donate,gift,member,official,foundation,golf,charity,spend,federal,non_profit,help,institute,go,Kennedy,Buyer,health,public,today,spokeswoman,show,drug,executive,Amgen,Clyburn,clyburn,top,total,president,industry,program,think,policy,director,non_profits,USA,Barton,put,sen,care,ban,2007,report,make,analysis,former,government,another,committee,provide,include,action,bill,interview,cause,accord,record,contribute,Citigroup,House,Washington,Rockefeller,reception,raise,influence,find,tie,seek,chairman,something,rockefeller,name,board,vice,advocate,legislation,decline,"25,000",energy,work,congressional,interest,education,well,college,filing,tee,Exelon,september
,17,15,14,14,13,13,12,11,11,11,10,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
"September 24, 2009 Thursday",243 of 264 DOCUMENTS,USA TODAY,A world in pursuit of quantifiable happiness,Lionel Beehner,NEWS; Pg. 11A,,578 words,,,"September 24, 2009",ENGLISH,,,"PHOTO, B/W, AFP/Getty Images",,,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,measure,happiness,health,society,way,new,much,GDP,put,economic,world,economist,gross,environment,time,care,nation,country,study,today,political,americans,happier,go,yardstick,system,short,run,long,obvious,depend,development,French,well_being,France,America,happy,face,recent,doldrum,well,think,behind,wave,leader,progressive,insist,obsessed,domestic,product,benchmark,claim,emphasis,deregulate,market,number,expense,weigh,softer,indicator,leisure,labor,protection,coverage,king,jigme,singye,wangchuck,introduce,notion,quantify,1972,president,give,holistic,national,movement,newfound,steam,recently,commission,panel,include,intend,roll,plan,group,meeting,start,bigger,picture,level,laudable,effort,lousy,capture,stability,less,citizen
,10,10,6,5,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 25, 2009 Friday",245 of 264 DOCUMENTS,USA TODAY,Ex-head of Democratic Party named to Kennedy's seat,John Fritze,NEWS; Pg. 7A,,367 words,,,"September 25, 2009",ENGLISH,,,"PHOTO, B/W, AP",,,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,democrat,republican,appointment,state,Kennedy,thursday,seat,vote,special,election,change,law,Massachusetts,Kirk,majority,name,fill,hold,chairman,voice,highest,honor,health,care,sen,debate,run,Edward_Kennedy,Senate,Patrick,reclaim,former,party,official,nearly,five,decade,jr.,1985,1989,longtime,friend,family,cause,conduct,jan,often,represent,people,possibly,imagine,board,f.,kennedy,library,foundation,executor,well,give,enjoy,death,aug,need,overturn,filibuster,controversial,legislation,pipeline,climate,robert,byrd,release,hospital,look,forward,engage,upcoming,kirk,serve,assistant,1969,1977,january,congress,future,right,issue,nation,simply,important,we,short,draw,fire,allow,interim,objection,accuse,hypocrisy
,6,5,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 30, 2009 Wednesday",246 of 264 DOCUMENTS,USA TODAY,"Number, role of Obama's 'czars' ignite debate; Lawmakers question the purview, constitutionality of special advisers",Mimi Hall,NEWS; Pg. 4A,,900 words,,,"September 30, 2009",ENGLISH,,,,,,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,adviser,czar,White_House,issue,president,government,question,top,policy,position,department,Obama,administration,effort,special,secretary,official,coordinate,advise,health,care,concern,list,include,work,sen,appointment,expert,Congress,Senate,conservative,name,put,limit,political,party,term,many,whether,funding,sign,cabinet,need,accord,report,charge,plan,debate,commentator,office,system,weapon,push,use,auto,industry,drug,post,new,senator,authority,staffer,Collins,latest,skirmish,proliferation,handle,press,prompt,lawmaker,agree,subjective,acknowledge,sure,guy,much,cost,we,rep,jack,kingston,sponsor,bill,withhold,confirm,constitutionality,republican,try,curb,unlike,regularly,testify,accountable,oversee,climate,change,energy,earn,"172,200"
,15,12,9,7,6,6,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 28, 2009 Wednesday",251 of 264 DOCUMENTS,USA TODAY,Obama announces $3.4 billion for 'smart grid'; Funds set aside to update power network,David Jackson,NEWS; Pg. 5A,,332 words,,,"October 28, 2009",ENGLISH,,,,,,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,energy,Obama,power,grid,tuesday,grant,meter,million,make,clean,billion,economic,funding,help,electric,smart,money,much,cost,blackout,plant,kind,general,global,use,legislation,bill,president,trumpete,plan,renewable,announce,3.4,stimulus,upgrade,nation,award,revamp,line,generator,network,become,federal,government,add,industry,total,investment,exist,waste,we,susceptible,outage,touring,largest,solar,deficiency,highlight,2003,affect,people,part,manager,business,hail,key,competitiveness,tool,consumer,manage,control,operate,visit,spend,200,install,2.6,digital,allow,utility,offer,variable,price,reflect,wholesale,rate,highest,peak,usage,time,pitch,pend,begin,hearing,version,reduce,greenhouse,gas,cause
,9,7,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 16, 2009 Wednesday",263 of 264 DOCUMENTS,USA TODAY,Et cetera; Smart insights on the news of the day,,NEWS; Pg. 10A,,349 words,,,"December 16, 2009",ENGLISH,,,,,,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,president,help,job,must,Goldman,chief,officer,firm,financial,government,question,fail,necessity,try,thing,beginning,agenda,2010,focus,mean,item,never,Goldman_Sachs,article,ask,gary,cohn,operating,barring,survive,without,various,form,intervention,yes,almost,finish,think,we,cash,maybe,true,need,nevertheless,avail,offer,seem,lose,executive,safety,today,vantage,point,smack,cake,eat,claim,do,differently,anticipate,result,criticism,tempt,give,taste,medicine,smart,sophisticated,investor,trade,live,column,realign,complete,pivot,make,happen,fully,integrate,schedule,hurt,hard,hat,second,legislative,reflect,reinforce,renew,creation,postponing,people,bound,regard,diversionary,long,unemployment,remain,high,action
,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
