PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"October 30, 2003, Thursday",1 of 119 DOCUMENTS,USA TODAY,Chilling conclusion: Arctic is indeed warmer,Jack Williams,LIFE; Pg. 10D,,817 words,,,"October 30, 2003",ENGLISH,,,"GRAPHIC, B/W, Marcy E. Mullins, USA TODAY, Source: NASA (DIAGRAM)",SCIENCE,,,"Copyright 2003 Gannett Company, Inc."
,Arctic,change,scientist,ice,temperature,part,warming,air,people,live,study,satellite,warm,native,pattern,ocean,global,water,feedback,Earth,spring,sea,current,region,increase,oscillation,sunlight,expose,play,University,Morison,around,clear,warmer,happen,earlier,fall,later,research,last,use,past,much,degree,though,report,cover,end,summer,instrument,hunter,hunt,whale,tuesday,flow,cold,thing,related,burn,fuel,climate,other,shift,wind,call,explain,still,tend,bring,understand,might,together,learn,time,NASA,Alaska,Seattle,sign,top,exactly,mean,rest,world,measurement,area,show,arrive,landing,accord,present,week,talk,data,read,entire,scatter,thermometers,do,annual
,California,state,business,cost,worker,financial,lose,firm,job,economist,economic,economy,energy,industry,billion,company,tax,comp,recession,recent,include,U.S.,ago,million,bill,competition,trade,good,continue,may,decade,many,revenue,manufacturer,market,move,downgrade,high_tech,remain,much,californian,work,fight,budget,recall,political,president,create,new,development,corp,lead,hundred,thousand,warn,offshore,cheaper,service,unlikely,senior,income,accord,underground,grow,sale,agriculture,estimate,family,bottle,higher,"30,000",premium,fall,next,land,unemployment,el,average,strong,recently,investor,send,employee,chamber,leave,bond,sell,region,lean,California_Manufacturers,Technology_Association,Los_Angeles_County_Economic,Bomatic,Commerce,Los_Angeles,Monique_Rogers,francisco,powerhouse,world
,28,13,9,9,8,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
"August 12, 2003, Tuesday",83 of 119 DOCUMENTS,USA TODAY,Music festivals have a video game plan,Mike Snider,LIFE; Pg. 3D,,1073 words,"BRISTOW, Va.",,"August 12, 2003",ENGLISH,,,"PHOTOS, B/W, H. Darr Beiser, USA TODAY (2); PHOTO, B/W, Ray Mickshaw, Nintendo via WireImage; It was really cool"": Jenni Morgan and J.R. Lockwood, both 18, try out an Xbox video game system at the Lollapalooza Festival near Washington, D.C. Farrell: Jane's Addiction singer and Lollapalooza founder is big on the multimedia aspect of the festival. Added value: The Nintendo Fusion Tour, featuring the popular band Evanescence, has plenty of gaming kiosks for concertgoers to enjoy.",,,,"Copyright 2003 Gannett Company, Inc."
,game,music,aug,tour,sept,aug.,video,festival,company,play,band,include,sponsor,industry,Farrell,va.,show,time,match,city,friday,san,sept.,Washington,Lollapalooza,summer,help,run,concertgoer,major,nearly,top,make,bring,aspect,van,recent,player,stop,past,ticket,cd,target,another,lollapalooza,create,much,song,fusion,idea,millennium,winner,take,halo,backstage,new,atlanta,today,wednesday,sunday,salt,lake,Incubus,Microsoft,Sony,Ozzy_Osbourne,Nintendo,Evanescence,Boston,Portland,pump,volume,mixture,multimedia,prevalent,dozen,perform,stroll,meander,midway,diversion,league,baseball,pitch,hit,cage,tattoo,pierce,truck,clothing,booth,hawk,necklace,save,counter,amid,clamor,loom,inflatable
,21,11,9,9,8,8,6,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 15, 2003, Friday",84 of 119 DOCUMENTS,USA TODAY,"Volvo finally meshes power, handling",James R. Healey,LIFE; Pg. 11D,,1295 words,,,"August 15, 2003",ENGLISH,,,"PHOTOS, B/W, Ford Motor (3); More power to them: The 2004 Volvo S60 R, top, and 2004 Volvo V70 R, bottom left and right, offer engines with an upgrade.",,,,"Copyright 2003 Gannett Company, Inc."
,car,engine,drive,manual,automatic,volvo,transmission,brake,seat,Volvo,power,turn,inch,make,sedan,suspension,driver,sport,fast,wheel,steering,control,v70,wagon,rate,torque,advanced,much,mirror,foot,go,list,pound,V70,station,tire,find,family,instead,easy,start,feature,comfort,gear,space,wide,rpm,cubic,high_performance,S60,2004,change,model,300,horsepower,295,258,big,disc,require,quite,spin,rest,somewhat,despite,speed,rs,previous,bigger,powertrain,good,let,choose,home,second,chassis,system,passenger,need,small,can,spot,radio,knob,hard,shift,less,mile,include,edmunds.com,kbb.com,front,electronic,bag,electronically,lock,column,long,tall
,18,10,9,9,8,8,7,7,7,7,6,6,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"September 5, 2003, Friday",89 of 119 DOCUMENTS,USA TODAY,Say aloha to wellness at Hawaii's healing spas,Gene Sloan,LIFE; Pg. 1D,,494 words,"MAUI, Hawaii",,"September 05, 2003",ENGLISH,,,"PHOTO, Color, Four Seasons Resort Maui; Melt away stress: The Cocoon Suite at Four Season Resort Maui offers total relaxation.",,,,"Copyright 2003 Gannett Company, Inc."
,Hawaii,wellness,spa,resort,heal,offer,information,life,vacation,much,destination,traditional,class,Hawaiian,Maui,bit,people,deeper,become,spiritual,make,island,go,guidebook,topic,treatment,lifestyle,nutrition,guest,experience,health,massage,include,use,Crites,feel,whack,tourism,industry,answer,state,sunny,isle,many,perception,sun,surf,sand,beautiful,frivolous,oversee,form,promote,concept,something,long,major,magnet,healer,alternative,medicine,specialist,combine,lovely,climate,natural,beauty,culture,ideal,place,mind,heart,body,spirit,mud,bath,publish,earlier,offering,base,premise,recognize,balance,permanent,change,buzzword,worldwide,perhaps,nowhere,play,racing,unveil,package,traveler,beyond,everything,meditation,retreat,modification
,8,7,5,5,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 12, 2003, Friday",91 of 119 DOCUMENTS,USA TODAY,New Malibu adds flair to Chevy sensibility,James R. Healey,LIFE; Pg. 10D,,1221 words,,,"September 12, 2003",ENGLISH,,,"PHOTOS, B/W, Wieck (2); 2004 Chevrolet Malibu: European chassis, American muscle, roomy interior vie with over-boosted steering, stiff seats and torque steer. Chevy says this Malibu is too cool for rental fleets, which get only the old model.",,,,"Copyright 2003 Gannett Company, Inc."
,car,steering,Malibu,driver,start,big,power,seat,model,front,rear,wheel,add,back,inch,feel,drive,sedan,firm,standard,lave,lt,rate,midsize,better,malibu,seem,space,feature,find,go,good,base,pedal,long,column,button,foot,lever,way,information,lock,rpm,air,control,U.S.,remote_control,make,use,gm,2004,road,look,chevrolet,fairly,little,buy,bit,usual,quite,today,electric,speed,optional,floor,torque,test,clever,instance,adjustable,height,available,remote,starter,key,engine,200,passenger,side,transmission,console,controls,operate,system,include,door,light,typical,automatic,brake,mirror,tire,substitute,pound,cubic,mpg,Toyota_Camry,Chevy,GM
,10,8,8,7,6,6,6,6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"September 24, 2003, Wednesday",92 of 119 DOCUMENTS,USA TODAY,"Excerpts of speeches Tuesday at the United Nations by President Bush, French President Jacques Chirac and U.N. Secretary-General Kofi Annan",,NEWS; Pg. 16A,,1376 words,,,"September 24, 2003",ENGLISH,,,"PHOTO, B/W, Jim Bourg, Reuters; PHOTO, B/W, Chip East, Reuters; PHOTO, B/W, Ray Stubblebine, Reuters; We are determined to keep the world's most destructive weapons away from all our shores and out of the hands of our common enemies."" (Bush)<>""No one can claim the right to use force unilaterally or preventively."" (Chirac)<>""It is vital to all of us that the outcome is a stable, democratic Iraq, at peace with itself."" (Annan)",,,,"Copyright 2003 Gannett Company, Inc."
,United_Nations,must,Iraq,we,threat,challenge,weapon,world,peace,country,new,state,terror,life,people,mass,use,act,collective,security,work,nation,responsibility,force,Security_Council,set,war,destruction,confront,free,action,other,good,proliferation,time,help,mean,take,council,many,U.N.,Palestinian,United_States,president,fight,history,regime,murder,refuse,right,serious,consequence,coalition,disagree,fundamental,advance,human,rights,permanent,commitment,great,together,international,contribute,cause,expand,conflict,assist,constitution,civil,election,democratic,institution,include,leader,old,committed,reform,combination,away,common,crise,save,well,innocent,victim,suffer,clarity,succeed,region,form,found,outcome,give,charter,system,organization,transfer,essential
,12,11,10,8,8,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"October 17, 2003, Friday",95 of 119 DOCUMENTS,USA TODAY,"Cheese, glorious cheese, and it's all-American",Jerry Shriver,LIFE; Pg. 5D,,792 words,"POINT REYES STATION, Calif.",,"October 17, 2003",ENGLISH,,,"GRAPHIC, B/W, USA TODAY (MAP); PHOTOS, B/W, Vance Jacobs for USA TODAY (4); All in a day's work: Maureen Cunnie, right, and Eric Patterson pour fresh cream into a pasteurizer, above. At left, Cunnie totes a milk container at the Cowgirl Creamery in Point Reyes, Calif. <>The finished product: Sue Conley displays Cowgirl's handiwork.",,,,"Copyright 2003 Gannett Company, Inc."
,cheese,Red_Hawk,milk,make,Conley,age,win,people,every,four,best,operation,cow,grass,work,American,find,specialty,past,round,call,b.,linen,state,technique,certain,promote,shock,open,region,emerge,land,allow,add,go,different,unique,creamery,watch,cheesemaking,far,San_Francisco,Cowgirl_Creamery,triple_cream,Northern_California,California,Sonoma,Cowgirl,Smith,Europe,America,Chez_Panisse,rey,station,calif,palace,reign,king,must,wind,way,orderly,vineyard,knobby,hill,lush,pasture,reach,windswept,coastal,village,hour,north,rear,converted,hay,barn,bear,sign,chilly,humid,steel,locker,stinky,moldy,creamy,glory,thanks,serendipitous,presence,chamber,bacteria,give,sticky,smelly,rind,earthy,mellow,interior
,17,6,5,5,5,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 14, 2003, Friday",103 of 119 DOCUMENTS,USA TODAY,Sandblasted troops dig in,Elliot Blair Smith,NEWS; Pg. 11A,,1011 words,"CAMP COYOTE, KUWAIT",,"April 21, 2003",ENGLISH,,,"PHOTO, Color, Jack Gruber, USA TODAY; GRAPHIC, Color, Sam Ward, USA TODAY, Source: Melody Higdon, Air Force Combat Climatology Center (ILLUSTRATION); PHOTO, Color, Jack Gruber, USA TODAY (page 1A); Desert danger: A soldier with the Army's 3rd Battalion, 69th Armor Regiment slogs to his tent Wednesday in a near-blinding sandstorm in northern Kuwait, where thousands of U.S. troops are poised to invade Iraq.<>Winds of war seem unrelenting: Season of debillitating desert winds of dust and sand has arrived in Kuwait, hampering was preparations. Above, Army Cpl. Corey Kime of Houston toughs it out to write a letter to a friend back home. 11A.",,,,"Copyright 2003 Gannett Company, Inc."
,wind,storm,dust,sand,tent,time,air,Harewood,man,miss,desert,camp,surface,back,hour,soldier,rise,sandstorm,way,Iraq,Marines,heavy,inside,officer,electrical,lose,hard,keep,temperature,constellation,return,cause,front,Marine,past,wednesday,night,blowing,suddenly,become,bag,car,wash,dirt,water,war,mile,four,kaus,begin,system,clean,cool,north,degree,worst,land,carrier,cloud,envelop,a.m.,jet,force,visibility,wait,hit,we,shave,shower,three,humvee,another,last,take,within,strong,Kuwait,Persian_Gulf,Camp_Coyote,wave,across,dark,stumble,lurch,familiar,mooring,haze,already,bundle,sleeping,plywood,flooring,blow,supply,earlier,leave,every,power,eventually
,16,13,9,8,8,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 17, 2003, Wednesday",106 of 119 DOCUMENTS,USA TODAY,China cautious about World Cup chances,David Lynch,SPORTS; Pg. 1C,,1589 words,"DALIAN, China",,"September 17, 2003",ENGLISH,,,"PHOTO, Color, Ng Han Guan, AP; PHOTO, B/W, Ng Han Guan, AP; Tough going: China's Han Duan, right, and Norway's Monica Knudsen tangle. China is No. 4 in the world. Not a lot of room to maneuver: China's Pu Wei gets sandwiched between German players during a tournament in January. Coach Ma Liangxing says his team has no notable strong points or glaring weaknesses.",COVER STORY,,,"Copyright 2003 Gannett Company, Inc."
,team,world,China,cup,coach,Chinese,player,USA,woman,field,final,soccer,loss,1999,fan,tournament,head,sun,North_Korea,Carson,young,without,take,americans,must,host,strong,four,ago,today,upon,old,hope,place,tell,think,almost,force,around,front,people,might,train,national,make,job,play,keep,forward,know,stone,older,man,vs.,American,Russia,first_round,U.S.,ESPN2,scrimmage,jog,follow,training,liangxing,age,run,2003,rank,fourth,squad,battle,right,new,club,interview,worry,veteran,younger,lack,state,news,agency,open,sunday,appear,home,last,overtime,qualify,advance,olympic,impossible,always,launch,pad,economic,country,past,weakness
,23,22,20,18,12,9,7,7,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"January 23, 2003, Thursday",108 of 119 DOCUMENTS,USA TODAY,Yao Ming's super deals,Theresa Howard,MONEY; Pg. 3B,,563 words,,,"January 23, 2003",ENGLISH,,,"PHOTOS, B/W (3); PHOTO, B/W, AP; Coming down: Yao Ming, 22, pulls down a rebound in front of New Orleans Hornets center Jamaal Magloire last month in Houston. <>No sale: Yao has a frustrating souvenir-shopping experience in an ad for Visa Check Cards that will air Sunday. <>Face time: A clerk won't let Yao pay by check in a Visa ad, left. Right, Yao and Vern Troyer team up for Apple ad.",,,,"Copyright 2003 Gannett Company, Inc."
,Yao,yao,ad,endorsement,team,marketing,product,million,shoot,basketball,biggest,man,commercial,make,go,try,check,stand,long,need,ring,handler,pay,play,use,wear,let,store,shot,Super_Bowl,Houston_Rockets,Michael_Jordan,Visa,cast,shadow,onto,world,showcase,center,star,visa,debut,big,game,somehow,unrecognized,cash,third,major,win,other,bolting,last,question,remain,tall,haul,pitchman,mold,o'neal,clearly,catch,poor,skill,mean,usually,translator,awesome,height,turnoff,consumer,prevent,straight,trailer,though,recently,beat,overtime,championship,potential,top,spokesperson,director,four,help,pick,yet,estimate,peg,2003,global,far,earn,amass,fortune,fast,part,exit,deal
,12,7,7,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 28, 2003, Monday",110 of 119 DOCUMENTS,USA TODAY,"Vanilla: Wear it, eat it, drink it, love it",Theresa Howard,MONEY; Pg. 1B,,424 words,,,"April 28, 2003",ENGLISH,,,"PHOTO, Color; Booze it up: Bacardi has joined the vanilla flavor craze.",,,,"Copyright 2003 Gannett Company, Inc."
,vanilla,flavor,product,last,new,drink,pepsi,industry,sale,soft,coffee,toothpaste,air,time,consumer,scent,go,ago,add,van,vodkas,vice,president,suddenly,thrilla,boring,emerge,nation,hot,exceed,billion,perspective,slightly,cookie,everything,shot,freshener,perfume,vodka,latest,turn,hit,supermarket,august,stressful,marketing,expert,bring,feeling,comfort,taste,smell,safer,across,food,line,editorial,director,track,consume,2.5,million,pound,bean,half,world,production,marketer,introduce,565,increase,among,aromatherapy,s.c.,top,seller,glade,plugin,oil,warm,sugar,become,personal,care,fragrance,bath,store,teen,favorite,recently,already,popular,shiner,neutrogena,launch,balm,sell,7.99,brush
,13,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 8, 2003, Thursday",111 of 119 DOCUMENTS,USA TODAY,Fascination with Everest is high 50 years later,Tim Friend,SPORTS; Pg. 10C,,1242 words,,,"May 08, 2003",ENGLISH,,,"PHOTO, Color, Binod Joshi, AP; PHOTO, B/W, Liesl Clark, National Geographic via AP; Slow, careful ascent: Jamling Tenzing Norgay, son of original summiteer Sherpa Tenzing Norgay, works his way up the face of Mount Everest in June 2002.",,,,"Copyright 2003 Gannett Company, Inc."
,summit,climber,camp,base,foot,climb,may,mountain,make,everest,reach,Everest,take,people,become,expedition,attempt,hour,set,time,body,point,die,village,freeze,oxygen,top,return,record,2001,height,grow,Mount_Everest,Lukla,Tibet,Hillary,onto,shoulder,1953,moment,never,world,tenz,change,step,know,chomolungma,1970,airport,extreme,equipment,place,include,tourist,hundred,trekker,side,satellite,plan,go,today,wind,tent,200,arrive,build,1980,1999,colo,use,thing,unforgiving,death,zone,personal,despite,advance,famous,1924,last,hillary,1996,turn,test,Earth,Goddess_Mother,Nepal,Katmandu,Mallory,Kamler,far,locate,"17,400",lift,son,peak,name,1968,sixth
,17,13,12,11,9,8,8,7,7,7,6,6,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
"May 16, 2003, Friday",112 of 119 DOCUMENTS,USA TODAY,Many Iraqi expats eager to go home and prosper,David Kiley and James R. Healey,MONEY; Pg. 1B,,1970 words,"DEARBORN, Mich.",,"May 16, 2003",ENGLISH,,,"GRAPHIC, B/W, Adrienne Lewis, USA TODAY, Source: Census Bureau (BAR GRAPH); PHOTO, Color, Santa Fabio for USA TODAY; PHOTO, Color, Pablo Martinez Monsivais, AP; PHOTO, B/W, Santa Fabio for USA TODAY; Return, rebuild: Hussein Al-baaj, 71, holds his ID card saying he's a hardware specialist. The Dearborn, Mich., resident wants to return to Iraq to run a hardware store carrying quality goods to help rebuild the nation. <>Hopeful: Private enterprise thrived when I was growing up,"" says Maha Hussain, left, who left Iraq in 1980. She joined Adil Awadh, center, and Zainab Al-Suwaij in meeting with President Bush in April. <> Global entrepreneur: Hussein Al-baaj, in headdress, talks with customers in his Dearborn, Mich, market. Sons Ali, left, and Faris, work with him. He ran three hardware stores in Iraq before he left over a decade ago.",COVER STORY,,,"Copyright 2003 Gannett Company, Inc."
,Iraq,Iraqi,U.S.,go,business,people,USA,country,oil,store,entrepreneur,Al_baaj,Arab,Iraqis,expatriate,work,leave,back,information,education,group,start,law,investment,development,state,rebuild,home,goods,capitalism,set,yet,return,company,system,way,accord,Saddam,Census_Bureau,eager,three,exile,grow,support,money,government,regime,industry,resume,call,small,economy,war,sell,everything,report,encourage,though,entrepreneurial,important,make,begin,draw,resident,data,income,Michigan,Detroit,U.S._Iraqis,1992,hardware,much,suburb,largest,perfect,stock,thing,wealth,other,soldier,shop,seem,tie,world,1980,power,private,enterprise,without,commerce,instead,new,replace,rule,commercial,flight,take,sanction,stay
,28,13,12,10,10,9,9,8,8,7,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"May 21, 2003, Wednesday",113 of 119 DOCUMENTS,USA TODAY,"Ex-GM, Pentagon official scoots into own start-up",Jim Hopkins,MONEY; Pg. 7B,,1316 words,,,"May 22, 2003",ENGLISH,,,"PHOTOS, B/W, Bob Riha Jr., USA TODAY (2); At work: Malcolm Currie, right, checks out a burned-out fuse with assembly worker Jim Peterson.<>On the go: Malcolm Currie, 75, gives an electric scooter a test run in Van Nuys, Calif. Currie started Currie Technologies after hitting the top ranks at the Pentagon and GM.",,,,"Copyright 2003 Gannett Company, Inc."
,Currie,electric,scooter,company,bike,million,grow,start_up,Currie_Technologies,research,executive,market,vehicle,last,career,sale,push,competition,include,car,University,entrepreneur,start,already,employee,enterprise,technology,lead,begin,area,revenue,sell,entrepreneurship,big,management,become,stay,business,school,transportation,drive,another,work,ceo,engineering,gm,CEO,Los_Angeles,SpaceVest,age,maker,motor,much,bigger,develop,line,detail,volume,expand,decide,feel,fun,small,something,learn,personal,make,foreign,less,expensive,professor,amid,demand,growth,moreover,sign,pose,auto,produce,recent,version,world,long,better,chance,many,plow,ambition,go,inspire,time,stroke,child,family,afford,little,focus,own,new
,31,15,11,9,8,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"June 16, 2003, Monday",116 of 119 DOCUMENTS,USA TODAY,McDonald's salads lure women,Theresa Howard,MONEY; Pg. 7B,,664 words,,,"June 16, 2003",ENGLISH,,,"GRAPHIC, B/W, USA TODAY, Source: USA TODAY research by Darryl Haralson (BAR GRAPH); PHOTOS, B/W (2)",AD TRACK,,,"Copyright 2003 Gannett Company, Inc."
,salad,ad,McDonald,woman,sale,product,new,premium,show,top,consumer,have,buy,lot,food,kid,track,mom,growth,industry,make,finally,calory,accord,soft,drink,less,line,feature,brand,help,boost,four,sell,offer,marketing,chicken,grill,appeal,napier,stop,billboard,average,man,factor,Newman,Napier,Chicago,doughnut,shop,current,category,restaurant,inroad,marketer,belly,indulgent,might,look,cut,center,prevention,americans,overweight,obese,among,sign,calorie,consciousness,sugar,last,bottle,water,grow,diet,3.8,beverage,newsletter,giant,introduce,natural,snack,chip,saturate,fat,regular,variety,dressing,6.3,may,biggest,gain,try,decade,container,display,countertop,refrigerator,recently
,16,15,9,7,6,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
