PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"July 16, 2001, Monday",1 of 163 DOCUMENTS,USA TODAY,"6 ways to combat global warming Debate moves past whether it's happening to what, if anything, should be done about it",Traci Watson and Jonathan Weisman,NEWS; Pg. 1A,,2773 words,,,"July 16, 2001",ENGLISH,,,"GRAPHIC, Color, Bob Laird, USA TODAY; GRAPHIC, B/W, Quin Tian, USA TODAY, Source: Office of Science and Technology Policy, 1997: Congressional Budget Office; United Nations Environment Program; World Meteorological Organization; GRAPHIC, B/W, Quin Tian, USA TODAY, Source: Congressional Budget Office (1998 data) (BAR GRAPH and PIE CHART); GRAPHICS, B/W (GRAPHIC, 6)",COVER STORY,,,"Copyright 2001 Gannett Company, Inc."
,nation,gas,emission,greenhouse,global,world,warming,treaty,cost,economic,country,permit,carbon,dioxide,company,Bush,Kyoto,U.S.,rise,problem,atmosphere,develop,energy,billion,climate,change,make,include,reduce,target,output,scientist,Earth,issue,research,way,new,emit,source,cut,base,price,idea,government,ton,cent,ocean,do,warm,heat,might,president,live,pollution,solution,produce,decline,2010,study,group,average,take,economist,cap,within,plant,suggest,gasoline,Kyoto_Protocol,nearly,whether,sen,effort,part,buildup,much,critic,turn,expert,think,trading,industrial,program,enough,deal,1990,level,vary,technology,supporter,fund,estimate,use,lead,industry,household,must,people,kyoto
"June 18, 2001, Monday",101 of 163 DOCUMENTS,USA TODAY,'Salon' does what it wants But what celebrated Webzine needs is to survive wave of dot-com failures,Marco R. della Cava,LIFE; Pg. 1D,,1743 words,SAN FRANCISCO,,"June 18, 2001",ENGLISH,,,"PHOTO, Color, Jack Gruber, USA TODAY; Upbeat mood: David Talbot in the Salon production department with Lisa Manning, a production assistant, in San Francisco.",COVER STORY,,,"Copyright 2001 Gannett Company, Inc."
,Salon,million,online,company,editor,journalism,web,site,salon,news,back,last,Talbot,magazine,keep,award,go,people,annual,draw,almost,high,price,move,share,new,perhaps,part,tv,pay,though,staffer,spend,show,media,reader,slate,another,maybe,we,office,best,point,room,everyone,failure,work,recently,trust,much,charge,irreverent,cultural,political,return,public,drop,cent,value,sink,content,make,investor,general,excellence,prove,business,insist,among,many,future,happen,well,whatever,print,blast,dissect,family,think,dozen,founder,culture,voice,break,reason,turn,quarter,1995,bush,ad,rival,comparable,earn,argue,ask,talk,someone,something,different
,19,11,8,8,8,8,7,6,6,6,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"June 20, 2001, Wednesday",102 of 163 DOCUMENTS,USA TODAY,"'Frontier' isn't dying, just drifting Its persistence reflects nation's change in focus from conquering the wilderness to celebrating it",Patrick O'Driscoll,NEWS; Pg. 3A,,1036 words,"FAIRPLAY, Colo.",,"June 20, 2001",ENGLISH,,,"GRAPHIC, B/W, Frank Pompa, USA TODAY, Source: U.S. Census Bureau (MAP); PHOTOS, B/W, Rick Wilking for USA TODAY (2); The frontier no more: Wilderness is as close as the backyard in a new subdivision in Park County, Colo. Newcomers helped fuel a 102% boom in the county's population in the 1990s. Attractive lifestyle: Mike and Barb Pilcher play with sons Willy, left, and Timmy in Bailey, Colo., about an hour from Denver.",,,,"Copyright 2001 Gannett Company, Inc."
,frontier,county,mile,people,square,West,population,1990,growth,still,century,lose,status,decade,million,USA,Census,Lang,part,five,fewer,per,remain,state,country,much,Great_Plains,north,vast,mountain,east,wilderness,grow,cease,six,nearby,2000,combine,settle,across,20th,number,boom,expand,total,nine,slip,hold,unfinished,source,retain,tract,many,measure,service,develop,reinvent,gain,enough,designation,America,Park_County,Census_Bureau,Denver,Colorado,Arizona,New_Mexico,American,Alaska,Nevada,Utah,colo,almost,sea,level,thin,air,breathtaking,life,remnant,19th,peak,loom,west,basin,call,greening,grass,roll,south,thick,forest,pine,spruce,encircle,look,1800,"14,523",fast
,31,15,9,9,8,7,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 7, 2001, Friday",112 of 163 DOCUMENTS,USA TODAY,Savvy investors track the cycle,John Waggoner,MONEY; Pg. 3B; Investing,,1570 words,,,"September 07, 2001",ENGLISH,,,"GRAPHIC, B/W, Frank Pompa, USA TODAY, Source: USA TODAY research (ILLUSTRATION)",MANAGING YOUR MONEY,,,"Copyright 2001 Gannett Company, Inc."
,stock,rate,indicator,fall,recession,rise,economy,cycle,consumer,market,start,lead,business,economic,company,recovery,fund,feed,Short_term,end,time,index,manufacturing,stage,buy,ad,inflation,flat,emphasize,small_company,slow,investment,fare,early,interest,confidence,smaller,technology,factory,gain,hot,outperform,monetary,sentiment,financial,Long_term,long_term,different,strategist,part,look,quarter,contracting,slowdown,feel,typically,federal,make,slump,push,investor,price,safety,late,cyclical,wage,turn,well,material,capacity,worry,short_term,Johnson,follow,boom,common,identify,beginning,middle,type,question,answer,albany,know,change,bond,good,far,happen,gdp,begin,sector,stand,current,weekly,2000,produce,reserve,earning
,29,21,17,16,16,12,11,11,11,9,9,8,7,7,7,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"September 21, 2001, Friday",114 of 163 DOCUMENTS,USA TODAY,Leaf through a fall music preview,Edna Gundersen; Steve Jones; Brian Mansfield; Ken Barnes,LIFE; Pg. 2E,,3150 words,,,"September 21, 2001",ENGLISH,,,"PHOTOS, B/W, Scott Gries, ImageDirect (3); PHOTO, B/W, Tim Mosenfelder, ImageDirect; PHOTO, B/W, Lester Cohen, WireImage.com; PHOTO, B/W, Evan Agostini, ImageDirect; PHOTO, B/W, J.H. Thomas, World Wide; PHOTO, B/W, Mark Lennihan, AP; PHOTO, B/W, Lesley Lyons; PHOTO, B/W, The Nashville Network; Cypress Hill: Stoned Raiders mixes hip-hop and hard rock. DMX factor: The rapper's autobiographical The Great Depression tackles the pains and pleasures that come from romantic relationships and family connections. It's slated for an Oct. 23 release.",COVER STORY,,,"Copyright 2001 Gannett Company, Inc."
,album,oct,include,nov,singer,rapper,single,sept,title,release,feature,song,solo,rock,producer,produce,tba,debut,hit,songwriter,other,band,guest,star,third,fifth,tribute,pop,new,notable,world,man,track,studio,record,country,rap,friend,1998,collaborate,soundtrack,act,music,p.,tune,last,sing,cover,gospel,Babyface,hip_hop,Love,Music,bly,earlier,september,big,longtime,member,present,diddy,help,stone,leader,live,former,another,effort,root,make,roll,interpretation,way,good,trio,compilation,series,Nate_Dogg,Neptunes,Songs,Timbaland,Bob_Dylan,today,jazz,face,charlie,jan,rule,three,try,go,thomas,king,part,draw,rare,recording,fourth,tackle
,32,29,18,16,15,13,12,11,11,10,10,10,9,9,8,8,8,8,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"September 26, 2001, Wednesday",116 of 163 DOCUMENTS,USA TODAY,Stiller keeps faith in laughter,Claudia Puig,LIFE; Pg. 2D,,705 words,"BEVERLY HILLS, Calif.",,"September 26, 2001",ENGLISH,,,"PHOTO, B/W, Melinda Sue Gordon, Paramount Pictures; Avoiding offense: Ben Stiller edited out views of the World Trade Center for his new movie, Zoolander.",PEOPLE,,,"Copyright 2001 Gannett Company, Inc."
,Stiller,really,stiller,life,New_York,movie,think,actor,people,feel,Zoolander,kind,world,little,comedy,bit,look,important,put,avoid,shot,know,time,everything,always,everybody,though,laugh,good,something,son,never,work,make,lose,calif.,film,satire,fashion,set,subplot,assassination,attempt,leader,potentially,dicey,material,climate,heighten,sensitivity,writer,director,star,ben,goofy,stretch,way,play,dimwitted,supermodel,name,entertain,delay,friday,release,terrorist,attack,offensive,anyone,lot,ultimately,therapeutic,value,laughter,right,still,effort,offend,distracting,audience,hastily,edite,view,trade,center,establish,skyline,jarr,bear,raise,take,proud,city,drag,hope,silly,stupid,matter,affect
,9,8,6,6,6,5,5,5,5,5,5,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 10, 2001, Wednesday",120 of 163 DOCUMENTS,USA TODAY,Attacks will stop 'terrorist evil',,NEWS; Pg. 14A,,1518 words,,,"October 15, 2001",ENGLISH,"October 11, 2001, Thursday",A Reuters photo caption in Wednesday's Letters should have identified the aircraft as an F/A-18 Hornet.,"PHOTO, B/W, Ruben Sprich, Reuters; Ready to strike: An F-14 Tomcat waits to take off from the USS Carl Vinson aircraft carrier Monday for a second round of airstrikes against Afghanistan.",DEBATE,,,"Copyright 2001 Gannett Company, Inc."
,country,attack,world,we,americans,foreign,war,America,force,terrorism,terrorist,international,law,toward,policy,message,news,sept,feel,bin,people,start,monday,free,purpose,support,government,know,military,may,new,create,use,history,go,innocent,hatred,destroy,Afghanistan,United_States,Laden,Arab,thank,effort,evil,strike,jihad,eliminate,cause,right,happen,action,though,act,turn,step,must,wonder,really,send,nation,change,occur,willing,think,rule,lunatic,look,rant,try,head,nothing,answer,muslim,include,child,ask,decade,thousand,understand,retire,return,aid,USA,Americans,U.S.,sunday,ally,assault,join,rid,fail,hit,hardest,society,threat,suppress,religious,culture
,8,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 11, 2001, Thursday",123 of 163 DOCUMENTS,USA TODAY,U.S. finds a favorable political climate,Tom Squitieri,NEWS; Pg. 11A,,651 words,"KARSHI, Uzbekistan",,"October 11, 2001",ENGLISH,,,"GRAPHIC, B/W, USA TODAY (MAP)",,,,"Copyright 2001 Gannett Company, Inc."
,U.S.,base,military,country,make,Karimov,government,terrorist,force,Uzbekistan,Uzbek,former,mission,new,Soviet,air,use,Afghanistan,Karshi,republic,reason,infrastructure,threat,host,however,expect,much,outside,need,problem,pay,local,movement,human,rights,regard,partnership,provide,public,Khanabad,bordering,afghanistan,sizable,faction,population,exceptional,location,geographical,well,political,crumble,homegrown,offer,logical,step,president,allow,humanitarian,open,aircraft,troops,permit,airstrike,launch,territory,quite,ready,later,smile,give,scrutiny,put,believe,largest,facility,war,locate,home,fighter,jet,although,able,upgrade,runway,navigation,system,general,meet,lot,solve,improvement,north,west,extension,border,incursion,unlikely,opposite,side
,13,9,8,6,6,6,5,5,5,5,5,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 11, 2001, Tuesday",138 of 163 DOCUMENTS,USA TODAY,Capitalism comes to German town,Greg Farrell,MONEY; Pg. 6B,,1442 words,"CHEMNITZ, Germany",,"December 11, 2001",ENGLISH,,,"GRAPHIC, B/W, USA TODAY (MAP); PHOTO, B/W, Wolfgang Schmidt for USA TODAY; Thesis and antithesis: Residents of Chemnitz, Germany, opted to keep this Karl Marx statue in the town center, where it overlooks a McDonald's.",,,,"Copyright 2001 Gannett Company, Inc."
,firm,Chemnitz,company,new,business,german,sale,West,city,decade,region,people,east,know,manufacturing,worker,operation,million,part,engineer,past,take,enterprise,product,offer,employ,many,reunification,Germany,Naumann,Raabe,annual,statue,tool,work,incentive,industry,around,billion,compete,citizen,employee,stand,western,Karl_Marx,German,Niles_Simmons,may,still,instead,town,center,put,industrial,"260,000",machine,champion,eastern,skilled,cost,throughout,generous,best,return,plant,sell,ago,generate,fewer,"100,000",success,manufacturer,government,contract,leave,division,client,1994,zi,buy,money,metal,union,bohrwerke,rebuild,100,begin,bankruptcy,local,export,tax,view,challenge,lack,market,remain,mark,wall,go
,15,13,11,9,8,8,7,7,6,6,6,6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"December 12, 2001, Wednesday",139 of 163 DOCUMENTS,USA TODAY,Fill 'er up -- with borax? Chrysler testing new fuel cell,David Kiley,MONEY; Pg. 6B,,372 words,DETROIT,,"December 12, 2001",ENGLISH,,,,,,,"Copyright 2001 Gannett Company, Inc."
,hydrogen,fuel,cell,borax,system,technology,tank,power,vehicle,use,water,delivery,develop,know,2020,recycl,find,minivan,take,hold,range,automaker,compress,DaimlerChrysler,Borax,mixture,sodium,borohydride,commonly,deliver,environmentally,friendly,every,car,consume,world,supply,nearly,produce,emission,greenhouse,gas,chalky,mineral,dug,dry,lake,bed,besides,brand,detergent,borate,term,describe,variety,compound,way,everything,cookware,medicine,currently,test,full,infuse,plus,transformer,engine,siphon,spend,onboard,refilled,driver,pump,old,300,mile,per,comparable,vice,president,technical,affair,research,development,group,fact,small,space,go,other,compelling,especially,longer,date,good,chance,become,survive,alternative
,9,9,8,8,7,6,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 27, 2001, Friday",145 of 163 DOCUMENTS,USA TODAY,"Location, location, location",Laura Bly,LIFE; Pg. 1D,,1408 words,,,"August 03, 2001",ENGLISH,,,"GRAPHIC, B/W, USA TODAY (DIAGRAM); PHOTO, Color, Leslie Smith Jr., USA TODAY; PHOTO, Color, Anne Ryan, USA TODAY; PHOTO, B/W, Anne Ryan, USA TODAY; Maybe it's up here: In Illinois' Poplar Creek Forest Preserve, Zach April gets a boost from his dad, Dave, so he can check for a cache in a tree closest to the GPS coordinates. Whole world in his hands: Dave April uses a Garmin eTrex GPS receiver. Can't we locate a Dairy Queen, instead? Samantha April, 7, gets a sympathetic hug from her mom, Dina, during their forest expedition.",COVER STORY,,,"Copyright 2001 Gannett Company, Inc."
,cache,april,geocach,trail,find,family,leave,foot,receiver,coordinate,degree,go,computer,game,gps,plant,discover,site,GPS,April,poison,ivy,lot,back,may,logbook,hike,position,hunt,stash,stop,turn,within,week,post,let,location,later,200,take,keep,owner,camera,near,mile,wife,van,east,Samantha,Zach,Irish,Dina,forget,bramble,never,minute,parking,software,preserve,treasure,container,front,kid,unit,often,adventure,user,planet,notice,july,place,participant,popular,log,add,new,something,stuff,tree,electronic,many,include,item,drive,require,earlier,put,hide,accord,geocaching.com,follow,wind,hour,device,four,already,every,map,seem
,15,7,7,7,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"December 10, 2001, Monday",147 of 163 DOCUMENTS,USA TODAY,"This season's gifts carry tidings of comfort, joy",Bruce Horovitz,MONEY; Pg. 1B,,1653 words,,,"December 10, 2001",ENGLISH,,,"PHOTOS, Color (5); PHOTO, B/W, Karim Shamsi-Basha for USA TODAY; Heat him up: Soft Surroundings' Aroma Bear emits a pleasing scent and warmth. <>Berry good: Neiman Marcus sells Burberry earmuffs. <>Round and round: Nostalgic Music System sells for $249. <>A stitch in time: White sewing machine sold for $129. <>Smelling red: The Body Shop features cranberry scents.<>He's been working on the railroad: Robert Hornak is building a train set for twins Cade, left, and Davis, for Christmas this year. He's also building a dollhouse for daughter Elizabeth.",COVER STORY,,,"Copyright 2001 Gannett Company, Inc."
,gift,sale,holiday,family,make,last,buy,go,people,spend,stuff,christmas,big,toy,sell,store,many,time,give,classic,look,seller,home,plastic,pet,know,season,mean,ask,frame,set,bear,much,folk,Kim,friend,different,sept,personalize,comfort,feel,instead,300,photo,might,catalog,animal,call,we,figure,thing,put,send,item,blanket,plush,Neiman_Marcus,FAO_Schwarz,Bloomingdale,Body_Shop,drill,lot,still,mind,less,convey,warmth,reflect,simpler,try,everything,familiar,giant,consumer,strong,emotional,picture,company,best,back,record,129,teddy,way,double,digit,machine,difference,fragrance,think,answer,special,cost,better,take,resident,"1,000",building,model
,22,12,9,9,9,9,8,7,7,7,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"February 21, 2001, Wednesday",148 of 163 DOCUMENTS,USA TODAY,Blair will be calling on a very different American leader,David J. Lynch,NEWS; Pg. 8A,,546 words,LONDON,,"February 21, 2001",ENGLISH,,,"PHOTO, B/W, Pool photo by Ian Waldie; Blair: ""Personal relationship matters, obviously,"" in world affairs.",,,,"Copyright 2001 Gannett Company, Inc."
,Blair,president,leader,political,Clinton,prime,minister,new,meet,British,U.S.,different,friday,bush,system,world,trade,official,question,personal,promote,take,speak,presidential,schedule,describe,man,friend,close,talk,Iraq,missile_defense,American,Europe,Bush,Washington,cultivate,warm,friendship,last,occupant,set,today,transatlantic,journey,test,ability,repeat,feat,represent,philosophy,work,visit,begin,face,agenda,crowded,discussion,propose,national,particular,emerge,budd,controversy,require,use,radar,installation,capital,decision,expect,instead,meeting,bill,chance,develop,rapport,cement,relation,deal,international,level,relationship,matter,obviously,interview,journalist,time,across,divide,something,eager,role,bridge,seriously,twice,telephone,certified,contest
,8,7,6,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 24, 2001, Monday",155 of 163 DOCUMENTS,USA TODAY,Attacks throw harsh spotlight on CIA director,Barbara Slavin and Susan Page,NEWS; Pg. 4A,,1734 words,WASHINGTON,,"September 24, 2001",ENGLISH,,,"PHOTO, B/W, H. Darr Beiser, USA TODAY; PHOTO, B/W, Tony Esparza, CBS; PHOTO, B/W, Emilie Sommer, USA TODAY; Day after attacks: CIA Director George Tenet, second from left, and Defense Secretary Donald Rumsfeld, right, join President Bush as he meets with congressional leaders Richard Gephardt, left, and Dennis Hastert. Bush has reportedly given Tenet private reassurances of his confidence in him. <>The Agency: Series has replaced its premiere episode, which had been about the CIA thwarting an attack by followers of Osama bin Laden. <>Tenet: Successes include blocking terrorism at millennium festivities.",,,,"Copyright 2001 Gannett Company, Inc."
,CIA,Tenet,tenet,intelligence,attack,agency,director,official,president,new,bin,U.S.,Bush,failure,terrorism,terrorist,know,staff,lade,last,network,world,cia,job,chairman,need,name,Pentagon,Boren,episode,series,plan,center,response,head,include,lot,watch,success,sept,kill,current,former,security,area,time,whether,go,counterterrorism,begin,ask,later,Senate_Intelligence_Committee,Shelby,Washington,National_Security_Council,thwart,bombing,debut,instead,life,trade,supporter,defense,vice,critic,think,good,man,do,lack,control,sense,charge,secretary,can,help,among,early,warning,1998,people,nuclear,interview,deal,blame,immigration,develop,contact,campaign,confidence,much,make,scapegoat,take,scowcroft,morale,game,call
,21,15,14,13,12,10,10,8,8,7,7,7,7,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"October 29, 2001, Monday",157 of 163 DOCUMENTS,USA TODAY,"Innovative investor turned $50,000 into $1B",Dan Cullen; Special for USA TODAY,MONEY; Pg. 9B,,460 words,,,"October 29, 2001",ENGLISH,,,"PHOTO, B/W",MONEY BOOKSHELF,,,"Copyright 2001 Gannett Company, Inc."
,Davis,bear,man,money,insurance,market,tell,never,time,americans,stock,war,home,hotdog,make,daughter,need,Davis_Dynasty,304,page,27.95,story,richest,probably,hear,stay,course,bull,global,panic,die,1994,parlay,"50,000",wife,estate,almost,billion,leave,bulk,conservative,cause,quit,job,1947,tend,portfolio,convinced,undiscover,gold,mine,1940,author,point,industry,overlook,analyst,ignore,broker,fascinating,read,wary,regard,take,plunge,follow,world,ii,respond,federal,reserve,board,survey,oppose,purchase,common,invest,combine,interview,investigation,separate,doer,bluffer,rigorous,number,crunch,analysis,eschew,safety,bond,face,among,secure,early,profitable,investment,1960,frugal,plan
,8,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 24, 2001, Wednesday",163 of 163 DOCUMENTS,USA TODAY,A taste of practical concerns,,LIFE; Pg. 8D,,523 words,,,"January 24, 2001",ENGLISH,,,"PHOTO, B/W, Michael A. Dwyer, AP; Minding their manners: Students attend a seminar in dining etiquette taught by Tonia Matthews of Etiquette Advantage at Roger Williams University in Rhode Island. Several universities are offering such courses to graduating seniors.",,,,"Copyright 2001 Gannett Company, Inc."
,senior,offer,student,college,graduate,course,choice,development,thing,school,alumnus,small,several,workshop,hold,spring,address,issue,career,director,society,character,include,free,help,event,dinner,practical,reason,pay,extra,attention,educator,leave,warm,fuzzy,feeling,alma,mater,likely,become,donor,later,another,last,best,chance,focus,life,skill,cover,academic,competent,speak,volume,university,parent,employer,state,legislature,accreditor,increasingly,demand,accountability,higher,education,community,approach,vary,widely,program,subject,buy,car,cooking,budget,sponsor,conference,january,popular,draw,panel,young,discuss,wish,know,r.i.,reality,101,throughout,semester,etiquette,final,session,closure,struggle,avoidance,admit,always
,7,6,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
