PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"April 4, 2007 Wednesday",2 of 268 DOCUMENTS,USA TODAY,Is Earth near its 'tipping points'?; Scientists: There may be no return from climate change,Dan Vergano and Patrick O'Driscoll,LIFE; Pg. 1D,,1943 words,,,"April 4, 2007",ENGLISH,,,"GRAPHIC, Color, Web Bryant, USA TODAY (ILLUSTRATION) GRAPHIC, B/W, Source: Intergovernmental Panel on Climate Change (CHART)",,COVER STORY,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,report,warming,climate,rise,increase,scientist,effect,change,ice,water,sea,global,panel,temperature,species,coral,loss,point,gas,risk,melting,research,century,level,intense,tip,adapt,nation,people,flooding,greenhouse,degree,make,last,coastal,disrupt,many,damage,disease,human,suggest,threaten,lead,author,scientific,study,week,mountain,much,region,worse,frequent,heat,wave,world,show,release,warm,average,review,design,scenario,already,schneider,become,try,work,million,worldwide,analysis,summary,higher,*,at,food,ocean,we,significant,glacier,stress,USA,worst_case,Lomborg,involved,friday,whether,plant,slow,might,cheaper,society,back,three,representative,100,include,present,serious,environmental
,*,pickup,model,truck,drive,long,Toyota,cab,bed,rate,CrewMax,pound,big,inch,rpm,Double_Cab,need,buy,power,seat,back,what,regular,how,4wd,Tundra,RWD,time,try,carry,test,rear,room,enough,much,cargo,steering,buyer,standard,foot,highway,available,automatic,mpg,Detroit,good,tundra,lot,among,toyota,tow,people,optional,longer,little,brake,fuel,ratings,bag,depend,228.7,tall,wheelbase,remake,look,new,less,2007,feel,around,"2,060",similar,381,horsepower,401,torque,gasoline,result,expect,legroom,crew,else,behind,space,car,size,comfort,agility,ok,real,play,leather,position,find,column,gm,choose,diameter,list
,17,13,13,13,11,11,10,9,9,8,8,7,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"January 17, 2007 Wednesday",217 of 268 DOCUMENTS,USA TODAY,Flying their own planes saves time; Pilots also see stronger business ties,Gary Stoller,MONEY; Pg. 1B,,1407 words,,,"January 17, 2007",ENGLISH,,,"GRAPHIC, B/W, Robert W. Ahrens, USA TODAY, Sources: FAA, General Aviation Manufacturers Association and USA TODAY research (LINE GRAPH) GRAPHIC, B/W, Marcy E. Mullins, USA TODAY, Source: USA TODAY research (MAP) PHOTO, Color, Dan MacMedan, USA TODAY PHOTO, B/W, Dan MacMedan, USA TODAY PHOTOS, B/W, (2)",,COVER STORY,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,plane,business,pilot,fly,airline,take,company,flight,small,use,cost,trip,people,time,aviation,hour,airport,number,become,airplane,travel,increase,client,private,license,president,manufacturer,la,colla,visit,rent,four_seat,roger,many,jet,new,less,buy,accord,around,commercial,big,three,go,family,general,industry,store,schedule,advantage,single_engine,La_Colla,architect,without,cockpit,hassle,security,help,personal,aircraft,encourage,realize,case,cite,benefit,meeting,stronger,relationship,ride,hit,piston,reason,2005,2001,group,do,delay,machine,tool,concentrate,prompt,ago,sale,9/11,spokesman,notice,lot,make,recreational,ship,shopping,mall,office,week,businessman,least,employee,much,though
,30,22,20,17,10,9,8,8,7,7,7,6,6,6,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"February 27, 2007 Tuesday",220 of 268 DOCUMENTS,USA TODAY,"TXU takes $32B deal, cuts coal plans",Paul Davidson,MONEY; Pg. 1B,,393 words,,,"February 27, 2007",ENGLISH,,,,,,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,coal,plant,TXU,plan,likely,billion,still,power,largest,monday,group,carbon,build,three,buyout,generation,new,capacity,nation,agree,face,environmental,emit,emission,energy,federal,pullback,price,renewable,other,share,Texas,instead,bolster,moderate,retreat,nationwide,expect,big,part,need,meet,soar,demand,analyst,executive,utility,sell,lead,leverage,buyer,assume,debt,ditch,wither,criticism,large,amount,dioxide,biggest,culprit,global,warming,congress,eventually,cap,penalize,spew,negotiate,change,hail,breakthrough,sharply,curtail,150,draw,board,smart,money,clean,lower,head,climate,program,last,loom,constraint,help,persuade,refurbish,huge,yet,set,make,current,account,primary,source,nuclear
,12,8,7,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 4, 2007 Friday",232 of 268 DOCUMENTS,USA TODAY,"Compared with today's mowers, yesterday's just don't cut it; New models are so much better: Cleaner, lighter, quieter, safer",Mindy Fetterman,MONEY; Pg. 4B,,1123 words,,,"May 4, 2007",ENGLISH,,,"GRAPHIC, B/W, Bob Laird, USA TODAY, Source: The Math Forum of Drexel IUniversity (AskDr.Math.com) (DIAGRAM) PHOTO, B/W, Tim Loehrke, USA TODAY PHOTO, B/W, Glenn Russell, The Burlington Free Press, For USA TODAY",,MANAGING YOUR MONEY,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,mower,lawn,use,tractor,*,cut,push,riding,might,cord,buy,grass,electric,blade,yard,mow,cost,garden,easy,turn,foot,rider,Berendsohn,still,around,good,really,product,starter,today,gas,hour,much,spend,handle,deck,big,square,power,make,acre,safety,Viggiano,consumer,test,cleaner,quieter,start,put,owner,environment,look,produce,emission,car,"1,600","7,200",money,every,shop,pull,need,innovation,consider,fit,store,outside,feel,engine,reach,work,lever,height,hold,longer,bag,have,people,little,time,aim,smaller,go,exert,pressure,row,conventional,ground,patch,stop,add,db,wear,Roy_Berendsohn,Popular_Mechanics,battery_powered,old_fashioned,push_reel,gasoline_powered
,37,16,7,7,7,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"May 10, 2007 Thursday",233 of 268 DOCUMENTS,USA TODAY,"'Traveler' follows familiar path, but it follows it with style; Vast conspiracy snags unwitting victims yet again",Robert Bianco,LIFE; Pg. 4D,,475 words,,,"May 10, 2007",ENGLISH,,,"PHOTO, B/W, Eric Liebowitz, ABC",,TV PREVIEW,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,show,may,ABC,Traveler,episode,tonight,take,network,way,faith,path,fall,possible,serial,story,long,enough,run,seem,beat,current,dupe,vast,conspiracy,time,frame,though,standard,make,Jay,Tyler,et,pt,***,four,odd,tv,travel,expect,push,back,midseason,shove,summer,add,twist,road,order,eight,generally,attach,fast,failure,cause,lose,form,likely,thrilled,direction,pilot,explain,keep,rest,together,worrisome,news,viewer,reluctant,commit,serialize,unless,certain,around,wrap,whatever,future,problem,present,fairly,bright,arrive,sneak,preview,beginning,faster,brighter,entertaining,punch,create,marry,fear,terrorism,sturdy,old,scenario,innocent,catch,crime,think
,8,5,5,5,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 14, 2007 Monday",234 of 268 DOCUMENTS,USA TODAY,TOP 25 Memorable TV moments; TV broadens its spectrum,Robert Bianco,MONEY; Pg. 8B,,1028 words,,,"May 14, 2007",ENGLISH,,,"PHOTOS, Color, USA TODAY (2) PHOTO, Color, Anthony Neste, HBO PHOTO, Color, Timothy White, ABC PHOTO ,Color, Fox PHOTO, Color, NBC PHOTOS, Color, AP (3) PHOTO, Color, Chris Buck, Comedy Central",,,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,tv,show,end,news,new,today,series,broadcast,network,rather,make,USA,American,coverage,response,three,bring,way,force,drama,history,1984,1992,audience,war,hearing,Jackson,top,*,*h,cable,still,attack,time,bear,1986,big,prove,begin,tabloid,talk,influential,media,star,artistic,best,game,cultural,trial,1989,become,program,sitcom,era,dan,decade,thirtysomething,boomer,design,1998,younger,find,genre,watch,1990,commercial,murder,nation,combine,draw,dove,finale,MTV,Robert_Bianco,NYPD_Blue,Blue,Johnny_Carson,Super_Bowl,Daily_Show,1982,minute,m*a,infancy,play,music,video,seismic,change,alter,landscape,page,television,critic,list,moment,past,share,choice,usatoday.com
,11,10,8,6,6,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 15, 2007 Tuesday",235 of 268 DOCUMENTS,USA TODAY,"Nixon years revisited as library goes public; Historian to revise exhibits, offer non-partisan record",Martin Kasindorf,NEWS; Pg. 3A,,725 words,,,"May 15, 2007",ENGLISH,,,"GRAPHIC, B/W, Adrienne Lewis, USA TODAY, Source: ESRI (Map) PHOTOS, B/W, Bob Riha Jr., USA TODAY (2)",,,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,Nixon,library,Naftali,presidential,exhibit,go,historian,give,federal,take,foundation,record,office,history,institution,system,archive,new,tape,make,view,government,private,open,president,hold,papers,impeachment,law,million,present,run,never,debate,tell,become,naftali,war,meet,official,dream,little,hip,Oval,National_Archives,Maryland,Julie_Eisenhower,Watergate,calif,unquestioning,partisanship,way,balance,prepare,1990,four,37th,die,orphan,among,taxpayer,fund,ensure,destroy,resign,1974,avoid,page,"3,000",hour,secretly,audiotape,facility,family,loyalist,site,wife,bury,daughter,2002,patch,feud,nixon,f.,kennedy,voice,hear,videotape,1960,narrator,visitor,prove,tv,style,important,substance,mention,vice,resignation
,20,15,8,6,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 1, 2007 Friday",237 of 268 DOCUMENTS,USA TODAY,Bush trip to cover a lot of ground,David Jackson,NEWS; Pg. 5A,,309 words,,,"June 1, 2007",ENGLISH,,,"GRAPHIC, B/W, Marcy E. Mullins, USA TODAY, Source: The White House (Map) PHOTO, B/W, Benoit Tessier, Reuters PHOTO, B/W, Marcus Brand, AFP/Getty Images PHOTO, B/W, Axel Schmidt, AFP/Getty Images PHOTO, B/W, Michal Cizek, AFP/Getty Images PHOTO, B/W, Max Rossi, Reuters",,,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,june,Bush,president,meeting,friend,Poland,Albania,trip,heiligendamm,missile,war,old,new,leader,bush,Europe,Czech_Republic,Kosovo,Russia,Iraq,leave,monday,busy,week,beginning,center,around,seventh,group,eight,industrialize,nation,look,schedule,prague,jurata,rome,tirana,sofia,fly,back,agenda,defense,climate,change,democracy,trade,nuclear,development,independence,relation,time,action,another,xvi,host,occasional,adversary,attendance,venue,high,capital,largest,medieval,castle,spa,site,summit,know,set,tour,visit,counterpart,home,watch,talk,spark,friction,put,radar,installation,territory,interceptor,plan,push,agreement,reduce,carbon,emission,vi,voice,opposition,predecessor,amid,balkan,anxiety,independent,meet,Prague
,9,7,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 9, 2007 Thursday",246 of 268 DOCUMENTS,USA TODAY,Fight is on for campaign TV ad dollars; How 2008 shakes out could determine spending in future election years,David Lieberman,MONEY; Pg. 1B,,1617 words,,,"August 9, 2007",ENGLISH,,,"GRAPHIC, Color, Sam Ward, USA TODAY (ILLUSTRATION) GRAPHIC, B/W, Marcy E. Mullins, USA TODAY, Source: PQ Media (BAR GRAPH)",,COVER STORY,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,cable,ad,station,political,tv,local,race,candidate,spend,spot,election,campaign,2008,time,president,market,state,lot,may,presidential,buy,radio,go,early,voter,way,well,much,billion,expect,sale,primary,network,advertising,*,minute,democrat,least,group,vice,help,strategy,executive,marketing,2006,every,advertiser,major,place,last,ago,general,pay,politics,cash,strong,reach,own,technology,cost,operator,make,know,people,include,Hearst_Argyle,Iowa,New_Hampshire,Nevada,hardball,republican,system,source,revenue,grab,outcome,message,start,move,try,media,share,accord,research,firm,2004,television,far,broadcaster,turn,sell,available,though,grow,dollar,newscast,contest,caucuse,expensive
,23,18,13,13,12,11,11,10,10,9,8,8,7,7,6,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"September 4, 2007 Tuesday",248 of 268 DOCUMENTS,USA TODAY,'Clean tech' eyes green (as in cash),Russ Juskalian,MONEY; Pg. 5B,,458 words,,,"September 5, 2007",ENGLISH,,,"PHOTO, B/W",,,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,clean,energy,solar,water,Clean_Tech_Revolution,investment,movement,consumer,opportunity,author,good,book,expect,show,profit,reader,green,million,power,heater,player,business,look,wind,growth,turn,chapter,tech,sidebar,point,example,320,page,26.95,bit,odd,duck,far,go,strangely,wonderful,incessant,warning,rise,sea,level,decimate,coral,reef,instead,read,enthrall,newsletter,minus,sign,make,"1,000",six,pitch,constantly,across,aha,moment,instance,genre,heartstring,term,economically,profitable,consider,200,people,home,heat,decide,something,global,warming,world,biggest,hot,market,sell,little,160,real,mainstream,investor,entrepreneur,government,multinational,corporation,whose,eye,train,crucial,economic,fundamental,bottom
,5,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 14, 2007 Friday",251 of 268 DOCUMENTS,USA TODAY,"Slippery slope for U.S. sewers: Age, rains, funding shortfalls a bad mix",Lynn Hicks,NEWS; Pg. 2A,,559 words,,,"September 14, 2007",ENGLISH,,,"PHOTO, B/W, Tony Dejak, AP",,,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,city,sewer,system,sewage,report,EPA,nation,rain,federal,waste,state,age,river,billion,overflow,*,district,infrastructure,heavy,regularly,overwhelm,gallon,raw,waterway,accord,problem,pipe,funding,wastewater,grade,2005,area,environmental,estimate,need,work,cost,spokesman,choice,basement,many,louis,million,fix,chief,line,community,combine,help,des,moine,register,Great_Lakes,Northeast,American_Rivers,Natural_Resources,recent,flooding,bring,surface,another,crisis,involve,cause,lake,pollution,overtaxed,send,860,partially,treat,100,old,grow,worse,repair,fall,society,give,treatment,plant,latest,card,previous,2001,draft,prepare,worsen,climate,change,may,lead,snow,group,390,worth,next,local,official
,11,10,6,6,5,5,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 18, 2007 Tuesday",252 of 268 DOCUMENTS,USA TODAY,"In credit crunch, location matters; California, N.Y. and other areas with expensive homes are feeling it. Elsewhere? Not as much.",Kathy Chu,NEWS; Pg. 1A,,2021 words,,,"September 18, 2007",ENGLISH,,,"GRAPHIC, Color, Julia Schmalz and J. Ford Huffman, USA TODAY (Illustration) PHOTO, B/W, Robert Deutsch, USA TODAY",,COVER STORY,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,loan,house,jumbo,credit,home,rate,buyer,mortgage,payment,area,crunch,lender,buy,Sioux_Falls,many,afford,fall,market,condo,need,ago,higher,real,estate,deal,town,San_Francisco,rent,Romero,make,go,term,subprime,last,high,price,housing,much,preapprove,change,close,wife,decide,hunt,king,Los_Angeles,Washington,have,hear,move,larger,cash,"417,000",six,especially,rely,city,think,week,6.5,begin,n.y.,nation,demand,know,broker,put,family,wait,interest,contractor,million,stay,try,300,insurance,pay,let,loft,New_York,Florida,no_down_payment,McKoy,Heubert,harder,today,money,better,might,realize,live,crackdown,hit,people,place,compare,rise,likely,s.d
,38,18,17,16,16,14,13,12,12,12,11,11,9,9,8,8,8,8,7,6,6,6,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"December 28, 2007 Friday",268 of 268 DOCUMENTS,USA TODAY,Protect environment for future generations,,NEWS; Pg. 8A,,247 words,,,"February 13, 2008",ENGLISH,,,,,DEBATE,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,fertility,rate,USA,Europe,policy,planet,today,reason,article,increase,child,industrialize,greenhouse,gas,solve,government,people,United_States,family_friendly,front,page,story,upsw,sadness,celebration,dec.,mention,economics,family,americans,need,think,bring,nation,respect,environment,country,responsible,global,warming,producer,massive,amount,lead,toward,environmental,collapse,sooner,reduce,number,better,chance,survival,we,usa,quote,head,section,population,division,tie,birth,find,strange,higher,nationalize,health,care,faith,factor,seem,religious,worth,consider,compare,bottom,line,everything,matter,might,eventually,able,sustain,populace,News,Larry_Dansinger_Monroe,Maine_Policies,Jose_Antonio_Ortega,United_Nations,Europeans,Chris_Reidy_Tucson
,6,5,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
