PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"February 18, 2008 Monday",8 of 218 DOCUMENTS,USA TODAY,Communities move beyond debate and prepare for climate change,Judy Keen,NEWS; Pg. 1A,,386 words,,,"February 29, 2008",ENGLISH,"February 20, 2008",Scott Shuford's name was misspelled in a story on climate change Monday. Shuford is writing a guidebook for the National Oceanic and Atmospheric Administration's Climatic Data Center.,,,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,plan,climate,county,*,community,state,rise,task,force,change,way,severe,weather,refuge,coastal,ask,global,adapt,preparedness,king,take,assume,cost,recommend,power,prepare,city,new,airport,California,Miami_Dade,grow,number,concerned,cope,tide,less,snow,area,can,warming,how,though,scarier,heck,incorporate,wash,include,least,five,alaska,work,many,focus,cut,emission,conserve,energy,planner,enough,step,miss,half,picture,write,guidebook,adaptation,markedly,alter,2050,embarking,project,strengthen,levee,335,million,watchdog,group,object,federal,local,government,substantial,taxpayer,problem,office,momentum,ago,keene,n.h,release,november,install,larger,culvert,rain,runoff,bury,line
,23,21,19,16,15,13,11,10,9,9,8,8,8,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
"June 25, 2008 Wednesday",161 of 218 DOCUMENTS,USA TODAY,Series gives drivers environmental challenge; American Le Mans seeks green teams,Nate Ryan,SPORTS; Pg. 10C,,540 words,,,"June 25, 2008",ENGLISH,,,"PHOTO, B/W, Steve Nesius, AP",,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,car,ALMS,manufacturer,fuel,challenge,technology,make,team,performance,go,gas,race,Atherton,green,efficiency,help,part,automobile,back,racing,o'connell,way,racetrack,road,look,best,environmental,formula,department,energy,greenhouse,emission,series,produce,cellulosic,Energy,design,new,test,environment,put,auto,time,trickle,street,end,driver,era,rearview,mirror,lightweight,lord,know,forward,run,banana,peel,milkshake,flux,capacitor,today,unveil,competition,debut,oct,become,feature,2009,addition,reward,basis,finish,position,evaluate,impact,encompass,category,event,trophy,commission,fastest,farthest,minimize,use,petroleum,much,interested,environmentally,motivate,innovation,president,plenty,spinoff,already,appear,full,intent,develop,rapidly
,7,6,5,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 7, 2008 Monday",163 of 218 DOCUMENTS,USA TODAY,"In a twist, USA's Asians head to the Mountain West; Migration is fueling diversity in areas that have been mostly white",Haya El Nasser,NEWS; Pg. 1A,,1932 words,,,"July 7, 2008",ENGLISH,,,"GRAPHIC, B/W, Adrienne Lewis, USA TODAY, Source: Analysis of Census Bureau data by demographer William Frey of the Brookings Institution (Bar graph)
PHOTO, Color, Steve Marcus for USA TODAY PHOTO, B/W, Steve Marcus for USA TODAY",,COVER STORY,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,Asian,move,community,growth,asians,number,California,vega,business,state,las,ago,Las_Vegas,bank,make,*,target,need,Nevada,Asians,group,open,Chinatown,local,chinese,decade,population,grow,place,price,market,area,visible,three,president,company,casinos,Japanese,Los_Angeles,worker,long,employee,magazine,publisher,become,include,americans,home,million,better,ethnic,white,people,live,job,sign,schedule,center,the,new,hotel,Washington,West,fastest_growing,Chinese_American,Chinese,American,Vegas,Lee_Oh,cater,chinatown,school,administrator,founder,chamber,executive,reflection,clout,inland,pattern,beginning,main,californian,west,produce,migration,fuel,1990,far,accord,national,trend,leave,lower,cost,much,part,mountain,vice
,30,10,9,9,9,8,8,7,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"July 24, 2008 Thursday",169 of 218 DOCUMENTS,USA TODAY,"Many regions report slow growth, sluggish job market",Sue Kirchhoff and John Waggoner,MONEY; Pg. 8B,,1158 words,,,"July 24, 2008",ENGLISH,,,,,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,district,price,sale,real,estate,increase,commercial,southern,northern,rise,energy,retailer,cost,wage,slow,higher,retail,business,weaken,decline,consumer,manufacturer,material,residential,auto,pressure,slowed,demand,feed,market,report,remain,housing,eastern,western,slightly,construction,manufacturing,growth,federal,except,worker,sector,economic,flat,spend,worried,firm,show,economy,stable,home,hire,activity,june,july,bit,lower,dealer,level,raw,grow,job,credit,profit,sluggish,moderate,New_York,New_Jersey,Activity,skilled,look,condition,hurt,transportation,raise,survey,layoff,among,new,continue,slower,tourism,number,inventory,pennsylvania,order,weaker,tax,rebate,help,loan,expect,production,oil,gas,steady,builder,tennessee
,14,13,11,10,10,9,9,9,8,8,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"July 29, 2008 Tuesday",171 of 218 DOCUMENTS,USA TODAY,"Large cities are rethinking growth patterns, too",Haya El Nasser,NEWS; Pg. 2A,,411 words,,,"July 29, 2008",ENGLISH,,,,,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,gas,center,entertainment,land,Phoenix,downtown,phoenix,part,city,DMB,suburb,development,pattern,cost,urban,community,project,*,bring,plan,district,campus,develop,build,another,population,company,site,way,price,greenhouse,Arizona_State_University,outly,place,rethink,growth,amid,mushroom,gasoline,energy,source,building,movement,1990,invigorate,many,adjoin,forge,ahead,redevelopment,attract,resident,example,metropolitan,native,architect,arena,large,venue,ambitious,effort,sport,back,help,make,neighborhood,denser,narrow,street,spot,store,restaurant,condo,tie,new,system,convention,follow,green,standard,maximize,shade,reduce,water,runoff,inside,already,double,still,density,less,1950,dmb,scottsdale,real,estate,try,preserve,history
,5,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 30, 2008 Tuesday",179 of 218 DOCUMENTS,USA TODAY,Music artists play up eco-friendly packaging; It's a familiar tune for 'carbon-neutral' artist David Gilmour,Mike Snider,LIFE; Pg. 4D,,978 words,,,"September 30, 2008",ENGLISH,,,"PHOTO, B/W, Katye Martens, USA TODAY PHOTO, B/W, Joel Ryan, AP",,A BETTER LIFE,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,make,release,package,cd,carbon,include,recycl,use,environmentally,plant,carbon_neutral,disc,album,power,label,create,*,every,environment,last,biodegradable,friendly,dioxide,gilmour,world,set,offset,grow,music,begin,tray,paper,new,pretender,thing,tour,important,efficient,Pink_Floyd,Gilmour,eco_friendly,PaperFoam,talk,past,know,enough,guitarist,cardboard,involve,reduce,amount,greenhouse,gas,decrease,obviously,planet,possible,record,hydroelectric,project,province,distribution,truth,material,note,ask,insert,download,best,care,waste,raising,awareness,musician,o'neill,band,concert,footprint,rock,David_Gilmour,China,Sichuan,Universal,greatest_hits,Marvin_Gaye,carve,stellar,solo,career,help,compose,perform,memorable,song,time,uncomfortable,though,point,latest
,12,10,10,9,7,6,6,6,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 3, 2008 Friday",180 of 218 DOCUMENTS,USA TODAY,Video game exec takes over USOC after Ueberroth,Janice Lloyd,SPORTS; Pg. 12C,,420 words,,,"October 3, 2008",ENGLISH,,,"PHOTO, B/W",,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,olympic,chairman,game,president,go,new,we,city,Ryan,take,committee,thursday,probst,vice,four,revenue,expand,skill,2009,oct,2016,school,financial,Chicago,largest,video,publisher,name,board,replace,whose,term,expire,join,art,1984,serve,sale,1986,follow,senior,company,publish,division,ea,design,popular,tiger,wood,nfl,series,partnership,professional,league,love,sport,hugely,inspire,athlete,field,ready,work,rest,team,tenure,make,strategic,investment,mobile,online,platform,increase,annual,175,million,1992,roughly,billion,2006,international,operation,country,marketing,digital,media,asset,demand,source,bring,number,help,way,economy,remain,honorary,october,world,funding,government
,5,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 4, 2008 Tuesday",185 of 218 DOCUMENTS,USA TODAY,"Economy: Depressing, but not a Great Depression; 1990s recession; 1990-1991",George Petras,MONEY; Pg. 3B,,190 words,,,"November 4, 2008",ENGLISH,,,"PHOTO, B/W, AP",,COVER STORY,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,1991,1990,recession,business,rise,debt,'90,trillion,today,George_Petras,USA,Bureau,cause,though,part,regular,cycle,consumer,decline,home,value,largely,due,savings,loan,crisis,1980,help,start,step,take,last,seven,intense,government,initiate,action,however,face,smaller,revenue,wage,price,increase,cover,result,end,jobless,recovery,begin,downsizing,trend,continue,midway,decade,653,fail,bank,lave,dow,jone,avg,change,peak,trough,july,"2,999.75",nov.,"2,365.10",gdp,5.8,6.0,inflation,5.4,3.0,manufacturing,+,billion,906.3,0.5,901.7,national,3.2,3.7,source,analysis,economist,report,statistic,dept,dept.,research,Ken_Goldstein,Conference_Board,Economic_Analysis,Labor_Statistics,Commerce,Labor,Treasury_Dept
,5,4,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 10, 2008 Monday",188 of 218 DOCUMENTS,USA TODAY,"Census of all sea life tallies up surprises; 'The more we look, the more we find'",Dan Vergano,LIFE; Pg. 5D,,381 words,,,"November 10, 2008",ENGLISH,,,"PHOTO, B/W, David Shale, Census of Marine Life",,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,effort,species,census,ocean,*,sea,scientist,shark,mountain,star,octopi,antarctic,among,life,world,researcher,project,head,perhaps,million,marine,playground,revealing,unsuspected,ancestry,mystery,unveiled,latest,worldwide,release,monday,draft,conference,begin,tuesday,discuss,update,report,detail,"2,000",nation,account,2010,home,stretch,senior,o'dor,someone,pull,giant,squid,somewhere,unexpected,think,go,good,2000,initiative,execute,boat,tags,nets,submarine,uncover,"5,300",new,diverse,blind,lobster,bacteria,highlight,the,deepest,hydrothermal,vent,mile,beneath,throng,shrimp,mussel,great,white,previously,unknown,offseason,region,mate,ten,brittle,discover,undersea,combine,genetic,evidence,show,many,newer,evolve,predecessor
,5,5,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 28, 2008 Thursday",199 of 218 DOCUMENTS,USA TODAY,"The shape of lights to come? Not everyone's buying it; Sales booming, but few American homes have a fluorescent bulb",Elizabeth Weise,NEWS; Pg. 1A,,1817 words,,,"February 28, 2008",ENGLISH,,,"GRAPHIC, B/W, Adrienne Lewis, USA TODAY, Source: U.S. Dept. of Energy USA TODAY research (Diagrams, bar graph) PHOTO, Color, Robert Hanashiro, USA TODAY PHOTO, B/W, Jeff Cooper, AP",,COVER STORY,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,bulb,light,CFL,use,CFLs,fluorescent,incandescent,cfl,many,*,lamp,make,energy,consumer,fixture,dimmer,recycl,mercury,color,take,fit,home,compact,long,cost,look,retailer,typically,regular,work,compare,program,break,full,little,hour,equivalent,old,find,close,enough,save,Scarbro,EPA,spiral,design,begin,store,less,quality,switch,hot,expensive,run,lighting,problem,they,start,put,must,dim,cri,today,call,can,milligram,IKEA,Samla,three_way,Energy_Federation_Incorporated,symbol,go,green,live,sale,market,mandate,least,efficient,sell,people,shortcoming,give,raising,concern,often,well,although,turn,set,response,dispose,contain,pose,health,hazard,help,though,estimate
,64,26,24,17,15,12,12,11,9,9,8,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"July 18, 2008 Friday",202 of 218 DOCUMENTS,USA TODAY,Dow's big bounce poses question: Will it last?; Stocks pull off biggest 2-day surge since 2002,Adam Shell,MONEY; Pg. 1B,,437 words,,,"July 18, 2008",ENGLISH,,,,,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,stock,market,gain,rally,financial,sizable,oil,bank,post,bottom,big,may,bear,end,oct,2002,barrel,decline,investor,profit,price,earning,banking,sector,portfolio,manager,hit,low,time,today,two_day,bounce,unexpected,sign,better,thing,batter,industrial,average,mired,almost,six,seem,verge,downward,spiral,tuesday,bounced,back,consecutive,200,point,4.4,biggest,5.2,surge,start,four,last,bull,begin,drive,higher,another,drop,fall,129.29,extend,embolden,investment,maker,break,provide,boost,consumer,couple,upbeat,alleviate,fear,economy,collaps,housing,ongoing,credit,problem,service,include,mortgage,company,hardest,current,swoon,enjoy,huge,session,lead,upward,charge,past
,8,5,5,5,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 17, 2008 Thursday",205 of 218 DOCUMENTS,USA TODAY,"Albums get another go-round; Reissues mean more content, more sales",Edna Gundersen,LIFE; Pg. 4D,,1118 words,,,"February 13, 2008",ENGLISH,,,"PHOTOS, Color, Leslie Smith Jr., USA TODAY (2) PHOTOS, Color (11)",,MUSIC,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,reissue,meat,gravy,cd,track,include,anniversary,previously,unreleased,bonus,version,edition,album,hit,band,release,set,extras,deluxe,original,decade,sound,package,classic,print,travel,wilbury,among,pop,live,five,1997,debut,singer,songwriter,everything,music,search,time,remixe,arrive,expand,dozen,box,nearly,landmark,look,commercial,20th,vinyl,demo,1988,end,disc,available,dvd,video,add,stand,cover,dance,30th,fever,plus,heroes,1993,back,1980,show,1977,B_sides,Bob_Dylan,London,twin_disc,business,new,revenue,stream,shut,tap,old,song,represent,robust,enterprise,industry,beset,piracy,unpredictable,consumer,taste,noteworthy,crop,25th,thriller,feb,to,startin,somethin
,12,11,11,8,8,8,7,6,6,6,6,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 3, 2008 Monday",208 of 218 DOCUMENTS,USA TODAY,Manufacturing losses weigh heavily on Ohio; Trade dominates political rhetoric as state struggles to replace jobs,David J. Lynch,MONEY; Pg. 1B,,1837 words,,,"March 3, 2008",ENGLISH,,,"GRAPHIC, B/W, Julie Snider, USA TODAY, Source: Bureau of Labor Statistics (LINE GRAPH) PHOTOS, Color, Greg Ruffing for USA TODAY (2) PHOTO, B/W, David Lynch, USA TODAY",,COVER STORY,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,job,Amweld,make,trade,Ohio,work,worker,company,factory,man,go,plant,steel,manufacturing,age,far,new,health,NAFTA,find,school,lose,begin,state,take,time,around,rest,close,many,policy,ohio,last,people,blame,door,much,produce,include,private,firm,aim,care,pay,difficult,large,entrepreneur,venture,help,leave,former,Mexico,Niles,Cleveland,American,JumpStart,late,steelworker,wonder,life,business,employer,announce,october,local,news,away,decade,loss,cost,current,issue,tuesday,presidential,primary,industrial,employ,back,high,2000,less,mile,end,nation,silent,1994,administration,week,promise,labor,need,we,road,closure,economist,employment,seven,study,tooling
,20,13,11,10,10,9,9,9,8,7,7,6,6,6,6,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"June 12, 2008 Thursday",212 of 218 DOCUMENTS,USA TODAY,"Coldplay's Martin: A low-key, ego-free rock star; But he is proud of his 'Viva' contributions",Edna Gundersen,LIFE; Pg. 2D,,684 words,,,"July 2, 2008",ENGLISH,,,"PHOTO, B/W, Mark J. Terrill, AP",,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,Martin,Coldplay,new,band,Viva,album,way,song,try,may,gold,friend,release,sort,hard,give,go,seem,without,standard,people,pop,life,good,studio,nobody,think,critic,award,star,flunk,test,swagger,field,notorious,outsized,ego,overweening,braggart,singer,delight,denigrate,brandish,imperfection,peer,flash,tattoo,describe,surfeit,material,craft,tuesday,crack,write,lot,worse,fourth,rate,among,predecessor,definitely,top,four,press,confess,positive,aspect,contribution,finally,summon,boast,really,effort,claim,talented,usher,beyonce,waggish,diffidence,obvious,charm,insecurity,unwarranted,despite,slump,sale,thrive,rank,alongside,radiohead,rock,biggest,global,sensation,reputation,safe,arrival,bold,set
,11,5,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
