PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"September 18, 2013 Wednesday",2 of 205 DOCUMENTS,USA TODAY,Some crops migrate north with warmer temperatures; It's a boon for N.D. farmers as U.S. agriculture goes topsy-turvy,"Elizabeth Weise, @eweise, USA TODAY",NEWS; Pg. 11A,,1454 words,,,"September 18, 2013",ENGLISH,,,"photo Photos by Elizabeth Weise, USA TODAY",,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,crop,grow,farmer,climate,change,farm,corn,North_Dakota,field,state,agriculture,plant,degree,think,area,family,wheat,soybean,shift,accord,heat,professor,know,temperature,much,can,U.S.,USDA,ago,back,full,different,go,weather,season,mean,today,warming,last,warmer,winter,beginning,harvest,acre,average,many,use,happen,billion,nation,fahrenheit,water,talk,North_Dakota_State_University,Fargo,brother,visit,100,find,lengthen,frost,pattern,hotter,look,mile,border,still,land,work,end,expect,make,seem,good,net,world,erratic,lower,yield,cold,better,grower,three,five,near,century,thing,long,300,produce,across,2012,1895,nationally,may,local,increase,laboratory,decade
"March 14, 2013 Thursday",148 of 205 DOCUMENTS,USA TODAY,President rallies his agenda advocacy group; Obama says purpose is to meet his goals and 'it's not about 2014',"Fredreka Schouten, USA TODAY,",NEWS; Pg. 2A,,425 words,,,"March 14, 2013",ENGLISH,,,,,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,group,Obama,make,White_House,wednesday,help,volunteer,donor,new,election,organization,campaign,tell,organize,least,sure,people,take,support,decision,legislation,leader,former,january,million,action,watchdog,re_election,Action,Congress,president,top,active,involvement,advocacy,agenda,reality,address,cite,suspicion,motive,whether,really,create,democrat,gain,next,midterm,2014,actually,govern,couple,upscale,hotel,restaurant,block,voice,ordinary,hear,debate,go,place,rally,public,need,persuade,member,right,senator,congressman,swing,district,prepare,tough,vote,immigration,reform,around,background,check,gun,feel,know,constituency,agree,add,headline,founder,summit,activist,brainstorm,way,keep,engage,policymake,speak,earlier,cast,force
,10,8,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 27, 2013 Wednesday",150 of 205 DOCUMENTS,USA TODAY,Leaving the 9-to-5 by age 35?; These folks are working to retire before they hit 40,"Matt Krantz, @mattkrantz, USA TODAY",MONEY; Pg. 6B,,1288 words,,,"March 27, 2013",ENGLISH,,,,,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,retire,early,retiree,income,plan,make,save,extreme,financial,goal,spend,young,worker,many,portfolio,fieber,work,money,job,big,adviser,live,class,retirement,find,last,take,avoid,think,life,Greaney,mean,car,cost,"100,000",figure,time,run,investment,outdated,decade,fan,freedom,financially,independent,start,ago,key,rule,stock,might,market,insurance,health,Meninga,people,long,wait,everything,well,service,move,without,keep,three,plenty,go,call,idea,must,way,ample,nest,egg,younger,try,play,reach,enough,rental,house,wife,hold,faith,mathematics,benefit,compound,dictate,expensive,cable,fancy,smartphone,withdraw,new,area,banking,invest,generate,interesting
,15,15,9,8,8,8,7,7,7,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"March 28, 2013 Thursday",151 of 205 DOCUMENTS,USA TODAY,Cyprus an omen for U.S. stock rally; What happens to Cyprus is not really the issue. What happens next is.,David Callaway,NEWS; Pg. 8A,,701 words,,,"March 28, 2013",ENGLISH,,,"photo Petros Karadjias, AP Protesters wave Cyprus' flags as they rally outside the Cypriot presidential palace in Nicosia on Wednesday.",,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,market,U.S.,financial,stock,crisis,investor,Cyprus,European,another,recovery,Europe,dangerous,turmoil,threaten,economy,today,end,begin,back,prospect,spring,high,last,week,americans,time,find,phase,yet,country,system,start,500,index,may,term,early,crash,three,five,chaos,pain,economic,almost,happen,issue,monetary,next,already,sell,though,bond,summer,international,rate,survive,Greece,Italy,USA,possible,threat,derail,boom,none,pay,expert,point,tiny,island,indeed,many,might,hard,mythical,birthplace,love,goddess,map,ruin,banking,soon,spotlight,new,stall,sudden,surge,halt,newly,grow,prepare,assault,share,tread,carefully,puny,smaller,significance,global,symptomatic
,8,8,7,6,6,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 5, 2013 Wednesday",159 of 205 DOCUMENTS,USA TODAY,Top brass say they lost focus on sex assaults; Fight overhaul of the military justice system,"Tom Vanden Brook, USA TODAY,",NEWS; Pg. 3A,,557 words,,,"June 5, 2013",ENGLISH,,,"photo Photos by Jack Gruber, USA TODAY Gen. Martin Dempsey, chairman of the Joint Chiefs of Staff, second from right, and Gen. Raymond Odierno, chief of staff of the Army, center, stand with other top brass at a Senate committee hearing Tuesday.",,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,sexual,military,assault,sen,commander,service,decision,case,chief,jury,grow,woman,bill,deal,something,problem,acknowledge,lose,overturn,conviction,command,chairman,change,issue,harassment,number,call,justice,abuse,incident,tell,committee,handle,armed,do,work,Gillibrand,top,uniformed,officer,panel,tuesday,focus,oppose,proposal,remove,discretion,prosecute,troops,throw,take,eye,ball,gen,martin,dempsey,response,statement,joe,manchin,little,despite,negative,publicity,decade,war,push,aside,favor,improve,climate,member,support,opposition,legislation,strip,ability,other,however,hammer,consistent,failure,stem,overhaul,system,louder,release,report,last,show,jump,estimate,2012,compare,2010,trust,man,rely,actually
,12,8,8,6,5,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 20, 2013 Tuesday",167 of 205 DOCUMENTS,USA TODAY,Changing energy landscape holds wealth of opportunities,,NEWS; Pg. 8A,,531 words,,,"August 20, 2013",ENGLISH,,,"GRAPHIC, Color, Veronica Bravo, USA TODAY (Line graph)",,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,energy,oil,government,production,development,gas,recent,private,nation,little,big,industry,add,increase,decade,new,technology,unanticipated,global,change,fuel,growth,conclusion,way,result,police,shift,important,tax,warming,Mexican,North_America,U.S.,president,unveiled,plan,recently,allow,investment,receive,relatively,notice,deal,province,nationalize,1938,sector,easily,drilling,bring,bear,equally,positive,vast,landscape,stun,pace,close,independence,seem,unattainable,better,yet,long,dependent,supplies,potentially,hostile,attain,accord,study,bp,many,lesson,obvious,never,assume,status,quo,permanent,state,country,view,alarm,delusional,manufacturer,elsewhere,cheap,industrial,decline,already,happen,another,surprise,second,free,enterprise,solving,problem
,9,6,6,5,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 13, 2013 Wednesday",180 of 205 DOCUMENTS,USA TODAY,One simple way to help: Give money,,NEWS; Pg. 8A,,467 words,,,"November 13, 2013",ENGLISH,,,,,OPINION,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,disaster,people,help,feel,U.S.,Philippines,time,seem,already,world,natural,military,`,victim,way,send,fact,past,vulnerable,coastline,response,have,global,every,coast,United_States,massive,human,instinct,laud,unfortunately,repeatedly,wrong,respond,unsuitable,old,shoe,clothes,waste,slow,lifesave,medicine,food,affect,simple,donate,money,weather,happen,often,well,damage,cause,tropical,cyclone,risen,dramatically,century,everywhere,assess,essentially,attributable,development,rather,change,storm,population,rich,roughly,double,elsewhere,simply,expose,danger,news,report,rebalance,toward,region,bear,brunt,half,humanitarian,assistance,relief,bound,become,frequent,mission,improve,preparedness,efficient,coordination,mechanism,ensure,essence,provide,effective,conor
,7,5,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 17, 2013 Tuesday",181 of 205 DOCUMENTS,USA TODAY,"Deciding where to retire? Forget taxes; Millions of Baby Boomers are starting retirement with fewer financial resources than they had hoped for. There are many reasons: Defined benefit plans are largely a thing of the past, many Boomers didn't save enough, and others lost their jobs unexpectedly. Strapped to maintain their lifestyles, many have decided to look for a place to retire with lower taxes. But while no one wants to pay taxes, that priority could be misplaced. Here are 5 reasons to rethink that idea.","John Brady, Founder, Topretirements.com,",MONEY; Pg. 4B,,532 words,,,"December 17, 2013",ENGLISH,,,"photo Robert Bush, Getty Images/iStockphoto",,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,tax,state,income,new,move,go,keep,work,find,save,time,property,reduce,retire,life,retirement,low,might,situation,priority,consider,lifestyle,dream,important,way,pension,401,look,usually,retiree,quality,topretirements.com,best,place,today,content,enjoy,think,less,lower,exemption,factor,minimal,sale,service,public,law,municipality,USA,thought,weigh,climate,preference,desire,near,family,still,hire,professional,determine,potential,exposure,return,real,know,offer,meaningful,break,make,sense,example,sizable,million,easy,item,ten,thousand,onerous,bear,relation,generous,protection,necessarily,downsizing,kind,cost,bottom,line,mind,wise,old,lawyer,let,tail,wave,dog,word,whole,picture
,22,15,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 26, 2013 Thursday",183 of 205 DOCUMENTS,USA TODAY,5 Key dates for Obama; Important moments awaiting in 2014 can shape the rest of president's tenure,"Susan Page, @susanpage, USA TODAY",NEWS; Pg. 1A,,1857 words,,,"December 26, 2013",ENGLISH,,,"graphic Charles Dharapak, AP",,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,Obama,president,control,end,sign,2014,go,deal,next,gain,help,reach,time,address,state,people,republican,seat,Iran,close,immigration,americans,economic,nuclear,war,history,last,sixth,need,former,likely,push,million,make,deadline,health,six,lose,House,Senate,Afghanistan,news,look,government,presidential,foreign,overhaul,law,pass,political,midterm,election,effort,program,thing,open,launch,office,tax,concern,legislation,happen,coverage,back,march,face,work,issue,agreement,continue,try,term,democrat,operation,Congress,Affordable_Care_Act,Iraq_War,Tehran,GOP,right,shutdown,federal,tighten,gun,stand,bipartisan,recovery,key,tenure,calm,world,set,2016,stake,limit,national,head,opportunity,succeed
,15,12,8,7,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"November 19, 2013 Tuesday",188 of 205 DOCUMENTS,USA TODAY,Cold War 2.0: Space race relaunch; U.S.-Russia battle built wonders. Imagine if we worked together.,Robert Zubrin,NEWS; Pg. 8A,,777 words,,,"November 19, 2013",ENGLISH,,,photo NASA TV via AFP/Getty Images,,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,Mars,Russia,need,program,life,new,global,human,space,power,join,send,world,together,go,cost,effort,support,U.S.,regime,leader,force,liberalism,mean,we,project,idea,similar,1980,good,today,exploration,great,nation,without,people,better,chance,goal,really,launch,take,billion,find,surface,reason,share,generation,challenge,president,Russian_American,West,American,Martian,Europe,Japan,relation,deteriorate,matter,side,issue,faction,rule,camp,exemplify,prominent,putin,adviser,urging,embrace,fourth,political,theory,synthesis,communism,fascism,prop,domestic,make,russia,oppose,whole,consensus,absolute,evil,crusade,globalization,expression,capable,become,adequate,response,empire,destroy,dangerous,stuff,threaten,prospect,freedom
,12,9,7,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 20, 2013 Wednesday",192 of 205 DOCUMENTS,USA TODAY,DO HAPPY WORKERS MEAN HIGHER PROFIT?; Treating staff well appears to pay off,"John Waggoner, @johnwaggoner, USA TODAY",MONEY; Pg. 1B,,1213 words,,,"February 20, 2013",ENGLISH,,,"photo 2010 Bloomberg News photo Beloved workplace Google, based in Mountain View, Calif., has seen its shares soar about 700% since the company's 2004 IPO.",,COVER STORY,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,company,employee,stock,treat,people,well,turnover,work,benefit,good,make,great,pay,vs.,tend,list,Dodson,plan,gain,average,perk,Google,Morningstar,price,fund,business,workplace,stay,however,director,happy,low,job,fortune,best,less,technology,industry,accord,include,generous,example,much,give,Marriott,kind,rise,badly,true,manager,prosper,show,need,many,hire,fact,note,consider,place,soar,continue,decade,offer,discount,hotel,11.3,past,dividend,reinvest,simply,engagement,put,thing,cost,motivate,money,100,industrywide,professional,mean,likely,event,trade,last,500,lavish,executive,earn,back,another,long,treatment,cut,typically,think,store,least,costco,morningstar
,30,25,9,8,7,7,7,7,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"June 10, 2013 Monday",195 of 205 DOCUMENTS,USA TODAY,Getting their CEO degrees; Colleges help student entrepreneurs get their start-ups on the road,"Laura Baverman, USA TODAY,",MONEY; Pg. 5B,,851 words,,,"June 10, 2013",ENGLISH,,,"photo Jon Gardiner, Duke Photography",,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,student,entrepreneurship,business,company,program,help,start_up,college,alumnus,investor,entrepreneur,school,founder,know,director,raise,team,Duke,way,job,graduation,challenge,course,mentor,manage,start,many,money,event,Silicon_Valley,Kulkarni,start_ups,idea,search,feel,little,develop,vaduthalakuzhy,complete,find,duke,career,support,next,campus,go,internship,around,grant,foundation,create,hold,real,connection,accelerator,ready,important,cover,Start_Up,University,Washington,MIT,stand,200,potential,experience,headquarters,pitch,dream,believe,transform,happen,pressure,stage,confident,skill,build,classmate,amy,finish,top,alumna,development,plus,crowd,warm,bring,together,celebrate,free,reign,whatever,take,risk,resource,mentorship,online,tool,seeker
,9,8,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 16, 2013 Friday",198 of 205 DOCUMENTS,USA TODAY,Sports in brief,"Compiled by John Tkach from staff, wires",SPORTS; Pg. 2C,,720 words,,,"August 16, 2013",ENGLISH,,,"photo Eric Risberg, AP",,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,cup,game,thursday,last,woman,eight,U.S.,America,Hairston,stadium,cheat,champion,world,series,championship,lead,play,finish,preseason,owner,deal,Oracle,USA,Harris,open,roof,tournament,main,cover,follow,defend,week,director,include,gymnastic,bile,score,gold,team,second,medal,vault,fall,point,hint,man,season,incident,announce,silver,track,"1,500",meter,minute,nba,schedule,76er,equity,attorney,Biles,London,North_Carolina,Tar_Heels,Simpson,Istanbul,Oklahoma_City,NHL,Devils,2017,tennis,association,official,soon,2016,likely,part,larger,plan,rebuild,expand,court,eventually,skipper,champ,become,latest,competitor,accuse,usa,oracle,acknowledge,modify,boat,without,permission,measurement,committee,four,regattas
,6,6,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
