PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"August 7, 2012 Tuesday",2 of 190 DOCUMENTS,USA TODAY,Resources to prevent global warming already exist,,NEWS; Pg. 6A,,411 words,,,"August 7, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,climate,change,warming,debate,global,fact,pollution,time,must,Clean_Air_Act,editorial,law,greenhouse,gas,reduce,control,term,experience,cause,human,many,think,temperature,hundred,can,intelligent,discussion,science,obama,state,shift,challenge,United_States,thank,highlight,need,move,actually,something,prevent,summer,heat,record,view,wednesday,already,potent,weapon,harmful,air,four,decade,court,repeatedly,upheld,effort,apply,slow,timid,use,carbon,sake,planet,child,future,put,work,director,calif,make,discrepancy,clear,seem,ongoing,never,simpler,realize,drastic,difference,mean,4.5,billion,existence,opinion,refer,activity,tendency,warm,high,winter,due,ignore,deadly,cold,cost,life,straight,subject,settle
,10,10,9,9,7,6,6,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 6, 2012 Friday",141 of 190 DOCUMENTS,USA TODAY,Something old is something new; Toyota's 'all-new sedan' is an upgraded version of Avalon,Fred Meier,MONEY; Pg. 3B,,592 words,,,"April 6, 2012",ENGLISH,,,"photo By Stan Honda, AFP/Getty Images 2013 Avalon: To feature a stitched leather dash covering.",,AUTOS,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,new,name,combine,Avalon,U.S.,sedan,sale,drive,concept,Toyota,avalon,market,car,model,unveiled,redesign,2013,design,city,highway,mpg,full_size,Subaru,Iwamura,general,successor,relatively,include,part,engine,power,mileage,price,current,rate,give,higher,ride,touch,build,crossover,crosstrek,base,estimate,acura,rl,sport,hybrid,powertrain,production,system,RLX,Acura,tease,lead,unveil,pointedly,speculation,perhaps,today,find,indeed,drum,roll,fight,narrow,niche,despite,less,crowded,wednesday,refresh,conservative,similar,impala,azera,lower,grille,currently,popular,sloping,coupe,roofline,evocative,case,audi,beyond,group,vice,president,manager,exact,ratings,announce,later,better,key,sell,gas
,15,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 4, 2012 Monday",144 of 190 DOCUMENTS,USA TODAY,"Romney, Trump indicate level of delusion in GOP",,NEWS; Pg. 8A,,221 words,,,"June 4, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,intent,think,seek,many,bias,crime,punishment,thought,legal,action,Obama,latest,birther,assertion,president,combine,failure,denounce,indicative,leader,live,land,delusion,trump,clown,hurt,forum,friday,recall,republican,individual,believe,socialist,evolutionary,biology,liberal,hoax,use,discredit,climate,change,scam,make,scientist,grant,money,sad,country,real,difficult,challenge,confront,right,choose,disconnect,reality,rightly,weigh,oppose,view,may,editorial,debate,webcam,case,point,prosecute,writer,suggest,cause,concern,deed,punish,however,system,already,judge,define,factor,murder,vs.,manslaughter,motive,relevant,sentencing,furthermore,prosecution,someone,free,recompense,behind,important,ky,Donald_Trump,Mitt_Romney,Republican,self_imposed,Romney,Muslim
,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 6, 2012 Wednesday",145 of 190 DOCUMENTS,USA TODAY,Calif. gay-marriage ban on track to high court,John Bacon with staff and wire reports,NEWS; Pg. 3A,,607 words,,,"June 6, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,band,state,beef,sub,Oklahoma,school,may,summer,federal,court,ban,suspend,member,last,product,hot,degree,FAMU,appeal,plan,group,case,november,haze,death,university,new,student,least,average,enrol,class,pink,slime,report,order,contain,filler,repairable,estimate,million,repair,mean,pingree,cost,record,hottest,2011,center,five,body,U.S.,Texas,refuse,tuesday,reconsider,landmark,rule,judge,strike,marriage,backer,absolutely,supreme,chad,griffin,whose,back,challenge,final,chapter,proposition,begin,trial,examine,whether,prohibit,gays,marry,without,violate,rights,union,briefly,legal,voter,approve,2008,bring,change,consider,guideline,today,renowned,march,100,call,ensemble,choir
,7,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 16, 2012 Monday",151 of 190 DOCUMENTS,USA TODAY,Service sector leads in job gains; Long-term trends fuel uneven rebound,"Paul Davidson and Barbara Hansen, USA TODAY",NEWS; Pg. 1A,,447 words,,,"July 16, 2012",ENGLISH,,,"GRAPHIC, Color, Julie Snider, USA TODAY (pie chart)",,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,job,lose,industry,recession,regain,firm,business,back,employment,category,store,service,economist,many,sector,club,department,analysis,show,end,manufacturing,construction,contrast,chief,million,downturn,trend,explain,abroad,well,senior,legal,consumer,U.S.,lead,uneven,recovery,push,warehouse,retailer,level,related,still,far,recouping,loss,today,starkest,difference,return,three,produce,goods,base,data,january,2008,total,peak,last,winner,loser,sharper,severity,analytics,overall,government,latest,estimate,nation,3.8,8.8,officially,begin,december,2007,june,2009,2015,later,economic,predate,disparity,outpaced,continue,move,housing,crash,crush,advance,technology,change,global,trade,help,do,other,accounting,instance
,9,7,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 27, 2012 Monday",156 of 190 DOCUMENTS,USA TODAY,Moonshine gets a buzz on -- legally; Hooch is a hot item in stores and on screen,"Craig Wilson, USA TODAY",LIFE; Pg. 5B,,378 words,,,"August 27, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,moonshine,know,sale,someone,go,late,store,buy,take,bootlegger,distiller,soar,show,return,lawless,nationwide,mystique,world,season,character,today,hearing,hillbilly,anymore,mysterious,brow,available,legit,walk,yes,kind,thrill,hunt,clear,corn,whiskey,traditionally,make,hollow,appalachia,bottle,big,liquor,shelf,set,prohibition,era,shine,reign,sept,aptly,name,moonshiner,october,early,november,bootleg,tale,open,wednesday,theater,master,distillery,tenn,whose,top,five,best,legal,good,bad,people,report,accord,cover,spirit,half,2012,sell,"100,000",case,expect,increase,200,last,ole,smoky,cable,launch,national,tv,ad,discovery,include,upcoming,premiere,love,great,vice
,9,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 30, 2012 Thursday",157 of 190 DOCUMENTS,USA TODAY,Romney's ideological journey muddles his identity,,NEWS; Pg. 8A,,524 words,,,"August 30, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,Romney,position,voter,policy,Obama,govern,nominee,politician,far,average,believe,public,leader,conservative,make,health,care,reform,change,might,small,tonight,balance,budget,tax,foreign,Republican,presidential,candidate,present,question,callous,plutocrat,caricature,attack,virtue,wealth,totally,touch,middle,class,rise,unless,connect,americans,tougher,nut,crack,people,already,know,highly,competent,individual,successful,business,executive,devote,family,mormon,faith,service,ideologically,however,muddle,pragmatic,businessman,2002,winter,olympic,governor,massachusett,severely,describe,republican,primary,battle,famous,shift,major,issue,abortion,gun,control,stem,cell,research,immigration,gay,rights,climate,consistency,hobgoblin,mind,pursuit,presidency,older,sign,closet
,6,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 4, 2012 Thursday",161 of 190 DOCUMENTS,USA TODAY,"In Denver, candidates avoid reality on taxes, spending",,NEWS; Pg. 8A,,532 words,,,"October 4, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,spend,much,debate,something,president,hear,make,plan,candidate,beyond,economy,viewer,program,tax,presidential,control,trillion,deficit,million,pitch,create,job,next,number,new,debt,growth,budget,cut,acknowledge,continue,lack,run,benefit,hike,give,fiscal,cliff,election,Congress,Republican,Washington,wednesday,vow,fix,largely,15.6,ducking,tough,choice,power,manage,1.2,federal,ten,obama,another,promote,education,manufacturing,clean,energy,go,nowhere,challenger,lay,four,several,independent,economist,achievable,without,policy,ramble,lade,detail,acknowledgment,buffet,multiple,factor,rapid,technological,change,globalize,labor,market,business,cycle,crisis,slow,well,reach,discussion,blizzard,credible,taming,threaten,nation,future
,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 22, 2012 Monday",164 of 190 DOCUMENTS,USA TODAY,Intense focus on White House overshadows Congress' role,,NEWS; Pg. 10A,,498 words,,,"October 22, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,president,control,need,Congress,House,debate,plan,federal,power,congressional,race,attention,seat,hold,majority,party,put,gridlock,spend,tax,reason,important,voter,lawmaker,possible,choose,liberal,conservative,congress,Obama,Senate,talk,lot,economy,budget,health,care,energy,variety,issue,mostly,unmentioned,back,forth,role,admit,limited,propose,veto,cajole,rally,public,opinion,typically,last,word,despite,intense,focus,warrant,435,ballot,political,prognosticator,expect,republican,maintain,democrat,fight,slender,grab,matter,win,presidency,chance,face,least,chamber,certainly,vote,premium,dealmake,break,recent,have,good,solve,conundrum,autopilot,rise,faster,inflation,fix,code,unholy,mess,allow,address,problem
,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 14, 2012 Wednesday",173 of 190 DOCUMENTS,USA TODAY,'Dust Bowl' is not just dry history; Ken Burns harvests the stories behind the storms,"Carol Memmott, @CarolMemmott, USA TODAY",LIFE; Pg. 3D,,851 words,,,"November 14, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,Burns,Dust_Bowl,story,dust,time,soil,whose,air,memory,film,ever,much,think,bring,crop,family,live,tell,people,fact,war,acre,home,Dale,1935,countless,cause,disaster,history,man,documentary,share,interview,visit,mother,little,girl,dring,greed,farm,wind,depression,recall,storm,cloud,black,include,talk,good,real,emotional,date,event,look,together,witness,million,hold,land,agriculture,become,farmer,today,Morton_County,man_made,Rena_Marie,Floyd,kan,succumb,pneumonia,number,tragedy,worst,environmental,april,2012,three,stand,grave,weep,brother,still,mourn,baby,sister,third,filmmaker,sunday,monday,et,pt,may,vary,coen,survivor,loss,hardship,really,burn
,9,8,6,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 11, 2012 Tuesday",174 of 190 DOCUMENTS,USA TODAY,Conversation starters: 'Fiscal cliff' talks boost bad policy,,NEWS; Pg. 9A,,560 words,,,"December 11, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,marriage,young,take,child,bad,deal,gay,right,case,people,California,many,put,increase,actually,probably,lame,duck,worst,idea,ever,especially,policy,cut,voter,court,justice,option,decide,conservative,adult,old,new,movement,education,Medicare,same_sex,might,remember,recent,presidential,congressional,campaign,candidate,forth,serious,proposal,eligibility,age,happen,yet,session,apparently,table,fiscal,cliff,negotiation,save,much,public,money,phase,slowly,second,estimate,federal,savings,offset,cost,individual,employer,state,government,third,senior,mercy,private,health,insurance,market,time,hope,security,life,danger,bipartisan,budget,negotiate,climate,suppose,crisis,triumph,politician,avoid,transparency,accountability,highly,unlikely,member
,7,6,5,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 6, 2012 Friday",183 of 190 DOCUMENTS,USA TODAY,"Let it snow less, and cities pile up savings in unused funds","Lindsay Powers, USA TODAY",MONEY; Pg. 1B,,392 words,,,"April 6, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,million,snow,city,winter,average,budget,inch,savings,Syracuse,season,spend,less,ice,march,salt,department,weather,compare,january,last,director,public,work,end,service,spokesman,data,cover,Public_Works,Louisville,course,n.y.,118,prepare,similar,onslaught,set,aside,equipment,maintenance,overtime,hour,deputy,commissioner,however,deliver,50.5,let,accumulate,call,unusual,roughly,half,november,april,many,normally,benefite,unusually,warm,minneapolis,22.3,50.7,2.8,removal,sanitation,manager,yet,warn,total,7.9,annual,vanish,december,bear,eat,happen,late,february,3.5,expense,mayor,greg,fischer,play,large,role,close,shortfall,project,fiscal,stem,mostly,1.5,leave,3.3,october,2011,2012
,10,7,7,6,5,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
