PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"August 3, 2016 Wednesday",4 of 227 DOCUMENTS,USA TODAY,"Clinton, Trump show stark contrast on climate change; Dem's warning of major crisis derided by GOP candidate as radical","Gregg Zoroya, and Doyle Rice, USA TODAY",NEWS; Pg. 5A,,881 words,,,"August 3, 2016",ENGLISH,,,"photo John Minchillo, AP",,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,climate,change,Clinton,warming,platform,energy,Trump,global,candidate,leader,Democratic,American,urgent,voter,million,job,nominee,nothing,call,though,world,director,include,issue,fuel,support,coal,party,seek,government,Sittenfeld,Sierra_Club,presidential,concern,minor,president,campaign,proposal,acceptance,speech,july,science,research,sign,nation,rise,environment,2008,executive,website,solar,home,power,renewable,think,elect,promise,believe,fossil,action,state,republican,kill,reduce,take,federal,source,clean,note,Donald_Trump,GOP,hillary,offer,americans,starkly,different,view,trump,dismiss,problem,never,bigger,contrast,senior,vice,conservation,decried,policy,tuesday,extreme,reckless,agenda,appease,radical,donor,destroy,force,abject,poverty
"April 13, 2016 Wednesday",180 of 227 DOCUMENTS,USA TODAY,"Zuckerberg steps into political fray; Facebook CEO lays out 10-year plan, takes swipe at Trump","Jon Swartz and Jessica Guynn, @jswartz, @jguynn, USA TODAY",NEWS; Pg. 1A,,459 words,,,"April 13, 2016",ENGLISH,,,photo Christopher Schodt for USA TODAY,,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,Facebook,Zuckerberg,world,people,plan,internet,global,political,take,together,everyone,call,connect,billion,address,sharp,time,developer,conference,aim,access,free,trade,immigration,community,keynote,bring,border,building,wall,around,hear,hope,deliver,use,vision,ceo,mark,zuckerberg,laid,sound,much,cause,grab,potential,dollar,sweeping,tone,tell,f8,reach,planet,half,direct,limit,whether,welcoming,refugee,fleeing,war,immigrant,seek,opportunity,fight,disease,climate,change,give,power,share,anything,anyone,theme,position,unify,force,good,current,wind,divisiveness,detailed,ambitious,strategy,unfurling,technology,jump,cross,culture,rebuke,presidential,candidate,advocate,along,ban,muslim,enter,look,start,nation
,8,6,5,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 28, 2016 Tuesday",190 of 227 DOCUMENTS,USA TODAY,What should happen after 'Brexit' vote?,,NEWS; Pg. 6A,,435 words,,,"June 28, 2016",ENGLISH,,,,,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,economy,global,country,world,vote,economic,United_States,leave,sharp,decrease,develop,help,less,provide,aid,access,market,give,political,uk,lesson,americans,government,follow,need,United_Kingdom,European_Union,EU,U.S.,letter,enough,headach,already,surprise,outcome,precipitate,value,pound,rock,stock,index,sobering,news,especially,consider,report,release,bank,earlier,estimate,growth,forecast,2.9,2.4,appear,seem,unable,counterpart,least,viable,solution,aggressively,tackle,poverty,thus,greater,good,wealthier,foreign,poorest,budgetary,waste,stabilize,impoverish,life,company,everywhere,gain,labor,capital,consumer,never,ouster,open,well,set,example,shore,sail,unchart,financial,water,join,seek,closer,cultural,tie,separate,offshoot
,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 28, 2016 Tuesday",191 of 227 DOCUMENTS,USA TODAY,Cameron rules out 'Brexit' revote; World markets plunge again; S&P cuts UK rating,"Jane Onyanga-Omara,, Kim Hjelmgaard, and John Bacon",NEWS; Pg. 1A,,676 words,,,"June 28, 2016",ENGLISH,,,photo AFP/Getty Images,,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,vote,leader,minister,Cameron,prime,monday,world,u.k.,British,EU,back,plan,party,call,resign,cabinet,Britain,second,referendum,market,negative,thursday,report,leave,work,stay,form,prepare,country,challenge,ahead,hold,abroad,home,secretary,nobody,face,opposition,member,shadow,European_Union,Brexit,Brussels,Johnson,Corbyn,laid,step,toward,brexit,rule,global,anxiety,heighten,implication,split,shuddered,reaction,pound,fall,lowest,value,decade,strip,perfect,aaa,credit,ratings,take,notch,seminal,event,lead,less,predictable,stable,effective,policy,framework,seek,retain,strongest,possible,economic,tie,must,turn,rest,speech,reiterate,position,detail,term,successor,october,conservative,unveiled,expedite,replace,nomination
,7,6,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 25, 2016 Monday",196 of 227 DOCUMENTS,USA TODAY,Leaked DNC emails ignite new tensions around convention; Sanders vows to rally around Clinton despite controversy,"Nicole Gaudiano, @ngaudiano, USA TODAY",NEWS; Pg. 5A,,686 words,,,"July 25, 2016",ENGLISH,,,"photo Craig Rubadoux, USA TODAY",,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,DNC,Clinton,Sanders,email,campaign,convention,official,democrat,sunday,sander,vote,Trump,monday,party,national,call,make,voter,primary,supporter,hope,open,resignation,suggest,release,question,faith,another,chairwoman,manager,step,week,plan,election,show,earlier,candidate,speech,rip,accord,note,agreement,access,support,behind,leak,apparently,appropriate,back,Wikileaks,Wasserman_Schultz,Democratic,project,image,unity,deliver,remark,scandal,subsequent,top,threaten,undermine,theme,senator,shocked,disappointed,hostile,toward,presidential,favor,former,secretary,hillary,among,thousand,use,hurt,rep,debbie,wasserman,schultz,refer,damn,liar,conclusion,close,address,delegate,stake,involved,americans,appearance,talk,focus,defeat,nominee,perhaps,worst,republican
,13,9,9,8,8,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 3, 2016 Wednesday",200 of 227 DOCUMENTS,USA TODAY,Why Elon Musk is a bad role model for small biz,"Rhonda Abrams, @RhondaAbrams , Special for USA TODAY",MONEY; Pg. 2B,,675 words,,,"August 3, 2016",ENGLISH,,,"photo Robert Hanashiro, USA TODAY",,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,challenge,entrepreneur,business,build,great,vision,many,may,much,electric,car,run,need,make,Elon_Musk,Musk,successful,time,tesla,plan,building,company,junkie,next,create,people,owner,future,call,master,already,musk,look,have,cash,other,often,meet,product,service,money,fact,founder,help,key,attention,employee,family,small,keep,try,investor,fund,reality,know,deliver,important,small_business,start_ups,slow,advise,past,week,maker,unveiled,content,concentrate,sexy,safe,desirous,lot,plate,massive,battery,plant,buy,oh,way,set,sight,develop,truck,autonomous,bus,program,true,entrepreneurial,visionary,prime,example,type,motivate,identify,four,cave,creativity,control,typically,beat
,11,8,7,6,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 19, 2016 Monday",208 of 227 DOCUMENTS,USA TODAY,Trump's 'birther' reversal replaces one lie with another,,NEWS; Pg. 7A,,485 words,,,"September 19, 2016",ENGLISH,,,"photo Jim Watson, AFP/Getty Images",,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,Trump,never,campaign,Obama,friday,lie,president,birther,Clinton,try,bear,2011,finally,much,true,supporter,sunday,repeat,correct,merely,claim,fringe,election,many,presidential,admit,United_States,seconds,vanquish,perpetrate,several,namely,might,extension,legitimately,tout,crackpot,theory,flirt,run,back,away,conced,event,period,trump,deserve,credit,ridiculously,belated,admission,declare,round,pope,apology,order,fuller,explanation,touch,reality,produce,weekend,instance,argue,essentially,make,issue,moot,director,latest,absurdity,2008,responsible,argument,clear,evidence,anyone,ever,publicly,question,citizenship,conway,speciously,cite,memo,write,primary,contest,2007,aide,suggest,contrast,illinois,childhood,exotic,upbringing,pursue,line,replace
,9,7,5,5,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 21, 2016 Wednesday",209 of 227 DOCUMENTS,USA TODAY,ExxonMobil shares drop on SEC probe,"Kevin McCoy, @kmccoynyc, USA TODAY",MONEY; Pg. 2B,,285 words,,,"September 21, 2016",ENGLISH,,,,,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,asset,company,report,regulator,accounting,value,ExxonMobil,SEC,share,confirmation,energy,information,financial,estimate,future,legal,billion,2016,impairment,U.S.,Exxon_Mobil,fall,tuesday,amid,federal,investigate,giant,practice,security,seek,spokesman,statement,probing,continue,plunge,global,oil,price,well,government,consider,new,climate,change,regulation,irve,already,respond,similar,question,raise,investigation,top,official,collectively,write,drilling,177,last,additional,quarter,accord,follow,suit,decline,comment,fully,comply,request,confident,meet,requirement,characterize,agency,appropriate,entity,examine,issue,related,reserve,communication,important,investor,annual,file,corporation,perform,assessment,whenever,event,circumstance,indicate,carry,amount,group,may,recoverable,operation,disposition
,5,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 13, 2016 Thursday",217 of 227 DOCUMENTS,USA TODAY,Ian McEwan in a 'Nutshell': A clever riff on 'Hamlet',"Kevin Nance, Special for USA TODAY",LIFE; Pg. 3D,,493 words,,,"October 13, 2016",ENGLISH,,,photo Urszula Soltys,,BOOK REVIEW,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,fetus,McEwan,sentence,nutshell,novel,Hamlet,new,time,premise,still,mother,make,instead,author,skill,write,know,already,feel,literary,great,rule,follow,take,narrator,plot,sure,something,task,Shakespeare,upside,woman,brief,brazenly,audacious,mcewan,a.,talese,doubleday,197,pp.,***,four,waste,announce,cleverness,tale,narrate,float,womb,aristocratic,pedigree,riff,claim,accessible,best,work,atonement,seem,eager,show,intellect,learn,impressive,polarize,fetuse,hear,pain,many,experience,newborn,ever,advanced,geopolitical,consciousness,mention,silken,prose,style,hand,giant,demonstrate,past,century,fiction,writer,bound,compel,we,mean,extraordinary,language,storytel,hesitation,unnamed,fall,muse,threat,climate
,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 25, 2016 Tuesday",218 of 227 DOCUMENTS,USA TODAY,Big battle is brewing over monster merger,"Rem Rieder, @remrieder, USA TODAY",MONEY; Pg. 2B,,772 words,,,"October 25, 2016",ENGLISH,,,"photo Mark Lennihan, AP",,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,deal,time,company,warner,CNN,content,merger,big,make,much,presidential,give,price,acquire,business,administration,transaction,news,Clinton,campaign,think,distributor,really,issue,worry,stuff,integration,consumer,concern,merge,take,distribution,swallow,show,run,player,vigorous,close,look,matter,partner,write,last,service,phone,brand,FCC,AOL,arrive,squarely,midst,we,word,bigly,start,tag,pay,cool,85.4,billion,real,money,scope,put,together,producer,whose,wide,array,holding,include,lot,prime,sheer,size,undertake,guarantee,current,climate,intense,scrutiny,federal,government,argue,serious,regulatory,compete,different,transmit,suit,call,vertical,true,advocate,control,single,entity,example,advantage
,8,7,7,6,6,5,5,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 26, 2016 Wednesday",219 of 227 DOCUMENTS,USA TODAY,"Election, jobs cited as consumer confidence falls in October","Paul Davidson, @Pdavidsonusat, USA TODAY",MONEY; Pg. 5B,,352 words,,,"October 26, 2016",ENGLISH,,,"photo Drew Angerer, Getty Images",,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,job,economist,uncertainty,consumer,expect,drop,presidential,condition,increase,confidence,fall,october,election,growth,index,outlook,september,2015,perception,survey,average,previous,price,past,share,americans,sharply,retreat,attribute,slow,decline,98.6,downwardly,revise,103.5,highest,early,current,dim,modest,101.5,accord,bloomberg,monthly,slowed,"161,000",august,boom,gain,"178,000","229,000",unemployment,employer,struggle,find,worker,hand,candidate,leverage,nudging,wage,although,pump,recent,regular,unleaded,still,bargain,2.22,roughly,flat,tie,divisive,may,ding,optimism,drive,heighten,level,political,rise,gasoline,lackluster,report,insight,write,note,client,earlier,chalk,sharp,sentiment,negative,impact,related,race,especially,among,26.2
,7,4,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 18, 2016 Friday",222 of 227 DOCUMENTS,USA TODAY,"Obama urges Trump against careless deals with Russia; President praises relations with Merkel, who vows to continue cooperation, global vision","Gregory Korte, @gregorykorte, USA TODAY",NEWS; Pg. 3A,,352 words,,,"November 18, 2016",ENGLISH,,,"photo Michael Sohn, AP",,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,Trump,Obama,president,approach,campaign,Russia,continue,policy,fall,deal,time,value,share,meeting,issue,globalization,Syria,Russian,Merkel,urge,successor,thursday,donald,trump,trap,seek,rival,power,sake,expediency,hope,cut,whatever,convenient,lead,problem,instead,take,constructive,find,area,cooperate,interest,align,willing,stand,russia,deviat,international,norm,warn,call,realpolitik,meet,perhaps,well,know,modern,practitioner,former,secretary,tremendous,respect,dr.,kissinger,appreciate,thought,statement,comment,extensive,election,often,influence,report,involvement,hack,opponent,email,public,entreaty,speak,important,ally,probably,last,presidency,impressed,smoothly,presidential,transition,go,we,sign,encouragement,cooperation,build,open,mind,cover
,8,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
