PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"June 22, 2005 Wednesday",5 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),SENATE FAILS; TO MANDATE; EMISSION CUT HEAT-TRAPPING GAS LIMIT IS VOLUNTARY,H. Josef Hebert The Associated Press,"LOCAL, Pg.A-11",,785 words,,,"June 22, 2005",ENGLISH,,,,,,,Copyright 2005 P.G. Publishing Co.
,measure,energy,gas,industry,emission,sen,inventory,Hagel,amendment,reduce,greenhouse,heat_trapping,mandatory,support,oil,resource,drilling,climate,voluntary,growth,carbon,proposal,Bush,president,approve,reduction,offshore,senator,coastal,development,bill,oppose,country,Senate,endorse,policy,pollution,environmentalist,conduct,call,change,offer,rely,slow,develop,burn,fossil,fuel,among,regional,lawmaker,later,five,give,argue,need,nothing,go,administration,already,approach,every,moratorium,climate_change,Sens,R_Ohio,D_W.Va,McCain,McCain_Lieberman,avoid,still,boost,government,cleaner,source,second,setback,agree,prelude,water,limit,attempt,strip,broad,fail,republican,rally,around,chuck,hagel,expansion,partnership,way,produce,lower,principal,many,scientist,believe
"March 25, 2005 Friday",216 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),KENNY B'S JOINS LIST OF EXTINCT EATERIES; ANOTHER DOWNTOWN RESTAURANT CLOSES ITS DOORS,"Elwin Green, Pittsburgh Post-Gazette","BUSINESS, Pg.B-15",,759 words,,,"March 28, 2005",ENGLISH,"March 26, 2005","The story yesterday about the closing of Kenny B's Eatery incorrectly reported that the Pittsburgh Steak Co. was located on Sixth Avenue, Downtown. It is on Carson Street on the South Side. In the same story, the name of Frank Sacco, owner of O'Leary's Restaurant at One Oxford Centre, was misspelled.","PHOTO: Darrell Sapp/Post-Gazette: Gary Geyer talks about his twice-a-day trips to Kenny B's restaurant since it opened on Sixth Street, Downtown. Geyer said Kenny B's was the 'Cheers' of Pittsburgh,"" referring to the Boston pub that was the subject of a long-running sitcom.
PHOTO: Darrell Sapp/Post-Gazette: Kenny B. Myer gets a skillet ready for an omlette yesterday at ""Kenny B's,"" Downtown. The restaurant opened in 1997.",,,,Copyright 2005 P.G. Publishing Co.
,restaurant,close,Kenny,Myers,myer,Downtown,door,time,pig,Buffett,last,owner,september,chef,business,Cuban,diner,ave,cultural,district,make,celebrity,tour,ham,send,much,side,return,play,go,next,stay,open,give,quickly,people,reason,among,tax,think,issue,point,friend,atmosphere,ceramic,customer,Bernadette_Peters,Barsotti,Susana_Maria,downtown,cook,dance,bill,serve,meal,123,sixth,location,choice,hangout,find,way,1998,sunday,morning,pancake,breakfast,buffet,b.,enjoy,ask,shoot,part,video,footage,agree,follow,kitchen,camera,every,pittsburgh,visit,ever,concert,june,dispute,landlord,move,own,buy,1997,work,co.,strip,upon,continue,cooking,can,street
,13,7,7,6,5,5,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 27, 2005 Sunday",217 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"LOSE THOSE BLUES, PITTSBURGH",,"BUSINESS, Pg.C-2",,974 words,,,"March 29, 2005",ENGLISH,,,"PHOTO: Darrell Sapp/Post-Gazette: Pittsburgh has a lot to be proud of when it comes to quality of life and business opportunities, says Steven G. Zylstra of the Pittsburgh Technology Council. This view of the city is from the Spring Hill neighborhood on the North Side.",,,,Copyright 2005 P.G. Publishing Co.
,Pittsburgh,region,industry,business,live,city,include,work,technology,pittsburgh,place,negative,asset,regional,represent,manufacturing,percent,company,recognize,center,rank,among,financial,major,building,Pittsburgh_Technology_Council,life,ample,attitude,wonderful,low,fortune,500,natural,home,forefront,grow,firm,force,tissue,engineering,highly,nationally,population,degree,economic,local,range,leader,still,headquarters,seven,industrial,great,cultural,cost,magazine,world,space,start_ups,Pennsylvania,let,concentrate,strength,move,almost,five,ago,lead,amaze,overall,quality,opportunity,perplex,persistent,hover,bemoan,shamble,youth,fleeing,floundering,suffer,bad,prophecy,succumb,hype,transform,hub,heavy,nimble,clout,exciting,resource,tightly,wave,community,better,many,know
,10,8,7,6,6,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 3, 2005 Sunday",220 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),MIAMI HERALD; FLORIDA IS EMERGING AS THE STATE OF THINGS TO COME. HOW A SOUTHERN STATE BECAME MIDDLE AMERICA,,"EDITORIAL, Pg.F-7 my point",,971 words,MIAMI,,"April 5, 2005",ENGLISH,,,,,,,Copyright 2005 P.G. Publishing Co.
,Florida,become,state,place,percent,growth,nation,ago,future,political,people,age,republican,Schiavo,modern,election,century,spring,symbol,may,cultural,economy,democrat,percentage,great,retirement,follow,swiftly,five,international,past,source,death,important,trend,country,air,go,else,much,mix,religious,result,clash,ever,instant,main,society,cause,population,almost,last,grow,1980,million,rate,history,community,governor,senator,point,case,add,way,overtime,landmark,stand,national,floridian,real_estate,Pinellas_Park,California,America,eight,decade,site,boom,real,estate,bust,venue,contentious,presidential,struggle,focus,drama,fate,woman,drip,imprint,voyage,de,leon,explorer,sunny,youth,daring,vision,establish
,19,10,7,6,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 6, 2005 Monday",228 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),COURT PLANNING; DARFUR INQUIRY,,"LOCAL, Pg.A-3",,576 words,,,"June 7, 2005",ENGLISH,,,,,,,Copyright 2005 P.G. Publishing Co.
,tunnel,mayor,city,Darfur,investigation,official,court,vote,world,conference,voter,truck,Italy,allegation,region,dozen,begin,announce,people,million,environment,accord,zone,join,bloc,alpine,shut,link,transport,minister,inside,traffic,United_Nations,San_Francisco,Switzerland,Swiss,passport_free,Europe,EU,French,France,Frejus,launch,formal,war,crime,troubled,familiar,case,analyze,situation,refer,rape,murder,plunder,april,follow,prepare,largest,important,handle,fledgle,body,establish,july,2002,prosecutor,decision,move,forward,monday,brief,plan,later,add,comment,officially,formally,vast,western,sudanese,scene,worst,humanitarian,crise,estimate,"180,000",die,many,hunger,disease,other,displace,conflict,february,2003,target,francisco,around
,5,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 6, 2005 Monday",229 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),COURT PLANNING DARFUR INQUIRY,,"WORLD, Pg.A-3 WORLD BRIEFS",,573 words,"THE HAGUE, Netherlands",,"June 7, 2005",ENGLISH,,,,,,,Copyright 2005 P.G. Publishing Co.
,tunnel,mayor,city,Darfur,investigation,official,court,vote,world,conference,voter,truck,Italy,allegation,region,dozen,begin,announce,people,million,environment,accord,zone,join,bloc,alpine,shut,link,transport,minister,inside,traffic,United_Nations,San_Francisco,Switzerland,Swiss,passport_free,Europe,EU,French,France,Frejus,launch,formal,war,crime,troubled,familiar,case,analyze,situation,refer,rape,murder,plunder,april,follow,prepare,largest,important,handle,fledgle,body,establish,july,2002,prosecutor,decision,move,forward,monday,brief,plan,later,add,comment,officially,formally,vast,western,sudanese,scene,worst,humanitarian,crise,estimate,"180,000",die,many,hunger,disease,other,displace,conflict,february,2003,target,francisco,around
,5,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 28, 2005 Tuesday",234 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"'A FRIEND IN PENNSYLVANIA'?; NATION'S 2ND-WORST CORPORATE NET INCOME TAX MUST BE CUT TO BOOST BUSINESS, JOBS;",,"BUSINESS, Pg.E-2 THE PRIVATE SECTOR",,1129 words,,,"June 29, 2005",ENGLISH,,,DRAWING: By Anita Dufalla/Post-Gazette:,,,,Copyright 2005 P.G. Publishing Co.
,tax,state,job,Pennsylvania,business,rate,creation,corporate,net,income,percent,past,grow,employer,make,company,country,rank,less,competitive,economy,pennsylvania,let,list,mean,opportunity,create,message,work,competitor,economic,fact,cut,need,know,use,rest,next,business_friendly,behind,ago,lower,greater,growth,provide,future,poor,instead,leader,consider,expand,operation,take,project,result,almost,every,better,small,place,development,force,attract,retain,profit,pay,service,time,across,people,many,legislator,reduce,problem,national,million,revenue,keep,must,current,phase,three,surplus,ability,change,good,capital,stock,franchise,investment,pennsylvanian,g.,mcguinn,section,sector,length,1129,word,accord
,25,23,20,20,13,9,9,8,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
"July 1, 2005 Friday",235 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"'DEGRASSI' COVERS REAL, VALUABLE LESSONS",,"ARTS & ENTERTAINMENT, Pg.C-5 TUNED IN",,1072 words,,,"July 2, 2005",ENGLISH,,,"PHOTO: Epitome Pictures, Inc.: Miriam McDonald is Emma and Mike Lobel is Jay in ""Degrassi: The Next Generation."" A summer run of episodes of the teen drama begins tonight on The N.",,,,Copyright 2005 P.G. Publishing Co.
,degrassi,channel,show,weather,forecast,time,star,series,plus,air,issue,new,instant,offer,live,WPXI,teen,drama,begin,summer,season,win,tackle,oral,sex,parent,cable,find,local,screen,week,change,severe,warning,tv,ABC,tonight,late,entertainment,weekly,run,best,episode,subject,teens,current,real,school,join,kid,go,locally,available,producer,sing,shift,life,much,bottom,really,national,regular,tape,meteorologist,give,news,provide,movie,reprise,role,fall,aliens,underwater,earth,American,Jude,CBS,sometimes,buzz,deafen,sit,pay,attention,case,1980,junior,high,generation,accolade,seemingly,every,recent,television,critic,association,child,program,currently,fourth
,11,10,9,9,8,7,6,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 15, 2005 Monday",239 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),FANTASTIC VOYAGE; TAKE A TRIP AROUND THE SOLAR SYSTEM WITH A BRAND NEW GUIDE,"Alana Semuels, Pittsburgh Post-Gazette","SCIENCE, MEDICINE & TECHNOLOGY, Pg.A-6",,815 words,,,"August 16, 2005",ENGLISH,,,"PHOTO: The dark ring in the foreground surrounds the central mountain peak of the 81-mile crater Herschel on Saturn's moon Mimas. This is among the images in ""The Grand Tour: A Traveler's Guide to the Solar System"" by William K. Hartmann and Ron Miller. / PHOTOWilliam K. Hartmann",,,,Copyright 2005 P.G. Publishing Co.
,space,Hartmann,planet,moon,early,book,find,life,part,solar,earth,Mars,think,giant,still,travel,satellite,mar,study,start,energy,time,new,lake,look,water,might,ice,old,real,estate,form,k.,hartmann,guide,astronomer,picture,recent,discovery,fact,serve,system,go,1961,right,argue,include,plan,mission,planetary,discover,million,alone,universe,pretty,future,other,well,Earth,William,Grand_Tour,Traveler,Solar_System,sick,petty,little,squabble,maybe,upon,progeny,frolic,free,pollute,hazy,air,check,io,volcanoe,active,st,hele,ns,enceladus,sea,exist,sheet,always,standby,hot,interplanetary,pittsburgh,native,agent,longtime,collaborator,paint,neighbor,share,historical
,12,10,8,7,7,6,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 9, 2005 Friday",244 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),TEXANS MOSTLY HOPEFUL ABOUT FUTURE,"MONICA HAYNES, PITTSBURGH POST-GAZETTE","NATIONAL, Pg.A-9",,485 words,HOUSTON,,"September 9, 2005",ENGLISH,,,"PHOTO: Dave Einsel/Getty Images: An evacuee student peeks out of her bus as she arrives at Douglass Elementary School yesterday in Houston. About 175 students are registered at Douglass which was closed for budgetary reasons, but the Houston Independence School District reopened the facility for children of evacuees from Hurricane Katrina.",,,,Copyright 2005 P.G. Publishing Co.
,Houston,city,evacuee,people,military,new,New_Orleans,resident,take,make,life,orlean,job,Morrison,future,place,find,government,thing,typically,know,education,good,think,expose,different,use,turn,culture,tourist,folk,nonmilitary,stay,personnel,everybody,Evans,sudden,influx,"200,000",hurricane,stride,express,optimism,neighbor,restaurant,south,waitress,transplant,power,em,feel,bad,hope,lose,dam,help,might,better,former,home,poor,point,kid,system,advanced,curriculum,opportunity,fresh,start,around,divergent,necessary,adjustment,side,houstonian,nonsocial,except,involved,organized,event,cater,habit,catering,open,arm,rightly,vincent,morrison,americans,can,away,veterans,service,officer,section,encounter,determine,assign,elsewhere
,6,5,5,5,5,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 2, 2005 Sunday",247 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"SHINE A LIGHT; THE WORLD CAN MANAGE, BUT NOT CURE, POVERTY, SAYS DOUGLAS MACKINNON. BUT LET'S BE HONEST ABOUT SOME OF ITS CATALYSTS",,"EDITORIAL, Pg.J-1",,739 words,,,"October 4, 2005",ENGLISH,,,"PHOTO: George Osodi/Associated Press: Lagos, Nigeria.",,,,Copyright 2005 P.G. Publishing Co.
,poverty,world,government,leader,ad,need,matter,United_Nations,give,2015,million,child,hunger,health,insurance,time,try,honesty,end,full_page,Poverty,sept,seem,city,head,story,food,pay,ask,eat,billion,we,every,die,issue,make,suffer,turn,number,white,bring,grow,experience,debate,point,many,live,go,better,never,opinion,racism,maybe,accept,steal,New_York,United_States,New_Orleans,accord,newspaper,awareness,around,lip,service,less,fortunate,simply,170,state,meeting,flipping,papers,notice,minority,poor,campaign,suggest,keep,promise,headline,read,programme,investment,banking,much,quietly,remind,americans,plus,fact,former,president,host,focus,climate,change,worldwide,exciting,war
,12,11,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 20, 2005 Thursday",251 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),SOUTHWEST A RARE BIRD IN INDUSTRY; LOW-COST CARRIER REPORTS PROFIT WHILE OTHER AIRLINES DIVE INTO THE RED,"David Koenig, The Associated Press","BUSINESS, Pg.C-14",,615 words,DALLAS,,"January 20, 2005",ENGLISH,,,"PHOTO: George Widman/Associated Press: Southwest Airlines jets are seen in front of a taxiing Delta jet at Philadelphia International Airport. Southwest reported a fourth-quarter profit yesterday, while American Airlines and Northwest Airlines had more than $800 million in losses.",,,,Copyright 2005 P.G. Publishing Co.
,million,price,fuel,share,per,quarter,2004,billion,Southwest,carrier,fourth,cut,analyst,industry,lose,cost,percent,airline,profit,fare,still,2005,loss,estimate,revenue,cent,earlier,American,AMR,high,business,lower,sign,end,executive,outlook,officer,difficult,though,performance,expect,predict,big,significantly,already,spend,rise,earn,U.S.,fourth_quarter,divide,winner,loser,stark,display,report,despite,low,800,evidence,chasm,separate,have,narrow,tough,investor,send,stock,quick,turbulence,cautious,grim,describe,chairman,chief,parent,company,call,disappointing,best,four,thanks,part,significant,period,eight,condition,brave,talk,imminent,turnaround,fortune,look,whole,lot,brighter,heavy,ray,neidl
,11,8,7,7,7,6,6,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 23, 2005 Wednesday",255 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"IN EUROPE, REACTION IS SURPRISE, SKEPTICISM","RICHARD BERNSTEIN, THE NEW YORK TIMES","WORLD, Pg.A-3",,564 words,"MAINZ, Germany",,"February 23, 2005",ENGLISH,,,,,,,Copyright 2005 P.G. Publishing Co.
,european,trans_Atlantic,Europe,president,paper,Bush,new,speech,follow,whether,bush,success,Brussels,trip,commentary,era,monday,skepticism,change,tone,talk,believe,editorial,common,take,four,we,relationship,diplomatic,issue,give,behind,commentator,election,make,American,U.S.,German,United_States,Iraqi,watch,clearly,glad,think,hostile,show,friendlier,conciliatory,side,still,news,night,heavily,ting,pronouncement,practical,cooperation,government,beginning,less,business,today,partnership,better,value,set,strategy,grand,design,far,away,ago,similar,vein,conservative,le,figaro,allow,spectacular,continue,suddenly,discover,exist,let,recognize,blame,fall,great,part,accept,elect,simply,fact,everybody,improve,guarantee,w.,understand,urgency
,7,6,6,5,5,5,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 25, 2005 Wednesday",260 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),ARE THE DOLLAR'S GAINS HERE TO STAY?,"Rachel Beck, The Associated Press","BUSINESS, Pg.E-7",,777 words,NEW YORK,,"May 25, 2005",ENGLISH,,,CHART: By AP; Telerate: (DOLLAR'S MOMENTUM),,,,Copyright 2005 P.G. Publishing Co.
,dollar,recent,currency,U.S.,may,percent,market,foreign,last,make,gain,economy,abroad,look,course,investor,time,price,happen,still,soon,corporate,greenback,appear,major,trading,partner,development,cost,depend,turn,accord,move,economic,go,elsewhere,climb,pressure,recently,largely,upward,less,trend,stay,way,deficit,eventually,foreigner,money,strong,stock,call,rise,turnaround,america,fine,beaten,batter,emerge,funk,significant,surely,positive,consider,cut,travel,anyone,venture,good,news,around,ask,expectation,kind,stuck,downward,slide,likely,much,begin,extend,end,lose,value,basket,federal,reserve,surprising,surge,euro,use,nation,near,high,tally,similar,pound,franc,many
,21,7,6,6,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 26, 2005 Sunday",272 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),HOME OF 'LORDS OF DOGTOWN' TURNS 100,"Daisy Nguyen, The Associated Press",TRAVEL; Pg. F-4,,3121 words,,,"August 19, 2006",ENGLISH,,,"PHOTO: Reed Saxon/Associated Press: A cyclist pedals down the bike path adjacent to the boardwalk in the Venice Beach area of Los Angeles. PHOTO: Ric Francis/Associated Press: Sasha Laing, left, and her daughter Mira, 7, take a boat ride down the Venice canals in Los Angeles. With its beach boardwalk and labyrinth of canals and walkways offering glimpses into lushly landscaped homes, Venice is one of the most pedestrian-friendly sections of Los Angeles. A visitor can spend an entire weekend here without needing a car.",,,Newspaper,Copyright 2005 P.G. Publishing Co.
,Venice,canal,local,venice,community,Los_Angeles,1970,today,west,resident,city,many,people,mile,draw,home,Kinney,call,movie,skateboarders,tell,fame,summer,history,look,much,found,1980,rest,line,beach,district,go,family,tour,offer,artist,street,festival,food,along,business,pier,next,Coney_Island,Pacific,Venice_of_America,various,incarnation,ghetto,sea,new,group,trailblazing,dogtown,lord,true,story,teens,whose,daring,move,revolutionize,skateboarding,gritty,screen,nothing,seaside,central,know,bodybuilding,culture,popularize,former,mark,centennial,celebration,way,buff,back,farther,original,vision,developer,century,ago,resort,town,model,legendary,we,amazing,sense,place,where,as,vast,overwhelming,live
,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 28, 2005 Monday",278 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"CHECHENS VOTE FOR NEW PARLIAMENT, BUT RIGHTS GROUPS DECRY ELECTION",Chicago Tribune,WORLD; Pg. A-4,,662 words,,,"November 29, 2005",ENGLISH,,,,,,Newspaper,Copyright 2005 P.G. Publishing Co.
,voter,election,vote,party,rule,province,president,group,percent,new,political,plan,national,candidate,seat,main,opposition,abortion,country,Russian,Chechnya,Moscow,Zimbabwe,republic,elect,parliament,report,police,assembly,mark,final,bring,separatist,independence,instead,call,give,include,last,monitor,cast,violence,poll,major,expect,result,senate,turnout,split,birth,control,death,nearly,legal,million,human_rights,Kremlin,view,kremlin,milestone,decried,activist,illegitimate,midst,guerrilla,war,abduction,torture,innocent,civilian,step,peace,fighter,battle,1994,eschew,negotiation,rebel,process,aim,mountain,degree,autonomy,establishment,constitution,approve,2003,follow,create,however,handle,conflict,argue,persistent,climate,fear,doubt,attempt,hold
,8,6,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 16, 2005 Friday",281 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),WE NEED THIS MEASURE TO ENCOURAGE BUSINESS INVESTMENT,F. MICHAEL LANGLEY Chief Executive Officer Allegheny Conference on Community Development Downtown,EDITORIAL; LETTERS TO THE EDITOR; Pg. B-6,,296 words,,,"December 16, 2005",ENGLISH,,,,,,Newspaper,Copyright 2005 P.G. Publishing Co.
,business,tax,Pennsylvania,time,fact,governor,budget,editorial,right,515,competitiveness,cut,make,revenue,strong,state,bill,part,process,support,dec.,issue,half,identify,priority,improve,wrong,endorse,never,bad,pennsylvania,competitive,place,hard,choice,every,spend,taxpayer,hb,golden,opportunity,send,message,fair,play,field,encourage,invest,job,facility,afford,change,collection,corporate,last,five,alone,cost,take,effect,january,2007,finally,do,well,try,route,prove,successful,arise,frustration,occur,2005,debate,coalition,work,improvement,past,bipartisan,desk,sign,political,ploy,proactive,effort,receive,overwhelming,ten,thousand,organization,across,small,large,manufacturing,biotech,yearn,progress,grow,prosper
,8,5,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
