PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"April 22, 2012 Sunday",1 of 426 DOCUMENTS,Pittsburgh Post-Gazette,GLOBAL WARMING ISSUE HARD TO QUELL EARTH DAY,"Don Hopey, Pittsburgh Post-Gazette","HEALTH, SCIENCE, MEDICINE & TECHNOLOGY; EARTH DAY; Pg. A-1",,1375 words,,,"April 23, 2012",ENGLISH,,,PHOTO: Robin Rombach/Post-Gazette: Climate-change expert Michael Mann says policymakers can't wait until questions are answered before they act on global warming.,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,climate,change,science,global,warming,world,gas,percent,still,stick,carbon,greenhouse,emission,hockey,mann,scientist,mo,fossil,fuel,make,professor,temperature,level,dioxide,part,public,scientific,reduce,study,need,Mr._Mann,show,decline,almost,policymaker,act,poll,americans,debate,question,include,already,University,Oreskes,due,director,produce,graph,"1,000",long,past,century,climb,grow,concentration,per,million,time,natural,recent,good,doubter,effort,evidence,awareness,weather,event,impact,ocean,higher,may,2010,journal,permafrost,large,accord,freeze,manmade,happen,successful,engineering,do,history,message,uncertain,many,believe,ms.,really,control,governance,regulation,armstrong,expert,modeling,find,percentage,high,last
"October 29, 2012 Monday",315 of 426 DOCUMENTS,Pittsburgh Post-Gazette,CHILE'S ALMA PROBES FOR ORIGINS OF UNIVERSE,"Luis Andres Henao, Associated Press","HEALTH, SCIENCE, MEDICINE & TECHNOLOGY; Pg. A-10",,1268 words,,,"October 30, 2012",ENGLISH,,,"PHOTO: Jorge Saenz/Associated Press : Painter Iver Osandor works on an antenna at the European assembly site at the Atacama Large Millimeter/submillimeter Array (ALMA) in northern Chile.\ \ PHOTO: Jorge Saenz/Associated Press: Radio antennas face the sky as part of one of the worlds largest astronomy projects, the Atacama Large Millimeter/submillimeter Array (ALMA) in Chajnator in the Atacama desert in northern Chile. Linked as a single giant telescope, the radio antennas pick up wavelengths of light longer than anything visible to the human eye and colder than infrared telescopes, which are good at capturing images of distant suns but miss planets and clouds of gases from which stars are formed. \ \ PHOTO: Jorge Saenz/Associated Press: Astronomer Bill Dent, left, engineer Rodrigo Amestica, center, and array operator Patricio Alvarez work at the Operations Support Facility.",,,Newspaper,Copyright 2012 P.G. Publishing Co.
,ALMA,telescope,astronomer,star,radio,eye,scientist,world,light,time,look,must,reach,make,last,use,already,gas,galaxy,structure,astronomy,dish,foot,essential,go,Chile,largest,plateau,visitor,human,red,climate,100,temperature,signal,spot,millimeter,array,complete,far,single,giant,wavelength,longer,anything,visible,combine,give,alma,mile,kilometer,result,resolution,sensitivity,assemble,surprise,observe,observatory,able,manager,compete,take,form,cloud,farther,beyond,sky,infrare,scientific,operation,begin,final,surround,material,life,billion,project,space,development,professor,create,sensitive,sea,level,precision,trip,hour,view,ever,control,room,near,sleep,we,still,much,ask,many,can
,12,9,7,7,6,6,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"December 7, 2012 Friday",324 of 426 DOCUMENTS,Pittsburgh Post-Gazette,CROWDS GREET HAMAS CHIEF ON HIS FIRST VISIT TO GAZA STRIP,"Ibrahim Barzak and Mohammed Daraghmeh, Associated Press",WORLD; Pg. A-1,,341 words,,,"December 8, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,Hamas,Israel,militant,Gaza,group,Israeli,chief,visit,child,mashaal,prime,minister,assassinate,round,target,Gaza_Strip,Islamic,Egyptian,Mr._Mashaal,exile,hamas,break,tear,today,arrive,landmark,trip,reflect,grow,international,acceptance,defiance,leave,lead,cross,border,gazan,soil,prostrate,gesture,thanksgiving,recited,traditional,prayer,kiss,ground,greet,crowd,official,representative,rival,party,mo,welcome,kill,recent,wear,uniform,thousand,supporter,line,street,drive,wave,flash,victory,sign,take,place,window,change,climate,balance,power,among,faction,nation,receive,boost,rise,parent,movement,fundamentalist,follow,spring,revolt,especially,depose,president,barely,tolerate,cooperate,blockade,overran,2007,dream,historic,moment,entire
,8,5,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 14, 2012 Friday",325 of 426 DOCUMENTS,Pittsburgh Post-Gazette,OBAMA WILL STRUGGLE TO AVOID THE SECOND-TERM CURSE,DICK POLMAN,EDITORIAL; Pg. A-7,,469 words,,,"December 18, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,mo,million,vote,obama,re_election,act,often,curse,scandal,capital,spend,candidate,second,president,last,show,interpret,mandate,change,decide,republican,bush,make,campaign,clearly,tax,poll,GOP,f.,scott,fitzgerald,famously,life,require,try,anyway,strike,fail,fulfill,promise,let,warning,century,bedevil,every,leader,force,office,whose,seed,sow,whacked,asleep,switch,impeach,expose,wayward,attention,team,weary,sometimes,sloppy,endure,guy,charge,foolishly,sweeping,back,1936,d.,roosevelt,landslide,give,license,expand,pack,ideological,ally,thwart,reinvigorate,party,thrash,midterm,election,recently,example,w.,boast,people,clear,earn,political,intend,mission,privatize,2005,wear,talk,privatization
,5,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 4, 2012 Wednesday",329 of 426 DOCUMENTS,Pittsburgh Post-Gazette,"THE YEAR AHEAD; AT HOME AND ABROAD, THE UNITED STATES FACES BIG CHALLENGES",Dan Simpson,EDITORIAL; Pg. B-7,,1014 words,,,"January 5, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,2012,problem,Israel,world,become,government,America,Iran,development,may,threat,likely,frack,big,war,increasingly,million,percent,present,second,British,Cameron,United_States,caucuse,base,reason,result,game,part,matter,americans,whether,drive,campaign,long,case,potential,president,natural,2011,particularly,election,trouble,earthquake,site,might,give,area,prime,minister,piece,program,ii,face,already,back,approach,group,ultraorthodox,minority,another,Iowa,American,Texas,U.S.,United_Kingdom,Middle_East,China,decision,write,week,practical,column,shell,know,time,slow,news,period,conclude,funeral,interesting,follow,up,downs,reject,senator,float,top,punch,bowl,blond,virtue,redeem,shiftiness,real,subject,expect,ahead
,10,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 11, 2012 Saturday",337 of 426 DOCUMENTS,Pittsburgh Post-Gazette,"GREECE DESCENDS INTO TURMOIL AS IT FACES AUSTERITY MEASURES; CABINET DEFECTIONS, VIOLENT PROTESTS ROCK DEBT-LADEN NATION AMID FEARS OF CUTS","Niki Kitsantonis and Rachel Donadio, The New York Times",WORLD; Pg. A-4,,729 words,,,"February 14, 2012",ENGLISH,,,"PHOTO: Louisa Gouliamaki/Agence France-Presse/Getty Images: Riot police detain a man during a 48-hour general strike Friday in Athens, Greece. Greek protesters threw stones and firebombs at emergency personnel, who responded with tear gas as clashes erupted on the sidelines of a protest against new austerity cuts.",,,Newspaper,Copyright 2012 P.G. Publishing Co.
,Greece,minister,measure,leader,austerity,bailout,Greek,coalition,country,expect,lender,troika,party,European,default,deal,money,take,finance,believe,negotiation,Europe,Athens,friday,fragile,interim,prime,commitment,follow,cabinet,amid,lawmaker,percent,government,option,pay,politician,demand,foreign,exchange,170,billion,make,creditor,debt,lose,confidence,lack,meeting,thursday,budget,fail,vote,seat,Mr._Papademos,place,hang,balance,plunge,turmoil,express,doubt,remake,economy,achieve,solvency,wave,defection,street,protest,turn,violent,general,strike,tell,must,approve,include,cut,benchmark,minimum,wage,layoff,suffer,disorderly,social,dislocation,eventual,exit,single,currency,televise,speech,threaten,eject,object,reject,allow,high
,12,8,6,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 15, 2012 Wednesday",338 of 426 DOCUMENTS,Pittsburgh Post-Gazette,VILSACK MAKES AGRICULTURE A HIGH-GROWTH AREA,Albert R. Hunt,EDITORIAL; Pg. A-7,,704 words,,,"February 16, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,mo,vilsack,farmer,president,agriculture,secretary,farm,issue,export,billion,last,percent,U.S.,Iowa,five,governor,become,family,agricultural,name,politics,administration,force,vice,later,emerge,grassley,high,boost,negative,income,estimate,time,record,market,surplus,ago,visit,food,group,win,avid,political,junky,probably,current,occupant,post,may,join,short,list,sector,bright,spot,rough,economy,popular,former,appreciation,policy,success,story,usually,start,celebrating,150th,birthday,backwater,serve,pacify,disgruntled,memorable,owe,prominence,controversy,creative,challenger,cold,war,utter,racist,joke,office,three,effective,respected,chief,good,job,sen,charle,fellow,iowan,veteran,lawmaker,give,grade,settle
,6,6,6,6,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 20, 2012 Tuesday",345 of 426 DOCUMENTS,Pittsburgh Post-Gazette,IN THEIR OWN WORDS\ COMPANIES SHARE THEIR STORIES OF GLOBALIZATION,"Timothy Drake, Director of Market Development, Aspex Corp., an FEI company; Abreu, President and CEO of Bayer Business and Technology Services LLC; Les Dutka, CEO, Echo International",BUSINESS; Pg. E-29,,943 words,,,"March 21, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,company,global,product,world,business,Aspex,solution,material,family,translate,language,need,training,Echo_International,electron,microscopy,support,industrial,provide,grow,new,market,international,many,flight,client,translation,Aspex_Corp.,Germany,FEI,Bayer,lead,cost,scan,expansion,document,process,control,automotive,number,country,percent,last,increase,work,bayer,gateway,belong,take,travel,meeting,find,home,time,colleague,wait,board,baby,grin,face,organization,echo,cultural,change,launch,initiative,intercultural,division,service,faster,efficient,write,China,Pittsburgh_International_Airport,Pittsburgh,multi_language,world_ready,corp,provider,integrate,microanalysis,found,1992,response,limitation,associate,traditional,soon,introduce,personalize,position,force,community,give,platform,today,system,rapidly,automatically
,12,6,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 23, 2012 Friday",346 of 426 DOCUMENTS,Pittsburgh Post-Gazette,U.S. ENERGY PRODUCTION RISES WHILE USE DECLINES,"Clifford Krauss and Eric Lipton, The New York Times",NATIONAL; Pg. A-1,,1349 words,,,"March 23, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,oil,gas,price,drilling,energy,new,use,administration,industry,production,million,water,federal,percent,fuel,frack,nation,increase,rise,gulf,time,gasoline,president,policy,make,include,open,land,extract,barrel,less,drive,foreign,economy,import,2005,start,environmental,produce,fall,factor,technique,help,force,field,work,car,Texas,West_Texas,Mexico,U.S.,know,unmistakable,crude,decade,decline,technology,week,americans,pump,recession,people,fewer,mile,replace,older,vehicle,faster,take,consumption,closer,liquid,record,high,story,bush,advance,expensive,economics,demand,diesel,domestic,reduce,three,become,surge,without,wyoming,problem,formation,expand,2008,global,warming,fossil,recently,propose,oilman,deep
,25,13,12,11,8,7,7,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"March 25, 2012 Sunday",347 of 426 DOCUMENTS,Pittsburgh Post-Gazette,'FINDING YOUR ROOTS',ROB OWEN,ARTS & ENTERTAINMENT; TUNED IN TV PREVIEW; Pg. TV-1,,673 words,,,"March 29, 2012",ENGLISH,,,"PHOTO: Henry Louis Gates Jr., pictured\ PHOTO: (For two photos) Musicians Branford Marsalis and Harry Connick Jr. are featured.",,,Newspaper,Copyright 2012 P.G. Publishing Co.
,genealogy,series,mr.,gate,show,episode,jr.,find,tonight,trace,family,think,root,name,begin,white,people,agree,debut,feature,celebrity,political,figure,thing,ancestry,back,original,do,full,interest,grandfather,imagine,look,go,interview,tree,advance,americans,noting,ancestor,have,country,host,ever,hour,give,change,mind,email,NBC,Henry_Louis_Gates,Robert_Downey,PBS,Barbara_Walters,calif,2006,four,pbs,professor,debute,life,latest,iteration,premiere,musician,p.m.,mayor,rep.,public,upcoming,include,l.,jackson,dr.,sanjay,gupta,amazing,january,press,conference,18th,bear,1397,idea,mistake,turn,waremwasser,july,1960,gather,bury,skin,call,casper,behind,dead,stand,open,casket
,9,8,8,8,6,6,5,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 21, 2012 Saturday",355 of 426 DOCUMENTS,Pittsburgh Post-Gazette,FDA FOR SECURITIES COULD AVERT CRISES,Eric Posner & Glen Weyl,BUSINESS; BUSINESS FORUM\; Pg. A-7,,716 words,,,"April 24, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,financial,risk,bond,derivative,new,trading,speculation,product,use,buy,make,market,require,government,useless,economic,create,crisis,subject,regulation,swap,pay,default,federal,drug,credit_default,Greek,agency,look,way,trader,people,sell,waste,cause,commission,must,system,dangerous,seem,hedge,evade,institution,gamble,cheaply,2000,tax,price,mutual,fund,enable,prove,review,U.S.,CDS,Commodity_Futures_Trading_Commission,february,chairwoman,security,rein,computer,algorithm,lightning,speed,instantaneous,profit,resource,disruption,right,realize,issue,edge,vaster,problem,significant,intervention,larger,challenge,much,devote,advance,important,interest,time,control,wasteful,approval,sort,examination,apply,medicine,quack,peddle,sometimes,tonic,radium,water,yet,harm
,12,9,8,6,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 6, 2012 Sunday",359 of 426 DOCUMENTS,Pittsburgh Post-Gazette,CITIES: ENGINES OF GROWTH; THE ONLY PROBLEM IS THAT MANY OF THEM ARE TOO EXPENSIVE TO LIVE IN,EZRA KLEIN,EDITORIAL; Pg. B-4,,861 words,,,"May 9, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,city,make,economic,mo,growth,people,productive,country,development,avent,americans,percent,increase,live,area,richer,three,glaeser,focus,yglesias,rent,high,productivity,density,best,regulation,prohibitively,expensive,impossible,policy,Phoenix,basic,remarkable,pretty,develop,past,economy,economist,smarter,double,work,real,idea,buy,another,engage,example,computer,industry,place,mean,yet,ability,benefit,do,typical,household,almost,reason,supply,housing,building,cost,new,important,argue,effectively,news,China,America,Silicon_Valley,San_Francisco,driver,much,every,simple,migration,rural,dense,strategy,terrific,book,importance,triumph,ed,detail,world,supercharge,human,ingenuity,ryan,narrowly,role,play,better,matt,well,damn,similar
,10,10,6,6,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 17, 2012 Thursday",362 of 426 DOCUMENTS,Pittsburgh Post-Gazette,HAVE A PLAN FOR YOUR MARKET VISITS,"Monica Eng, Chicago Tribune",FOOD; Pg. E-7,,613 words,,,"May 18, 2012",ENGLISH,,,"PHOTO: Tony Tye/Post-Gazette: Rick Westerfield of Mt. Lebanon has a coffee stall at Farmers@Firehouse, an organic farmers market in the 2200 block of Penn Avenue in the Strip District. He used to own Aldo Coffee in Mt. Lebanon.",,,Newspaper,Copyright 2012 P.G. Publishing Co.
,farmer,produce,market,make,buy,best,shopping,use,time,week,take,talk,ask,bag,local,cooking,berry,end,plan,advice,list,offering,tip,follow,arrive,freshest,think,much,cook,long,stay,selection,deal,home,item,prep,bring,meat,dairy,organic,certain,issue,chef,area,season,price,town,neighborhood,rebirth,renewal,agriculture,resolution,smarter,aspirational,spree,leave,we,kitchen,full,arugula,moldy,severe,guilt,resolve,ahead,shop,smart,embrace,reality,busy,schedule,still,spectacular,meal,course,pull,help,author,veterans,offer,expert,laura,c.,martin,locally,grow,portrait,heartland,strategic,marketing,/b,may,seem,contradictory,versus,inspire,know,base,priority
,10,10,7,6,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 6, 2012 Thursday",384 of 426 DOCUMENTS,Pittsburgh Post-Gazette,GO FIGURE: A YEAR WHEN 9 + 12 = 600,Gene Collier,SPORTS; Pg. C-4,,800 words,,,"September 7, 2012",ENGLISH,,,PHOTO ILLUSTRATION: Peyton Manning provides the first challenge of the 2012 season.,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,number,game,need,history,steeler,NFL,season,might,time,yard,600,nine,player,happen,take,win,go,record,interception,return,Steelers,mean,become,team,think,pass,sunday,touchdown,make,late,Denver,least,inch,really,coach,pad,level,begin,various,probably,play,nfl,manning,four,night,well,chance,avoid,better,nov,kickoff,Ravens,Ray,Reed,Cribbs,keep,hearing,around,people,always,tell,include,football,expert,pretend,actually,know,stuff,general,audience,concern,platitude,put,best,way,understand,week,randomly,select,try,align,expectation,yes,seriously,example,important,pittsburgh,2012,franchise,80th,40th,turn,sorry,fortune,another,big,iconic,divisible,constitute
,11,8,8,8,7,7,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 13, 2012 Thursday",389 of 426 DOCUMENTS,Pittsburgh Post-Gazette,THE MAGIC IS GONE,ROSS DOUTHAT,EDITORIAL; Pg. A-7,,816 words,,,"September 14, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,speech,president,enough,seem,we,Mr._Obama,era,almost,end,last,longer,make,obama,vote,time,positive,agenda,look,deficit,new,deal,tax,reform,party,nothing,Democratic,Mr._Romney,candidate,actual,thursday,deliver,convention,presidency,still,voter,republican,campaign,mo,leave,public,save,economic,november,defend,policy,take,possible,modest,remotely,likely,second,term,give,change,help,return,normalcy,late,1990,politician,normal,face,lead,American,Charlotte,Barack_Obama,Bush,short_term,politics,begin,exactly,eight,ago,youthful,soar,steal,show,nominee,intent,purpose,night,n.c.,incumbent,perhaps,major,address,plodding,hectoring,tacitly,acknowledge,idea,option,master,fate,necessarily,mean,beloved,supporter,regard
,7,7,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 14, 2012 Wednesday",409 of 426 DOCUMENTS,Pittsburgh Post-Gazette,MILLIONS IN UPDATES CALLED FOR TO REVIVE RETAIL DOWNTOWN,"Mark Belko, Pittsburgh Post-Gazette",BUSINESS; Pg. A-1,,855 words,,,"November 20, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,task,force,new,retail,improvement,street,part,Downtown,Smithfield,Wood,million,facade,propose,retailer,build,office,Forbes,include,lane,tree,take,place,Fifth,bike,better,plan,downtown,city,report,district,convert,space,building,sidewalk,upgrade,near,forb,call,renovation,light,enhance,mayor,marketing,campaign,center,target,goal,local,business,today,work,host,apartment,last,initiative,potential,corridor,major,redevelopment,already,three,idea,exist,expand,side,gateway,parking,lighting,overall,skyscraper,pollock,have,make,never,Market_Square,Grant_Street,dollar,climate,conven,luke,ravenstahl,strategy,attract,retain,well,tout,core,specific,name,state,support,encourage,unique,destination,boutique,addition,recommend,creation,association
,10,10,9,7,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
