PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"November 30, 1997, Sunday",2 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),MAN AND NATURE FEELING THE HEAT,"JOBY WARRICK, THE WASHINGTON POST","WORLD, Pg. A-10",,1456 words,"SANBORN, N.D.",,"December 3, 1997",ENGLISH,,,,,,,Copyright 1997 P.G. Publishing Co.
,warming,scientist,climate,change,global,Earth,greenhouse,temperature,gas,carbon,atmosphere,effect,satellite,know,continue,heat,scientific,human,planet,small,measurement,town,go,computer,new,possible,record,city,recent,range,debate,world,major,warm,balance,far,nation,reach,point,amount,data,question,evidence,level,degree,argue,dioxide,way,make,century,add,Sanborn,Albritton,100,forecast,week,mean,freeze,bring,fact,predict,steadily,grow,farmer,mild,eventually,flood,believe,water,enormous,around,model,can,yet,impact,consensus,real,likely,many,prominent,atmospheric,there,significant,decade,begin,important,influence,base,rise,fall,theory,fully,cut,research,fuel,journal,still,produce,link
,Pittsburgh,part,mayor,think,city,people,new,difficult,term,take,look,four,give,job,life,lot,different,thing,last,go,second,ahead,better,happen,reason,need,opportunity,good,quality,major,team,community,greatest,budget,toughest,challenge,right,love,particularly,system,crime,difficulty,spaghetti,event,remember,riverfront,eve,time,back,around,business,run,consummate,politician,answer,trick,question,resolution,listen,goal,next,really,pittsburgher,feeling,end,we,beginning,investment,encourage,optimistic,future,hope,yes,puzzle,work,stay,summation,league,ball,great,park,convention,center,housing,nice,neighborhood,safe,generally,speak,creation,maintenance,continue,improvement,focus,consider,accomplishment,arrive,structurally,balance
,10,9,6,6,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 31, 1997, Wednesday",183 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"FOR RIDGE, GOP '97 WAS A VERY GOOD YEAR","PETER J. SHELLY, POST-GAZETTE HARRISBURG CORRESPONDENT","STATE, Pg. A-6",,552 words,HARRISBURG,,"December 31, 1997",ENGLISH,,,,,,,Copyright 1997 P.G. Publishing Co.
,state,tax,ridge,1997,school,make,increase,store,charter,million,gas,registration,fee,new,cut,take,back,plan,administration,next,Ridge,400,electric,competition,yet,date,introduction,job,look,three,business,education,democrat,five,six,local,board,approve,group,standard,help,boost,go,effect,along,worried,grade,package,cross,finish,line,usher,era,gov,proposal,sell,fizzle,legislator,crack,criminal,toughening,penalty,rape,case,felony,give,person,drug,without,knowledge,target,pedophile,crime,contact,minor,internet,illegal,purpose,tough,welfare,rule,impose,time,limit,recipient,put,heavy,emphasis,people,roll,kind,pretty,good,if,start,try,ago,have,furthest
,10,8,8,6,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 18, 1997, Sunday",189 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),50 YEARS AFTER EUROPE'S MIRACLE; EUROPEAN UNION IS NEXT FALTERING STEP IN MOVE TOWARD COMMUNAL SUCCESS,"RAY MOSELEY, CHICAGO TRIBUNE","WORLD, Pg. A-4",,1499 words,LONDON,,"May 20, 1997",ENGLISH,,,"PHOTO, PHOTO: George C. Marshall",,,,Copyright 1997 P.G. Publishing Co.
,Europe,U.S.,Marshall_Plan,European,plan,war,today,may,currency,government,cold,economy,country,foreign,policy,nation,national,president,take,new,question,common,aid,European_Union,Britain,people,continent,marshall,1947,act,control,participate,make,member,time,end,level,America,American,Congress,Netherlands,Moscow,NATO,Poland,France,Soviets,lay,near,face,starvation,spread,state,choose,june,know,takeover,convinced,attempt,perhaps,yet,bankrupt,many,century,provide,billion,four,gross,product,join,50th,anniversary,hold,official,speech,beset,challenge,grow,within,change,reform,way,summit,toward,achieve,adoption,single,mark,date,1999,expansion,overcoming,agreement,likely,april,relationship,conclude,other,economic,dispute
,19,10,9,9,7,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"June 1, 1997, Sunday",192 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),POPE RETURNS HOME TO POLAND WITH JOY; EAGERNESS TO SEE HIM IS EVIDENT ALL OVER WROCLAW,"JANE PERLEZ, THE NEW YORK TIMES","WORLD, Pg. A-4",,664 words,"WROCLAW, Poland",,"June 2, 1997",ENGLISH,,,"PHOTO, PHOTO: Leszek Wdowinski/Reuters: Pope-arazzi/Bishops take photographs; of Pope John Paul II upon his arrival at the International Eucharistic; Congress in the People's Hall in Wroclaw yesterday.; The Pope, who is on an 11-day visit to his native land, said Poland was; well qualified to become a fully-fledged member of Europe. It has the; fastest-growing economy in Central Europe, and inflation and unemployment are; steadily dropping. (Photo, Page A-1)",,,,Copyright 1997 P.G. Publishing Co.
,pope,Poland,this,expect,place,political,party,abortion,church,Europe,Kwasniewski,Solidarity,return,note,canopy,away,take,await,country,become,pole,role,may,sit,welcoming,speech,former,communist,leader,visit,support,especially,Krakow,Roman_Catholic_Church,unseasonable,cold,wet,express,pleasure,back,roof,parental,home,tiniest,detail,object,recall,precious,weather,smile,unscript,aside,familiar,rain,pelt,side,erect,windswept,airport,ancient,city,160,mile,northwest,native,sun,strong,austere,climate,serious,theme,pilgrimage,invitation,join,well,qualified,member,economy,inflation,unemployment,steadily,drop,convinced,huge,potential,talent,spirit,intellect,play,meaningful,family,nation,wish,motherland,bottom,heart,turn,believe,suffer
,11,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 30, 1997, Sunday",205 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),PEOPLE IN AKRON KNOW HOW TO TALK ABOUT RACE RELATIONS; CITY WILL HOST CLINTON'S FIRST FORUM ON TOPIC,"ANN SCALES, THE BOSTON GLOBE","NATIONAL, Pg. A-8",,1217 words,"AKRON, Ohio",,"December 3, 1997",ENGLISH,,,,,,,Copyright 1997 P.G. Publishing Co.
,city,race,black,white,know,racial,go,relation,together,church,people,Akron,congregation,local,talk,project,police,school,Clinton,Brown,Hendler,conversation,rev,make,rubber,organization,another,join,dialogue,town,meeting,community,family,way,sunday,group,home,chief,University,Frey,president,call,back,office,parkway,better,social,many,give,resident,issue,ever,officer,series,1993,become,effort,promote,event,along,try,it,battle,councilor,this,parishioner,downtown,akron,choir,exchange,improve,form,visit,share,tend,break,barrier,piece,though,four,lawyer,every,speaker,kind,person,think,executive,operate,create,workshop,sign,seek,set,order,comfortable,percent,late,fire,system
,13,11,10,9,9,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"December 2, 1997, Tuesday",206 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"FOR SOME, GLOBAL WARMING IS LAPPING AT THEIR FEET","DEXTER FILKINS, LOS ANGELES TIMES","WORLD, Pg. A-10",,615 words,"THULUSDHOO, Maldives",,"December 3, 1997",ENGLISH,,,,,,,Copyright 1997 P.G. Publishing Co.
,island,nation,sea,country,Maldives,level,rise,we,small,maldive,ocean,wall,global,warming,death,percent,less,foot,mean,environmental,minister,consequence,cutback,gas,state,other,push,begin,1990,inch,mile,take,another,Japan,sandbar,dry,idea,best,leave,scientist,drow,eighty,sparkling,sweep,"1,180",sit,water,surface,credible,scenario,entire,vanish,refuge,former,affair,if,nothing,do,underwater,sometime,future,fear,penetrate,consciousness,"263,000",people,spur,talk,action,intensity,unseen,create,deep,sense,frustration,fewer,"3,000",automobile,perish,control,representative,150,gather,week,negotiate,output,link,carry,urgent,pleas,world,erode,coastline,national,catastrophe,extinction,responsible,problem,feel
,10,6,6,6,6,5,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 10, 1997, Wednesday",207 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),NATIONS NEARING WARMING ACCORD,"WILLIAM K. STEVENS, THE NEW YORK TIMES","WORLD, Pg. A-1",,612 words,"KYOTO, Japan",,"December 11, 1997",ENGLISH,,,,,,,Copyright 1997 P.G. Publishing Co.
,country,emission,percent,gas,greenhouse,talk,cut,target,United_States,Estrada,negotiator,agreement,reduction,proposal,level,develop,bind,move,deal,later,today,chairman,carbon,dioxide,1990,period,average,meeting,different,reduce,the,think,degree,world,include,effort,technology,rich,submit,European_Union,Bjerregaard,U.S.,150,closer,require,industrial,firm,continue,elude,deadline,loom,discussion,focus,put,forth,2005,2010,calculate,annual,overall,group,assign,accord,economic,profile,thus,4.5,instance,fall,within,narrow,band,range,increase,permit,trend,positive,recess,2:30,a.m.,environment,commissioner,ritt,morning,international,reach,make,tell,senior,official,indicate,imminent,train,basically,ready,ride,issue,six,important
,10,10,7,5,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 18, 1997, Sunday",213 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),FOREIGN LANGUAGES PROLIFERATE IN SCHOOLS,MARY NIEDERBERGER,"METRO, Pg. NW-7",,1288 words,,,"May 24, 1997",ENGLISH,,,"PHOTO (3), PHOTO: Robert J. Pavuchak/Post-Gazette: During a visit to Fort Allen; Elementary School, members of the Hempfield Area High School Japanese Club; helped youngsters get immersed in Japanese culture in a variety of ways.; Dancers dressed in yukata, summer kimonos made of cotton instead of; traditional silk, perform a summer festival dance called hanagasa.; PHOTO: Darrell Sapp/Post-Gazette: Tokyo native Shigeko Beilstein of; Monroeville goes over a lesson for second-graders at Baker Elementary School; in Upper St. Clair.; PHOTO: Darrell Sapp/Post-Gazette: Fourth-grader Elysia Groschwitz shows her; kimono to her classmates as part of a Japanese cultural event at Library; Elementary School in the South Park School District.  Her mother Sylvia, who; is part Japanese, gave her the outfit.",,,,Copyright 1997 P.G. Publishing Co.
,language,student,school,Japanese,study,level,teach,district,program,grade,foreign,elementary,offer,Spanish,learn,curriculum,use,class,high,instruction,teacher,start,guideline,make,French,Norwin,week,graduate,education,plan,department,become,three,add,well,way,japanese,hire,have,international,go,pilot,world,Chartiers_Valley,Quince,Washington_County,Hempfield_Area,number,identify,sing,song,name,part,kindergarten,wave,bilingual,time,throughout,state,new,interested,we,global,need,supervisor,nontraditional,satellite,dish,director,lower,fall,magnet,career,city,create,four,spanish,choice,seem,introduce,five,take,st,clair,business,different,system,exist,old,history,Western_Pennsylvania,foreign_language,Education,Russian,Upper,second_graders,Anderson,Hempfield,warm
,25,19,13,13,11,10,9,9,9,9,8,7,7,7,6,6,6,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"April 30, 1997, Wednesday",220 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),FOREIGN LANGUAGES IN KINDERGARTEN,MARY NIEDERBERGER,"METRO, Pg. S-1",,1239 words,,,"May 1, 1997",ENGLISH,,,"PHOTO (3), PHOTO: Darrell Sapp/Post-Gazette photos: Eight-grader Kelly Fillman,; 14, chats with Ute Hedine, 17, a student from Leverkusen, Germany, who helped; re-create a German cafe at Fort Couch Middle School, Upper St. Clair. The; German visitors also gave German lessons to students at Baker Elementary.; Photo: Tokyo native Shigeko Beilstein of Monroeville goes over a Japanese; lesson for second-graders at Baker Elementary in USC.; Photo: Darrell Sapp/Post-Gazette: Teacher Judy Casturo talks to students in; her German-language class and foreign exchange students visiting the school; from Leverkusen, Germany, in a classroom decorated as a German cafe at Fort; Couch Middle School in Upper St. Clair.",,,,Copyright 1997 P.G. Publishing Co.
,language,student,foreign,program,school,district,teach,Spanish,level,elementary,study,offer,st,clair,Japanese,Upper,learn,German,high,grade,class,education,week,kindergarten,teacher,guideline,curriculum,include,pilot,name,take,time,graduate,start,make,educator,traditional,three,course,continue,exploratory,choose,middle,use,Chartiers_Valley,Quince,French,friday,number,identify,shape,sing,song,bilingual,certified,hot,throughout,state,plan,department,write,new,interested,lower,add,fifth,sixth,last,lesson,college,become,create,parent,hire,word,expand,five,eighth,certification,change,feed,second,grader,business,system,history,English,Western_Pennsylvania,Education,Germany,Hempfield,Norwin,warm,sunny,morning,kindergartner,primary,wound,ready
,29,22,16,16,14,12,10,10,9,8,8,8,8,8,8,8,7,7,6,6,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"June 2, 1997, Monday",222 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),TURBULENT SKIES; EUROPE SHOULDN'T DAMPEN RELATIONS OVER BOEING'S MERGER,,"EDITORIAL, Pg. A-12",,599 words,,,"June 2, 1997",ENGLISH,,,,,,,Copyright 1997 P.G. Publishing Co.
,merger,trade,EU,regulator,American,European,regulatory,America,nation,free,commercial,agreement,manufacturer,Airbus,important,trading,partner,week,bilateral,adopt,mutual,recognition,political,protect,local,difference,time,concern,principled,matter,douglas,propose,consumer,stand,airliner,market,may,global,Netherlands,Boeing_McDonnell,Mr._Van_Miert,three,much,make,potential,truth,bloc,moreover,bastion,affluent,society,espouse,virtue,capitalism,democracy,essential,international,stage,help,spread,gospel,develop,last,president,official,amid,marshall,plan,commemoration,announce,deepen,tie,negotiator,complete,recognize,accept,standard,number,appliance,pharmaceutical,telecommunication,equipment,notion,find,krupp,coffee,maker,safe,certification,significant,burden,barrier,susceptible,manipulation,order,age,low,tariff,stake
,9,7,7,5,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 20, 1997, Sunday",230 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),A TOAST BEFORE ROADKILL,WILLIAM SAFIRE,"LIFESTYLE, Pg. B-8, ON LANGUAGE",,862 words,,,"April 25, 1997",ENGLISH,,,,,,,Copyright 1997 P.G. Publishing Co.
,toast,history,mean,use,sure,whether,sense,doubt,end,follow,roadkill,term,aside,write,kill,vogue,express,columnist,road,slang,finish,cast,last,back,usage,next,stage,can,burn,noun,highway,fail,know,do,show,certain,service,sky,uncertainty,em,disbelief,Tom_Friedman,New_York_Times,recent,user,lingo,recall,cheery,goodbye,another,passe,nobody,hum,tune,anymore,extreme,version,wash,wrung,forget,word,demise,seem,hasten,amusing,muse,book,title,hopelessly,craze,mist,skidoo,breathless,millennium,hot,outcastedness,combination,scorn,revulsion,'hey,dude,man,passage,oct,1987,earliest,citation,dictionary,research,staff,actually,trendiest,way,someone,hhe,the,woman,entourage,toughy
,12,10,9,8,7,7,6,6,5,5,5,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 27, 1997, Sunday",234 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"SHARE A HOUSE, SHARE THE WORLD; A HOMESTAY OPENS A LAND'S HEART AND SOUL",JIMMY CARTER,"TRAVEL, Pg. F-6",,1346 words,,,"August 1, 1997",ENGLISH,,,"PHOTO (2), PHOTO: Tony and Jenny Coates: Tony and Jenny Coates, daughters Amy; and Charlotte, above, pause with Jimmy Carter at a local site, Hadrian's Wall.; ''A homestay program . . . puts you in personal contact with the best tour; guides: people who live in the area you're visiting,'' says the former; president.; PHOTO: Jim Ryan: Alison Ryan pours tea for Jimmy Carter's mother, Lillian,; during her homestay with Jim Ryan's family in Ireland.",,,,Copyright 1997 P.G. Publishing Co.
,homestay,travel,world,people,Rosalynn,time,home,exchange,visit,culture,family,way,create,host,Georgia,Tony,around,help,experience,program,country,live,Friendship_Force,best,know,local,difference,governor,leave,go,friend,remember,meet,along,close,new,call,friendship,quite,morning,run,take,great,United_States,Amy,Jenny,life,opportunity,young,mission,president,many,have,sometimes,beyond,another,stay,adult,organization,available,make,we,break,barrier,everyone,force,personal,ambassador,daughter,attend,tourist,well,early,saturday,beautiful,set,back,english,interview,afternoon,meeting,wall,part,link,history,across,much,talk,listen,easy,americans,sense,provide,chapter,small,participate,church,ga,georgian
,9,8,8,8,8,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"September 9, 1997, Tuesday",236 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),FISHING CRAZE A CURRENT AFFAIR,"JIM CARLTON, THE WALL STREET JOURNAL","BUSINESS, Pg. E-1",,582 words,"NEWPORT BEACH, Calif.",,"September 11, 1997",ENGLISH,,,,,,,Copyright 1997 P.G. Publishing Co.
,fishing,el,fish,boat,catch,nino,water,angler,yellowtail,charter,page,squid,Brockman,three,mile,coast,encounter,predict,school,strange,rarely,tuna,within,boater,grab,guy,far,past,it,weekend,sportfish,commercial,swordfish,albacore,Freelance,Mexico,skipper,vessel,freelance,effect,almost,churn,california,opah,tripletail,barracuda,pack,gill,drop,anchor,minute,practically,fly,nearby,try,horn,action,look,angry,shout,motorboat,edge,easy,cast,microphone,bellow,we,think,disneyland,actually,become,fantasy,land,equatorial,current,push,northward,warming,may,yet,cause,global,flood,drought,disaster,many,great,act,maritime,move,sidewalk,prize,venture,arrival,trigger,unprecedented,frenzy,tackle,box
,6,5,5,5,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 30, 1997, Thursday",238 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),COULD OCTOBER HAVE SPOOKED THE MARKETS?,"LISA MILLER, THE WALL STREET JOURNAL","BUSINESS, Pg. F-8",,768 words,,,"November 4, 1997",ENGLISH,,,,,,,Copyright 1997 P.G. Publishing Co.
,october,time,market,oct,drop,people,monday,happen,call,bad,el,nino,blame,stock,every,share,thing,occur,century,live,think,home,season,often,shall,world,calif,1984,shot,scorpio,attribute,light,analysis,change,it,depressed,increase,report,result,later,manager,New_York,Ackerman,Wall_Street,something,set,gypsy,blood,astir,vagabond,song,sore,cleveland,indian,fan,end,daylight,save,entire,woe,seem,spooky,regularity,fully,half,dozen,largest,percentage,decline,industrial,average,include,three,biggest,1987,1929,terrifying,pagan,invent,ritual,keep,evil,demon,away,initially,festival,greet,spirit,dead,return,dark,sinister,a.,jame,rudin,director,inaugurate,unknown,fearful
,14,7,7,7,5,5,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
