PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"June 1, 2007 Friday",4 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),BUSH URGES CLIMATE CHANGE PACT; CALLS ON NATIONS TO JOIN U.S. IN SETTING GOALS FOR CUTTING EMISSIONS,"SHERYL GAY STOLBERG, THE NEW YORK TIMES",NATIONAL; Pg. A-1,,785 words,WASHINGTON,,"June 1, 2007",ENGLISH,,,INFORMATIONAL GRAPHIC: Energy Information Administration; AP: (U.S. emits one-fifth of carbon dioxide) INFORMATIONAL GRAPHIC: Energy Information Administration; AP: (Increased emissions for Asian countries),,,Newspaper,Copyright 2007 P.G. Publishing Co.
,change,emission,climate,goal,president,gas,United_States,Mr._Bush,greenhouse,next,global,cut,take,country,time,set,nation,warming,speech,bush,environmental,talk,work,bind,long_term,international,propose,join,agreement,biggest,target,major,shift,economic,limit,deliver,face,scientific,continue,control,understanding,mr.,leader,group,week,issue,leave,office,2009,policy,contribute,example,second,include,national,together,technology,message,Bush,China,India,Washington,Germany,European,fend,accusation,ignore,call,industrial,negotiation,aim,reach,end,carry,world,source,scientist,planet,committed,specific,resist,absolute,part,reason,steadfastly,reject,kyoto,protocol,grounds,polluter,bound,accord,way,proposal,reflect,difficulty,administration,grappling,consensus
,8,8,8,7,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 7, 2007 Thursday",345 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),BYLINE: Scott Mervis,,ARTS & ENTERTAINMENT; LOCAL SCENE; Pg. W-15,,429 words,,,"June 8, 2007",ENGLISH,,,,,,Newspaper,Copyright 2007 P.G. Publishing Co.
,sound,show,light,Black_Moth,band,music,deeper,d.,record,deep,dark,global,release,call,personal,saturday,7:30,admission,super,night,member,morning,Soma,Christiane,Three_Rivers_Arts_Festival,sink,sing,second,track,telomere,sixth,mine,heavy,emotional,ground,describe,sexy,bust,magic,turn,part,4th,river,project,weekend,event,combine,art,dance,serve,party,work,fight,invisible,battle,frontwoman,smoky,voice,spit,poetic,lyric,relationship,identity,highly,improvisatory,fill,jazzy,riff,beat,didgeridoo,groove,live,121,7th,street,6th,floor,friday,p.m.,sunday,p.m,black,moth,rainbow,ruffle,feather,frontman,bash,local,scene,last,monday,happy,homecome,way,fan,play,amid,shiny
,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 1, 2007 Thursday",348 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),FUEL-EFFICIENT OR SEXY CAR?; HOW 'BOUT BOTH?,,BUSINESS; Pg. C-8,,669 words,,,"November 1, 2007",ENGLISH,,,,,,Newspaper,Copyright 2007 P.G. Publishing Co.
,Nissan,car,automaker,GT_R,sell,vehicle,may,show,tighter,fuel,consumer,designer,never,create,pivo2,sale,design,might,must,worldwide,standard,larger,power,model,hybrid,carbon,horsepower,capable,per,dealership,nissan,brand,care,mandate,status,next,Tokyo_Motor_Show,gas_electric,United_States,Toyota,strain,imagination,drive,clear,conscience,except,revert,form,introduce,latest,sexy,hot,rod,acceleration,co,tiny,electric,concept,40th,last,week,equip,battery,multidirectional,wheel,let,driver,park,tightest,spot,call,exercise,help,test,idea,future,ready,lawmaker,respond,concern,global,warming,increasingly,pain,stay,within,regulation,continue,manufacture,multipurpose,dint,size,weight,consume,percent,dinky,econobox,grow,heavier
,9,7,6,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 18, 2007 Thursday",355 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),ECONOMIC REPORTS POINT TO STABILITY,"Martin Crutsinger, The Associated Press",BUSINESS; Pg. C-2,,452 words,WASHINGTON,,"January 19, 2007",ENGLISH,,,"CHART: By AP; Bureau of Labor Statistics: PRODUCER PRICES (To view the chart, go to the hard copy or microfilm editions of the Post-Gazette)",,,Newspaper,Copyright 2007 P.G. Publishing Co.
,percent,price,wholesale,report,rise,increase,december,energy,moderate,production,decline,pace,analyst,feed,inflation,november,2005,rate,fall,surge,industrial,rebound,economy,modest,beginning,weakness,housing,release,enough,recession,economist,expect,much,gain,core,last,show,support,inflationary,pressure,factory,business,despite,believe,cost,Fed,big,previous,three,consecutive,federal,reserve,meanwhile,expand,spite,trio,indicate,track,achieve,goal,grow,slowly,control,without,push,country,0.9,far,biggest,exclude,volatile,food,however,0.2,lend,view,start,wane,slightly,1.7,front,0.4,prove,better,manufacturing,auto,plant,make,computer,electronic,product,machinery,aircraft,september,october,forecast,manufacturer,enjoy,solid
,13,7,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 15, 2007 Thursday",356 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),BIG SHOTS; RIFLE TEAMS STILL MAKING THE ROUNDS IN PURSUIT OF WPIAL GOLD,"Maria Sciullo, Pittsburgh Post-Gazette",SPORTS; Pg. S-11,,1572 words,,,"April 2, 2009",ENGLISH,,,"PHOTO: Rebecca Droke/Post-Gazette: Bethel Park's Tori Walter, front, takes aim during a Black Hawks practice session during the regular season. Although the number of WPIAL teams are dwindling, rosters show healthy numbers at the remaining schools. \ PHOTO: Mt. Lebanon assistant rifle coach and rangemaster Dick Larry adjusts the target sling for junior Melissa Ulloa prior to a practice.",,,Newspaper,Copyright 2007 P.G. Publishing Co.
,rifle,team,school,coach,shoot,range,sport,mt,kid,shooter,Lebanon,WPIAL,McGuffey,take,position,gun,Butler,competition,club,safety,member,relay,away,around,match,try,time,probably,still,although,championship,state,area,last,high,Bethel_Park,involved,ability,foot,skill,concentration,good,maintain,boy,girl,seem,combine,title,many,afternoon,finish,hunt,section,least,must,five,storage,call,far,go,read,place,band,Baumgardner,Ashbrook,Nuzum,Dietz,breath,target,sit,run,junior,fall,shot,equal,average,attract,smart,female,every,mix,budget,firearm,lead,dozen,program,country,individual,three,region,defeat,district,hold,bring,different,well,season,association,practice
,20,14,13,11,9,9,8,8,8,7,7,7,7,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"March 7, 2007 Wednesday",368 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),GREENSPAN: 'ONE-THIRD PROBABILITY' OF RECESSION,"Craig Torres, Bloomberg News",BUSINESS; Pg. E-2,,262 words,"WASHINGTON, D.C.",,"March 8, 2007",ENGLISH,,,,,,Newspaper,Copyright 2007 P.G. Publishing Co.
,percent,mo,recession,expansion,recovery,much,greenspan,bernanke,last,economy,might,feed,forecast,try,expect,Greenspan,Congress,Mr._Greenspan,chairman,alan,probability,current,stay,power,predecessor,sixth,imbalance,emerge,result,mr.,interview,office,part,broader,global,phenomenon,historically,normal,business,cycle,shorter,likely,time,add,outlook,contrast,prediction,successor,s.,tell,week,strengthen,upbeat,assessment,help,steady,stock,market,feb,plunge,trader,attribute,partly,muse,rule,run,january,2006,little,leave,central,bank,return,economic,role,enjoy,enter,government,service,1974,administration,president,respect,ford,predict,number,gross,domestic,product,inflation,capture,trend,change,economist,policymaker,continue,grow,2.5,2.75
,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 9, 2007 Friday",369 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),HAZLETON CASE TO TEST LOCAL LAWS AGAINST ILLEGAL IMMIGRANTS,"MILAN SIMONICH, PITTSBURGH POST-GAZETTE",LOCAL; Pg. A-1,,889 words,,,"March 9, 2007",ENGLISH,,,,,,Newspaper,Copyright 2007 P.G. Publishing Co.
,Hazleton,law,immigrant,illegal,city,trial,immigration,ordinance,Mr._Barletta,mayor,business,mo,mr.,approve,federal,last,judge,case,local,chamber,government,legal,U.S.,Dominican_Republic,Barletta,go,try,court,yet,enforce,hire,force,opponent,country,legally,town,suspect,barletta,news,hurt,challenging,call,witness,crime,prove,stand,testify,though,fear,enter,still,whether,right,espinal,national,ACLU,Walczak,build,slav,monday,impose,evict,conceive,constitutionality,test,enact,punish,landlord,rent,owner,expect,week,hold,rule,essentially,end,attempt,influence,policy,open,way,newcomer,register,hall,background,check,include,group,diverse,complex,lack,expertise,resource,determine,must,handle,prevent,messy,patchwork
,21,13,12,11,9,9,9,7,7,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 21, 2007 Wednesday",374 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),BYLINE: Compiled by Rick Nowlin,,HEALTH SCIENCE MEDICINE AND TECHNOLOGY; FITNESS CALENDAR; Pg. D-2,,1211 words,,,"March 22, 2007",ENGLISH,,,,,,Newspaper,Copyright 2007 P.G. Publishing Co.
,call,march,p.m.,sponsor,a.m.,group,follow,hospital,8:30,cost,center,child,Pittsburgh,seminar,class,6:30,family,offer,per,health,program,april,sale,heart,support,member,free,available,conjunction,require,st,drive,blood,help,Children,Latrobe_Hospital,host,part,today,feature,medical,ave.,may,play,safety,global,warming,7:30,time,9:30,live,register,amy,benefit,cancer,brain,workshop,clair,older,mother,registration,screening,auxiliary,SPECIAL,EVENTS,Hope,University,Pennsylvania,Oakmont,American_Red_Cross,Memorial_Conference_Center,Westmoreland_Hospital,UPMC_Passavant,Excela_Health,Cure,bridge,view,documentary,addiction,community,dr.,neil,capretto,director,panel,participate,film,preregister,affect,addition,meet,every,wednesday,donor,hall,silver,jubilee,celebration,1400
,29,28,27,18,11,9,9,8,8,8,6,6,6,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 18, 2007 Wednesday",402 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),SOME CITIES LOSE ANTI-TERROR AID,,NATIONAL; NATIONAL BRIEFS; Pg. A-6,,671 words,,,"July 19, 2007",ENGLISH,,,,,,Newspaper,Copyright 2007 P.G. Publishing Co.
,million,lose,member,include,country,WASHINGTON,nearly,take,family,immigration,law,group,home,executive,largest,reduce,resident,help,campaign,Clinton,new,city,cut,today,annual,lead,accord,receive,almost,force,leave,toughen,1996,report,cite,call,chief,many,corporation,action,warming,represent,company,carbon,dioxide,top,major,coal,fire,threaten,official,live,ranch,donor,vilsack,debt,anti_terror,Miami,Milwaukee,Business_Roundtable,Vilsack,round,federal,grant,show,big,gain,other,aid,expect,announce,department,exercise,often,complaint,dollar,short,compare,previous,list,give,lawmaker,stand,last,quarter,2006,half,funding,win,side,phoenix,triple,rise,percent,increase,area,double,share,8.5
,10,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 10, 2007 Wednesday",418 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),CLINTON PROPOSES RETIREMENT PLAN,,NATIONAL; NATIONAL BRIEFS; Pg. A-6,,557 words,,,"October 10, 2007",ENGLISH,,,,,,Newspaper,Copyright 2007 P.G. Publishing Co.
,plan,company,energy,pie,federal,cost,billion,proposal,obama,emission,award,official,case,salmonella,sen,new,retirement,universal,worker,make,health,put,call,reduce,carbon,mo,permit,honor,recipient,medal,may,finalist,state,plant,pot,consumer,report,last,crib,death,investigate,Clinton,cap_and_trade,citizen_heroes,Honor,Missouri,hillary,rodham,propose,bill,401,match,fund,supplement,initiative,many,pricey,mrs,roll,recently,campaign,presidential,nomination,expensive,care,100,allow,open,portable,account,"5,000",basis,chastise,environmentalist,back,controversial,coal,technology,barack,forward,climate,change,sharply,dioxide,higher,vehicle,mileage,standard,greatly,increase,efficiency,speech,n.h.,frame,policy,area,establishment,fail,country
,7,5,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 17, 2007 Wednesday",421 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"CONGRESS, FOLLOW AL GORE'S LEAD BY TAKING STRONG ACTION ON ENERGY",PETER J. WRAY Churchill,EDITORIAL; LETTERS TO THE EDITOR; Pg. B-6,,139 words,,,"October 17, 2007",ENGLISH,,,DRAWING: Nobel laureate Gore,,,Newspaper,Copyright 2007 P.G. Publishing Co.
,action,2007,global,warming,delay,Al_Gore,Mr._Gore,Congress,award,peace,prize,oct.,justly,deserve,early,recognition,threat,persistent,call,government,indeed,courageous,however,push,hear,state,community,across,country,uncertain,member,rep,jason,altmire,need,make,clear,leadership,support,passage,strong,energy,bill,end,session,otherwise,distraction,presidential,election,congressional,well,2009,unlikely,believe,afford,Intergovernmental_Panel,Climate_Change,Gore_Shares_Peace_Prize,Mike_Doyle,John_Murtha,Democratic
,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 21, 2007 Wednesday",435 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),SECTION: METRO; MUNICIPAL NEWS; Pg. W-6,,,,1340 words,,,"January 15, 2009",ENGLISH,,,,,,Newspaper,Copyright 2007 P.G. Publishing Co.
,program,plan,preserve,safety,business,child,america,sign,park,seat,community,receive,borough,council,commission,study,building,owner,old,approve,police,chief,next,new,department,nov,material,street,alert,work,crossing,public,resident,development,improvement,provide,part,property,office,store,near,expect,budget,group,purchase,board,flem,fire,station,engine,rescue,CCDC,ambridge,letter,heritage,opportunity,learn,national,eligible,grant,tourism,preservation,create,route,open,restriction,end,project,report,several,base,compliance,encourage,facade,funding,view,district,make,expand,include,developer,complete,ordinance,parking,p.m.,side,fee,agreement,enter,miss,municipal,last,week,dec.,recreation,wednesday,add,township,commissioner
,10,8,7,7,7,7,6,6,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"December 31, 2007 Monday",447 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"CORKS POP IN RECORD NUMBER; CHAMPAGNE SALES ARE SOARING, BUT SOON, SO WILL PRICES","Beppi Crosariol, Toronto Globe and Mail",LIFESTYLE; Pg. C-2,,899 words,,,"January 3, 2008",ENGLISH,,,"PHOTO: Alastair Miller/Bloomberg News: In the new year, champagne drinkers will face a shortage of the bubbly and higher price increases.",,,Newspaper,Copyright 2007 P.G. Publishing Co.
,wine,champagne,brand,region,percent,French,bottle,good,sale,global,thing,big,last,million,shortage,maximum,appellation,border,land,consistent,quality,vineyard,Paris,France,Canada,producer,reason,product,annual,increase,sip,country,famous,gain,market,export,consumption,per,expand,far,growth,style,otherwise,rationing,soil,east,acre,supply,already,province,sell,crisis,call,time,industry,make,aficionado,people,name,stand,ever,special,pop,open,tonight,tear,partying,apparently,posting,well,smitten,drink,iconic,status,celebratory,sophisticate,boom,hardly,confine,coast,obsession,bling,sparkling,enjoy,largest,absolute,term,laggard,among,develop,roughly,equivalent,person,annually,post,admirable,early,1990,swell
,14,13,7,6,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 11, 2007 Sunday",450 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"Lights, camera, rescue!; Teens' DVD aims to save amphibians, reptiles","Doug Oster, Pittsburgh Post-Gazette",METRO; Pg. N-1,,580 words,,,"April 2, 2009",ENGLISH,,,"PHOTO: Post-Gazette: Queen Latifah, one of three American toads owned by Alex Petridis, dines on a live cricket. Alex and four friends founded Tasow to rescue such creatures and produced a DVD to promote the effort. View a two-minute excerpt from a Tasow film at www.post-gazette.com/north \ PHOTO: Post-Gazette: Iggy, an iguana, spends time with Alex Petridis, who runs a reptile rescue from his Butler County home as part of a wildlife group he founded. Iggy is one of the reptiles Alex has saved. \ PHOTO: Post-Gazette: This Sudanese plated lizard, a discarded pet, is one of Alex Petridis' saves. Alex founded the nonprofit Tasow, which stands for the awesome spirit of wildlife.",,,Newspaper,Copyright 2007 P.G. Publishing Co.
,reptile,animal,movie,home,member,child,Tasow,Alex,room,live,take,wild,area,creature,salamander,family,small,around,function,offer,group,case,school,wildlife,reason,thing,know,discover,spring,species,show,pick,project,team,hope,have,educate,Slippery_Rock_Area_High_School,Wolf_Creek,easy,passion,lie,sit,dining,table,boa,constrictor,wrap,hand,typical,sight,behind,picture,hero,late,hold,crocodile,iguana,name,sunbath,warm,artificial,light,iggy,many,senior,adopt,part,acronym,stand,nonprofit,organization,found,2003,toads,snake,turtle,lizard,refuge,occupy,tasow,five,mostly,student,three,rescue,rehabilitation,discard,injure,care,release,back,find,interactive,education,travel,tow,reach,larger
,6,6,5,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 18, 2007 Sunday",451 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),SENSITIVITY CAN BEA BOON FOR BOSSES,"Teresa M. McAleavy, The Record (Hackensack N.J.)",SPORTS; Pg. J-1,,686 words,,,"February 21, 2007",ENGLISH,,,DRAWING: Anita Dufalla/Post-Gazette:,,,Newspaper,Copyright 2007 P.G. Publishing Co.
,people,work,manager,employee,relationship,worker,mr.,bacon,business,boss,manage,find,book,clifford,Mr._Bacon,really,job,good,learn,mean,life,look,consulting,professional,company,help,offer,other,ms,practical,use,change,personality,project,feel,trust,have,person,treat,human,example,plenty,call,Mercedes_Benz,succeed,stop,jerk,time,switch,bad,million,baby,boomer,ready,retire,next,decade,shortly,thereafter,keep,press,ever,employer,labor,shortage,widely,predict,civil,transform,warm,fuzzy,type,fact,rather,maintain,air,professionalism,workplace,leave,moment,personal,buddy,author,chief,executive,officer,global,group,base,colo,respectful,honest,fair,strong,ethic,know,query,500,various
,12,9,7,6,5,5,5,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
