PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"April 18, 2013 Thursday",1 of 438 DOCUMENTS,Pittsburgh Post-Gazette,GLOBAL WARMING IS NO HOAX,MELANIE FITZPATRICK,EDITORIAL; Pg. A-8,,586 words,,,"April 19, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 P.G. Publishing Co.
,change,climate,make,warming,scientist,ask,question,find,global,emission,lead,science,rise,heat,past,ocean,warm,Pittsburgh,hoax,know,burn,coal,around,institution,way,answer,summer,reduce,continue,current,shift,public,especially,season,important,stress,we,already,people,deal,thing,sea,level,mo,kelly,talk,state,Pennsylvania,Western_Pennsylvania,recently,april,hearing,someone,gravity,course,carbon,dioxide,gas,destroy,tropical,forest,dramatic,rainfall,pattern,world,national,academy,equivalent,dozen,country,agree,disrupt,life,better,mean,2008,conduct,scientific,review,help,end,century,climb,rate,degree,strain,health,urban,area,disruption,grow,crop,sweet,corn,apple,increase,dairy,cattle,decline
,president,saturday,militant,minister,group,prison,official,government,kill,clash,inmate,friday,treatment,evacuate,people,city,take,tell,chavez,medical,begin,additional,surgery,week,information,return,time,go,past,islamic,valley,fight,base,rule,law,prime,elect,Venezuela,Barquisimeto,Chile,Venezuelan,Mr._Chavez,Pakistan,Ansarul_Islam,Iraq,top,deadly,riot,dead,amid,soldier,armed,penitentiary,service,decide,central,bloodsh,order,close,chapter,violence,ms.,facility,speak,televise,news,conference,immediately,give,death,toll,director,die,120,injure,mostly,gunshot,update,defeat,respiratory,infection,struggle,complication,follow,cancer,six,ago,spokesman,remain,unclear,soon,home,specify,kind,receive,vice,nicolas,maduro,estimate
,8,6,5,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 21, 2013 Thursday",308 of 438 DOCUMENTS,Pittsburgh Post-Gazette,KENTUCKY SUFFERS AS COAL USE RISES EVERYWHERE BUT IN U.S.,"Sean Cockerham, McClatchy Newspapers",BUSINESS; Pg. A-8,,815 words,,,"February 22, 2013",ENGLISH,,,"PHOTO: Charles Bertram/Lexington Herald-Leader/MCT: Frank Dixon stands on a ridge with Arch Coal strip mines in the background in Letcher County, Ky., last Thursday. While Mr. Dixon and thousands of others in the United States have lost their jobs, coal is booming in the rest of the world.",,,Newspaper,Copyright 2013 P.G. Publishing Co.
,coal,China,job,world,power,plant,export,leave,fuel,global,burn,energy,natural,gas,region,U.S.,people,mine,make,go,already,rest,rise,agency,use,county,much,close,nation,accord,America,American,Eastern_Kentucky,India,country,fill,area,home,laid,mo,industry,struggle,have,look,many,boom,forecast,four,combine,van,der,every,u.,expect,demand,production,half,2010,percent,decline,plan,meet,environmental,regulation,account,alternative,2011,data,economic,analyst,five,terminal,think,Europe,coal_burning,Sierra_Club,compete,nonexistent,tie,family,unable,sell,right,christmas,son,college,another,high,school,mother,fail,health,dixon,work,old,figure,live,miner,wherever
,32,7,6,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 6, 2013 Wednesday",311 of 438 DOCUMENTS,Pittsburgh Post-Gazette,BYLINE: From staff and wire reports,,BUSINESS; BUSINESS BRIEFS; Pg. A-6,,478 words,,,"March 6, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 P.G. Publishing Co.
,2012,home,february,million,percent,cent,per,share,last,Frito_Lay,sale,increase,service,return,chip,Israeli,fewer,time,accord,decline,period,price,report,quarter,loss,earning,vs.,income,process,tax,system,accept,double,natural,gas,available,unit,produce,index,tuesday,read,playboy,edition,Revenue,Shell,metropolitan,pittsburgh,region,compare,inc.,new,listing,area,nearly,"2,746","2,555",meanwhile,residential,place,agreement,"3,113","2,633",average,"149,424","140,861",tough,fourth,sharply,lower,cite,cost,weak,economic,climate,lack,funding,infrastructure,project,engineering,firm,raise,quarterly,dividend,total,2.3,4.4,141.2,net,2.8,17.3,1.85,2011,593.4,ir,monday,complete,updating,begin,individual
,9,7,6,6,5,5,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 10, 2013 Wednesday",321 of 438 DOCUMENTS,Pittsburgh Post-Gazette,HOCKEY IN THE 'BURGH; SO YOU THINK YOU KNOW THE WHOLE STORY?,"STORY BY DAN GIGLER, PITTSBURGH POST-GAZETTE",SPORTS; Pg. C-2,,1150 words,,,"April 10, 2013",ENGLISH,,,"PHOTO: Post-Gazette: Pit Martin, left, would go on to a distinguished NHL career spent primarily with the Chicago Blackhawks. But on this night in 1963, Martin -- then a rookie with the Pittsburgh Hornets -- posts his first AHL goal. PHOTO: Joyce Mendelsohn/Post-Gazette: RIGHT: Mario Lemieux, left, and actor Jean-Claude Van Damme greet extras who turned out at the Civic Arena in September 1994 for filming of the movie ""Sudden Death."" PHOTO: RIGHT: Paul Newman made minor league hockey cool in Johnstown. PHOTO: (For two photos) Roy Schooley, left, and Herb Brooks orchestrated miracles on ice. PHOTO: (No caption)",,,Newspaper,Copyright 2013 P.G. Publishing Co.
,team,hockey,player,game,Pittsburgh,NHL,former,pittsburgh,cup,penguin,play,become,coach,Yellow_Jackets,Penguins,ice,stanley,place,school,score,league,wear,though,pay,club,three,bear,longtime,Civic_Arena,almost,good,deliver,skate,raise,1895,around,action,take,hall,near,exhibition,squad,keep,handful,go,talent,amateur,change,however,1999,1925,name,successful,1936,1967,1980,1920,put,several,feature,scout,director,death,2003,film,base,son,draft,area,Pitt,WPHL,Duquesne_Gardens,Canadian,Hornets,Canada,Johnstown,cursory,glance,history,read,biblical,facewashing,decade,fringe,sport,without,form,darkness,upon,old,center,1984,god,fiat,behold,lift,dregs,fan,cheer
,14,11,11,11,11,6,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 21, 2013 Tuesday",337 of 438 DOCUMENTS,Pittsburgh Post-Gazette,CORPORATE-SHILL GROUPS SHOULD BE INVESTIGATED,MARY GOLDEN,EDITORIAL; LETTERS TO THE EDITOR; Pg. B-6,,296 words,,,"May 22, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 P.G. Publishing Co.
,real,purpose,interest,group,can,remember,astroturf,sponsor,corporate,brother,use,government,third,party,public,Tea_Party,Koch,another,time,disgust,political,system,behave,perfectly,appropriately,investigate,bogus,grassroot,organization,pay,pretend,patriotism,rather,deregulation,tax,richest,rich,formation,tie,executive,big,tobacco,citizen,strong,economy,several,form,specifically,foster,denial,climate,change,course,deal,industry,lot,industrial,chemical,clear,lie,deserve,investigation,exposure,punish,enemy,list,conservative,cry,outrage,democrat,sit,hand,defend,republican,behaved,worse,lesser,reason,go,righteous,we,result,steal,elderly,saver,poor,student,reward,crook,banker,financier,sure,think,legitimate,member,sell,buy,hotdog,meeting
,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 2, 2013 Sunday",344 of 438 DOCUMENTS,Pittsburgh Post-Gazette,"THE CIRCUS PLAYS ON; ERIC HOLDER SHOULD QUIT OR BE FIRED, BUT DON'T HOLD YOUR BREATH",Jack Kelly,EDITORIAL; Pg. B-3,,731 words,,,"July 17, 2013",ENGLISH,"July 16, 2013","Former IRS Commissioner Douglas Shulman was cleared to visit the White House 157 times between 2009 and 2012, according to White House logs, but that does not mean he visited that many times. Officials sometimes don't attend meetings for which they have been cleared. A June 2 Jack Kelly column said Mr. Shulman actually had visited 157 times.\",,,,Newspaper,Copyright 2013 P.G. Publishing Co.
,president,Mr._Holder,journalist,attorney,general,holder,likely,Mr._Obama,record,news,scandal,believe,much,declare,White_House,eric,mo,learn,sign,snoop,warrant,liberal,republican,press,have,ever,think,policy,well,least,perjury,time,remain,express,seem,stay,administration,deny,send,decision,political,complete,work,people,Justice_Department,Benghazi,IRS,enjoy,immensely,frantic,effort,keep,job,mystify,recent,trouble,begin,seize,telephone,reporter,editor,goose,cook,phone,diplomatic,correspondent,shop,judge,issue,major,organization,law,professor,prominent,democrat,join,demand,resignation,sense,offer,heartbeat,oath,tell,judiciary,committee,regard,potential,prosecution,disclosure,material,something,involved,hear,wise,search,verge,misl,pattern,deception
,11,7,6,5,5,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 16, 2013 Sunday",349 of 438 DOCUMENTS,Pittsburgh Post-Gazette,SECTION: LOCAL; THE WEEK AT A GLANCE; Pg. A-9,,,,311 words,,,"June 18, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 P.G. Publishing Co.
,contract,Pittsburgh,best,many,president,percent,sale,million,bus,stop,service,U.S.,quote,+,note,climate,great,keep,destination,world,talent,micah,howard,pso,bass,player,musician,union,representative,new,reach,last,week,current,expire,work,toward,restoring,salary,cut,make,ago,symphony,across,financial,strait,excited,real,trepidation,well,jare,cohon,former,return,teach,engineering,step,top,post,serve,twice,long,average,university,national,attendee,we,people,still,view,mitch,swain,greater,pittsburgh,art,council,ceo,americans,convention,recruit,weekend,among,city,highest,percentage,adult,claim,read,print,newspaper,daily,accord,trade,journal,advertising,age,thank,much,way
,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 19, 2013 Friday",358 of 438 DOCUMENTS,Pittsburgh Post-Gazette,ALIENS LIKELY DON'T FIND US WORTH THE TROUBLE,Tony Norman,LIFESTYLE; Pg. A-2,,757 words,,,"July 19, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 P.G. Publishing Co.
,advanced,civilization,aliens,Earth,planet,life,treat,visit,alien,human,every,cosmic,technology,world,ago,make,contact,way,we,fact,upon,conclude,mr.,line,space,war,act,believe,likely,capable,complex,perhaps,million,science,species,probably,people,exploitation,resource,technologically,less,actual,knowledge,happy,something,might,offer,political,interplanetary,many,change,century,member,America,Mr._Hawking,favorite,astrophysicist,theory,yet,suspect,scatter,throughout,cosmos,stupid,take,seriously,brethren,wonder,observe,close,examination,conduct,behavior,sign,intelligent,tyson,director,video,recently,upload,funny,mask,profound,philosophical,observation,heart,give,vastness,appear,mathematically,inconceivable,alone,blue,spin,inky,darkness,host,universe,kill
,9,9,8,6,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 22, 2013 Thursday",368 of 438 DOCUMENTS,Pittsburgh Post-Gazette,VOLVO XC60 T6 IS PRETTY AND PRICEY,Scott Sturgis,BUSINESS; DRIVER'S SEAT; Pg. C-1,,694 words,,,"August 23, 2013",ENGLISH,,,"PHOTO: The 2013 Volvo XC60 certainly fits the manly bill required of today's crossovers. PHOTO: The Volvo XC60 bathes its occupants in luxury. For controls it offers everything, except the ""sync.""",,,Newspaper,Copyright 2013 P.G. Publishing Co.
,XC60,driver,volvo,well,look,seat,radio,offer,front,back,easy,button,Volvo,2013,worth,add,cost,award,home,week,try,competitor,room,shout,gorgeous,hard,position,make,mode,shift,still,drive,heat,keep,little,hold,thing,really,difficult,reach,almost,good,dial,control,cabin,allow,press,way,tall,window,view,change,station,fuel,build,Volvos,xc60,awd,platinum,beautiful,fun,price,"48,154",test,"45,050",base,barebone,model,"34,350",marketer,pitch,season,bring,top,honor,twice,sedan,conventional,wisdom,course,insurance,institute,reality,beauty,safety,excitement,catch,last,consider,direct,five,people,quite,penny,outside,call,handsome,ford,divorce
,9,5,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 8, 2013 Sunday",376 of 438 DOCUMENTS,Pittsburgh Post-Gazette,"THE BIRTHPLACE OF BIG IDEAS; GOVERNMENTS, NOT ENTREPRENEURS, ARE THE MAIN DRIVERS OF INNOVATION",MARIANA MAZZUCATO,EDITORIAL; Pg. B-1,,948 words,,,"September 10, 2013",ENGLISH,,,PHOTO ILLUSTRATION: Daniel Marsula/Post-Gazette: No Caption,,,Newspaper,Copyright 2013 P.G. Publishing Co.
,state,innovation,sector,private,company,bank,investment,funding,public,example,reward,research,make,fund,U.S.,economist,keep,innovative,government,must,spend,technology,venture,new,big,receive,grant,tax,give,back,way,Google,image,tech,entrepreneur,we,leave,basic,education,take,longer,capitalist,kind,finance,need,require,good,admit,cash,every,smartphone,internet,military,progress,benefite,national,billion,great,development,play,increase,role,ability,lead,capital,income,profit,contribution,economy,risk,increasingly,rely,small,market,system,invest,United_States,GPS,risk_taking,continually,throw,politician,media,message,best,hand,individual,wider,bureaucratic,sluggish,tell,article,last,claim,stick,infrastructure,skill,rest,revolutionary
,21,9,7,6,6,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 4, 2013 Wednesday",408 of 438 DOCUMENTS,Pittsburgh Post-Gazette,"REUNION OF BIDEN, XI SUDDENLY BECOMES TENSE","Josh Lederman, Associated Press",WORLD; Pg. A-4,,528 words,,,"December 4, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 P.G. Publishing Co.
,China,U.S.,zone,Asia,Mr._Biden,tension,dispute,new,action,Japan,East_China_Sea,president,put,tuesday,publicly,risk,accident,although,hope,seek,territorial,concern,assert,raise,increase,enough,think,authority,way,engagement,Chinese,Beijing,South_Korea,suppose,warm,reunion,vice,jinp,meet,instead,today,climate,fraught,airspace,edge,stand,rebuke,try,enforce,neighbor,escalate,potentially,dangerous,focus,area,cooperation,expand,footprint,declaration,air,defense,island,pitted,create,wide,gulf,bridge,trip,despite,preference,involved,spat,portend,broader,effort,dominance,region,draw,middle,jet,weeklong,tour,deeply,concerned,attempt,unilaterally,change,status,quo,mr.,meeting,prime,minister,regional,miscalculation,end,leader,great,specificity
,19,9,6,6,6,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 29, 2013 Sunday",421 of 438 DOCUMENTS,Pittsburgh Post-Gazette,"THE MONEY PUZZLE; SHAKING CREDIT LOOSE CAN BE HARD, AND RISKY, FOR THOSE LOOKING TO GROW SMALL BUSINESSES","Len Boselovic, Pittsburgh Post-Gazette",BUSINESS; Pg. D-1,,1249 words,,,"December 31, 2013",ENGLISH,,,"PHOTO: Larry Roberts/Post-Gazette : Stephen J. Gurgovits Jr., managing partner of F.N.B. Capital Partners -- ""We see overall demand from small business as very strong.""\ \ DRAWING: No Caption",,,Newspaper,Copyright 2013 P.G. Publishing Co.
,business,small,funding,company,credit,bank,money,owner,believe,lend,raise,use,report,fund,much,easier,crowd,capital,provide,condition,loan,market,go,far,investor,de,startup,thing,obtain,have,borrow,recovery,f.n.,million,demand,several,look,improve,accord,firm,good,source,policy,borrowing,accounting,simone,ms,security,rule,comment,SBA,harder,tightened,think,venture,september,investment,deal,start,grow,may,able,quarter,experian,moody,fewer,rate,recession,head,lender,enough,increase,sale,sell,supply,group,expect,less,normally,2012,change,still,tighter,scrutiny,mr.,many,creditworthy,borrower,never,solid,really,successful,work,entrepreneur,issue,tap,additional,program,make
,33,23,10,9,8,7,7,7,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"December 13, 2013 Friday",438 of 438 DOCUMENTS,Pittsburgh Post-Gazette,OLD-FASHIONED TRIMMING FOR TREE ISN'T AS GREEN AS YOU MIGHT THINK,Brian Palmer Special to The Washington Post,LIFESTYLE; Pg. A-2,,753 words,,,"December 14, 2013",ENGLISH,,,PHOTO: Christmas Lights Etc: No Caption\,,,Newspaper,Copyright 2013 P.G. Publishing Co.
,light,strand,energy,pound,corn,use,tree,make,popcorn,greenhouse,gas,time,holiday,environmental,electricity,equivalent,LEDs,per,may,incandescent,produce,new,last,long,course,much,embed,data,emit,carbon,dioxide,season,estimate,account,neighbor,need,trash,old,perspective,however,four,leave,around,probably,process,greener,close,average,accord,little,enough,acre,approximately,farm,bushel,difference,far,Christmas,LED,energy_efficient,ubiquitous,tangle,leafless,frame,window,sparkling,way,slead,beam,reminder,warm,feeling,cost,2003,paper,publish,department,2.22,roughly,equal,consume,"200,000",home,annually,number,coal,best,thing,stuff,twinkle,stock,fortunately,gradually,switch,recent,percent,efficient,bulb,blinker
,13,8,7,7,7,6,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
