PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"August 13, 2010 Friday",5 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"LONG, HOT SUMMER; CATASTROPHIC FIRES, FLOODS FIT SCIENTISTS' PREDICTIONS","Charles J. Hanley, The Associated Press",WORLD; Pg. A-4,,1063 words,,,"August 13, 2010",ENGLISH,,,"PHOTO: Xinhua, Li Gang/Associated Press: A Chinese woman cries for her relative killed by a landslide in Zhouqu, in northwest China's Gansu province. Heavy rains caused more mudslides, which have already killed more than 1,100 people, with new floods leaving more missing.",,,Newspaper,Copyright 2010 P.G. Publishing Co.
,ice,warming,scientist,climate,century,flood,heat,predict,world,extreme,record,rain,Russia,global,event,wave,cause,temperature,2007,increase,report,flooding,northwest,change,fit,government,climatologist,weather,rise,frequent,intense,dring,double,summer,international,ever,kill,last,Moscow,China,fire,melting,already,way,july,meteorological,organization,disaster,expert,better,wildfire,time,state,panel,1950,example,still,blame,affect,happen,point,hottest,hundred,dry,people,reduce,ipcc,loss,monsoon,inch,period,huge,leave,worst,nation,atmosphere,water,grow,south,decade,away,percent,recordkeeping,week,sheet,show,ocean,worldwide,emission,Pakistan,United_States,U.S.,British,IPCC,NASA,WMO,Greenland,feverish,iowa
,5,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 13, 2010 Sunday",288 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"$50 BILLION SOUGHT TO AID STATES, TOWNS","Lori Montgomery, The Washington Post",NATIONAL; Pg. A-7,,770 words,,,"June 15, 2010",ENGLISH,,,,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,spend,billion,letter,deficit,cut,call,aid,state,additional,many,bill,Mr._Obama,White_House,president,lawmaker,emergency,support,recovery,congressional,last,stimulus,economy,take,measure,make,vote,extend,jobless,week,priority,reluctant,nearly,money,need,layoff,teacher,economic,leader,package,help,break,write,aim,party,national,republican,democrat,politically,initiative,view,benefit,debate,chamber,obama,program,mo,accord,target,include,business,patient,job,creation,fiscal,discipline,people,mr.,pass,provision,House,Stewart,urge,saturday,quickly,approve,local,government,avoid,massive,police,firefighter,defend,huge,freefall,argue,urgent,unavoidable,must,appeal,primarily,member,rise,concern,debt,undermine,bolster,economist,bring,persistently
,8,6,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 20, 2010 Sunday",292 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),WASHINGTON \; SUSPECT IN DISORDER: AUSTRALIAN HONEYBEES,McClatchy Newspapers,NATIONAL; THE NATION AT A GLANCE; Pg. A-8,,375 words,,,"June 22, 2010",ENGLISH,,,,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,honeybee,bee,import,Australia,disorder,hife,virus,carry,Agriculture_Department,may,federal,restriction,estimate,beekeeper,third,colony,pollinate,diet,scientist,though,include,mite,report,measure,might,official,United_States,Australian,European,Asian,responsible,mysterious,decimate,around,country,regulator,consider,necessary,past,several,lose,half,call,collapse,hive,contain,many,"100,000",disappearing,never,100,crop,mostly,fruit,vegetable,nut,food,human,consume,important,healthy,nutritious,national,program,manager,health,live,without,pretty,bland,unsure,cause,problem,involve,combination,factor,possible,culprit,disease,pesticide,habitat,loss,stress,climate,change,latest,suspect,however,link,2006,suggest,accord,recent,notice,register,department,seek,comment,draft
,11,6,5,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 5, 2010 Monday",295 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),THIS CITIZEN IS SERIOUS ABOUT WAVING THE FLAG,"Stephanie Lee, The Washington Post",NATIONAL; Pg. A-2,,542 words,,,"July 5, 2010",ENGLISH,,,,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,flag,artimovich,star,Mr._Artimovich,give,collect,history,interest,banner,mo,thousand,time,have,way,mr.,other,manufacturer,row,auction,stripe,collection,store,antique,American,U.S.,md,display,outside,home,july,question,upward,800,piece,memorabilia,1970,job,highway,engineer,transportation,department,vexillologist,devotes,study,take,seriously,celebrate,nation,225,country,lot,change,preserve,artifact,help,key,thing,actually,produce,back,good,old,rattle,characteristic,fervor,devote,baseball,statistic,peer,glass,unfurl,vivid,1870,group,larger,arrange,however,pleased,1912,orderly,today,become,standard,novelty,mix,ally,force,world,war,kaleidoscope,red,white,blue,another,honor,statehood,along,dozen,consider
,16,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 11, 2010 Sunday",296 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"PALACE PENNY-PINCHING; IN A PAINFUL ERA OF BRITISH AUSTERITY, EVEN QUEEN ELIZABETH II IS CUTTING BACK","Anthony Faiola, The Washington Post",WORLD; Pg. A-4,,958 words,,,"July 12, 2010",ENGLISH,,,"PHOTO: John Stillwell/Getty Images: The tough economy hasn't forced her to take a second job -- yet -- but Queen Elizabeth II tours a Research In Motion factory last week in Waterloo, Canada, where BlackBerry devices are made.",,,Newspaper,Copyright 2010 P.G. Publishing Co.
,queen,royal,monarchy,cut,government,money,cost,British,back,spend,taxpayer,last,budget,public,review,official,time,palace,million,fund,afford,reduce,include,household,already,family,provide,take,week,still,though,Britain,slash,freezing,salary,new,subject,longer,agree,expenditure,national,reportedly,percent,potentially,temporarily,repair,security,set,citizen,major,freeze,save,less,trip,world,estate,next,critic,cover,Buckingham_Palace,Prince_Philip,historic,change,way,live,child,benefit,trimming,welfare,role,must,part,financially,ail,dramatically,shift,away,era,big,enter,age,austerity,fend,kind,fiscal,crisis,grip,face,barebone,bevy,higher,tax,launch,describe,preemptive,strike,deeply,indebt,nation
,17,14,8,7,7,7,6,6,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 19, 2010 Monday",299 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),TOM VILSACK,"PATRICIA SHERIDAN, PITTSBURGH POST-GAZETTE",LIFESTYLE; BREAKFAST WITH; Pg. C-1,,1250 words,,,"July 20, 2010",ENGLISH,,,PHOTO: TOM VILSACK,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,food,people,farm,go,agriculture,make,farmer,animal,help,secretary,crop,state,know,think,school,life,genetically,modify,work,way,oil,spill,term,sure,need,opportunity,world,produce,urban,law,have,impact,able,kind,resource,treat,well,situation,allow,reconnect,extraordinary,we,challenge,important,feed,good,deal,solution,factory,thick,skin,struggle,Iowa,American,begin,meet,practice,mayor,city,governor,president,wish,ever,country,fact,represent,capacity,issue,position,responsibility,every,many,aspect,certain,extent,depend,involve,wetland,conservation,service,folk,particularly,program,engage,affect,anybody,experience,look,economic,rural,enjoy,abundant,supply,spend,become,reason,source,carbon,soil
,9,9,9,8,7,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"August 10, 2010 Tuesday",305 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),BRITON FIRST PERSON TO WALK THE LENGTH OF AMAZON RIVER; 2 1; 2-YEAR QUEST FULFILLS PERSONAL CHALLENGE,"Filipe Almeida, The Associated Press","HEALTH, SCIENCE, MEDICINE AND TECHNOLOGY; Pg. A-2",,748 words,,,"August 10, 2010",ENGLISH,,,"PHOTO: Renato Chalu/Associated Press: Ed Stafford of England, left, shakes hands with Gadiel ""Cho"" Sanchez Rivera of Peru, as they arrive at Marapanim in Brazil's Para state Monday. Stafford's Amazonian journey took him 859 days and thousands of miles.",,,Newspaper,Copyright 2010 P.G. Publishing Co.
,walk,stafford,mo,expedition,still,end,mr.,world,think,along,community,Brazil,British,Mr._Sanchez_Rivera,snake,point,collapse,short,journey,monday,man,know,have,tell,go,kill,time,mile,back,quest,feat,complex,force,lead,destruction,leave,complete,2008,route,local,people,power,politician,live,find,leader,next,village,territory,indian,Amazon_River,Mr._Stafford,Amazon,Peru,Brazilian,fight,tropical,disease,deadly,hold,captive,goal,plan,leap,sea,length,many,former,army,captain,dead,prove,something,enough,anything,side,road,early,sunday,destination,foot,hour,rest,however,look,energy,morning,run,beach,northern,pop,champagne,spraying,forestry,worker,cho,partner,quick,though
,8,8,6,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 15, 2010 Friday",321 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),MISSILE SHIELD GAINING SUPPORT,Compiled from news services,WORLD; WORLD BRIEFS; Pg. A-4,,553 words,,,"October 15, 2010",ENGLISH,,,,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,thursday,defense,alliance,missile,schedule,minister,gather,leadership,border,government,U.S.,NATO,Europe,Southern_Sudan,U.N.,official,administration,plan,shield,next,today,vote,whether,make,member,attack,elite,political,move,peacekeeping,troops,region,accord,world,president,prime,report,resume,terrorist,plot,travel,Obama,European,China,Sudan,expect,military,formally,participate,activate,base,discussion,quite,optimistic,secretary,general,ander,fogh,rasmussen,tell,reporter,joint,meeting,foreign,membership,summit,formal,part,mission,plug,individual,system,broader,building,guard,potential,rule,beijing,small,band,liberal,intellectual,springtime,hope,open,annual,plenum,little,suggestion,climate,change,anything,wintry,hazy,party,internal,politics,seasoned,outsider
,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 16, 2010 Saturday",322 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),SWISS CELEBRATE LONGEST TUNNEL,"Frank Jordans, The Associated Press",WORLD; Pg. A-2,,455 words,,,"October 18, 2010",ENGLISH,,,"PHOTO: Arno Balzarini/Associated Press: Miners celebrate after a tunnel-drilling machine broke through the last section of the Gotthard Base Tunnel in the Swiss Alps near Grisons, Switzerland, on Friday. At 35.4 miles long, it is the world's longest tunnel and makes possible a continuous high-speed rail connection between northern and southeastern Europe. Hopes are to begin the train service by 2017. The tunnel took 15 years to dig at a cost of $10 billion. (Photo, page A-1)",,,Newspaper,Copyright 2010 P.G. Publishing Co.
,tunnel,rail,Switzerland,worker,city,station,underground,project,Europe,Swiss,cheer,billion,million,alp,country,live,protect,together,lot,transport,across,miner,voter,construction,almost,mo,environment,neighbor,opposition,new,decade,meyer,high_speed,Gotthard_Base_Tunnel,Germany,hug,set,firework,huge,drill,break,last,stretch,rock,deep,delight,end,world,longest,complete,friday,tube,connect,network,part,larger,effort,cut,half,number,truck,1.2,thunder,joy,pride,feel,throughout,dig,reflect,cause,unite,wealthy,dweller,traditional,village,beauty,mountain,risk,minister,achieve,tv,show,event,embrace,bring,mind,successful,rescue,trap,earlier,week,approve,series,referendums,ago,despite,criticism,cost,"1,300"
,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 20, 2010 Wednesday",325 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),SESTAK GAINS IN SENATE RACE; POLLS SHOW DEMOCRAT INCHING AHEAD OF TOOMEY AS VOTE NEARS,"Daniel Malloy, Post-Gazette Washington Bureau",STATE; ELECTION 2010; Pg. A-1,,870 words,,,"October 20, 2010",ENGLISH,,,PHOTO: Rep. Joe Sestak PHOTO: Pat Toomey,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,Mr._Sestak,percent,Mr._Toomey,poll,show,lead,candidate,debate,senate,race,campaign,former,go,Pennsylvania,take,release,tuesday,democrat,toomey,undecided,public,august,conservative,Democratic,Mr._Obama,new,time,sestak,second,tight,independent,general,election,policy,congressman,air,television,ad,media,base,drive,mo,find,major,sen,final,primary,large,margin,still,run,job,attempt,group,moderate,area,tax,health,care,try,use,issue,governor,right,mr.,U.S.,Mr._Jensen,Pittsburgh,cap_and_trade,contender,open,seat,stage,tonight,may,leader,survey,joe,ahead,night,greater,advantage,allentown,morning,call,muhlenberg,college,tracker,internal,last,week,contest,consistently,begin,rival,admiral,point,ally,almost
,11,8,7,6,6,6,6,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 2, 2010 Tuesday",333 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),DON'T MAKE MEDIA THE NATIONAL SCAPEGOAT,TONY NORMAN,LIFESTYLE; Pg. A-2,,756 words,,,"November 2, 2010",ENGLISH,,,,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,call,media,news,cable,Mr._Stewart,newspaper,know,democracy,make,American,America,Fox,columnist,work,may,care,candidate,liberal,we,public,rally,bad,without,argument,watch,political,rest,problem,stewart,much,Jon_Stewart,brain_sucking,MSNBC,allow,introduce,rapidly,disappearing,institution,forget,already,hunk,tree,pulp,use,land,porch,every,morning,part,cabal,scoundrel,cue,sinister,music,include,network,magazine,website,blog,sometimes,despite,fact,pillar,attention,popular,segment,population,people,yawn,travail,sanction,constitution,mission,enshrine,amendment,hate,gut,physically,detain,thug,conservative,alaskan,senatorial,threaten,assault,gubernatorial,hopeful,corrupt,bastard,national,television,everyone,applaud,refuse,answer,reporter,impertinent,question,necessarily
,5,5,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 23, 2010 Thursday",360 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),HURRICANE GURU OR BLOWHARD?; ACCUWEATHER'S JOE BASTARDI THRIVES ON CONTROVERSY SWIRLING AROUND HIS BELIEFS,"MACKENZIE CARPENTER, PITTSBURGH POST-GAZETTE","HEALTH, SCIENCE, MEDICINE & TECHNOLOGY; Pg. A-1",,1207 words,,,"September 24, 2010",ENGLISH,,,PHOTO: Michael Henninger/Post-Gazette: Meteorologist Joe Bastardi files a report from his desk at AccuWeather's headquarters in State College on Wednesday.,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,hurricane,Mr._Bastardi,storm,weather,scientist,end,bastardi,call,forecaster,october,go,cool,next,time,forecast,impact,right,gray,U.S.,accuweather,meteorologist,appear,thing,season,start,mean,concerned,tropical,hour,event,five,still,climate,warming,mr.,may,indeed,o'reilly,three,computer,screen,tuesday,think,need,noting,bit,remain,attention,week,we,point,atlantic,either,beginning,june,big,site,troptober,accuweather.com,last,part,night,correct,wind,mile,hit,figure,history,reach,predict,mostly,enter,love,issue,dr,global,happen,column,argument,union,among,dr.,father,tell,read,Bill,Matthew,Atlantic,summer,today,autumn,exuberant,colorful,controversial,probably,ever,show,hunch,shake
,14,9,6,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
"May 2, 2010 Sunday",371 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),EURO SLIDE LEAVES CEOS WRINGING HANDS,Rachel Layne and Carol Wolf,BUSINESS; Pg. C-4,,677 words,,,"May 4, 2010",ENGLISH,,,,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,euro,U.S.,quarter,dollar,forecast,earning,cent,McDonald,exchange,rate,currency,company,profit,half,sale,mo,hay,cut,april,mr.,may,make,estimate,Europe,every,maker,last,week,drop,1.32,time,control,back,percent,overseas,translate,revenue,analyst,expect,1.35,weaken,go,couple,billion,impact,officer,fanandakis,add,little,strengthen,share,outlook,still,sell,million,United_Technologies,Greece,DuPont,Johnson,Chief_Financial,Bensen,finance,chief,set,aside,wiggle,room,swing,march,safety,net,already,evaporate,elevator,jet,engines,start,2010,assume,1.48,1.37,concern,mount,default,debt,2009,thing,can,interview,terex,past,slide,affect,hold,growth,8.2,decline,far,export
,13,7,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 26, 2010 Thursday",373 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),NOT RED VELVET BUT RED CARPET 'CAKES,Margi Shrum,FOOD; SAUCE; Pg. E-5,,1323 words,,,"August 27, 2010",ENGLISH,,,"PHOTO: Al the Can, the mascot of the Can Manufacturers Institute.",,,Newspaper,Copyright 2010 P.G. Publishing Co.
,raspberry,cupcake,ticket,cup,chocolate,include,cream,minute,place,vanilla,frosting,recipe,culinary,team,competition,ingredient,garnish,cheese,benefit,p.m.,sept,food,family,wing,mix,ounce,teaspoon,pan,add,center,feature,take,second,dessert,ricotta,use,cake,go,dinner,put,sour,ganache,paper,fill,bean,bowl,melt,Duncan_Hines,last,round,three,hour,time,rest,entree,vegetable,bit,light,member,find,online,prize,seat,judge,pick,farm,respiratory,alliance,begin,cocktail,work,city,restaurant,auction,bad,best,dozen,visit,friend,hold,burden,buffalo,weekend,host,pass,per,mt,view,can,problem,batter,/b,water,oil,large,egg,flavor,extract,muffin
,9,8,8,8,7,7,7,7,6,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
