PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"June 6, 2009 Saturday",4 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),RAPID RISE IN SEA LEVELS ON EAST COAST PREDICTED,"David A. Fahrenthold, The Washington Post","HEALTH, SCIENCE, MEDICINE AND TECHNOLOGY; Pg. A-3",,916 words,,,"June 9, 2009",ENGLISH,,,,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,rise,water,along,change,inch,sea,ocean,study,sink,new,ice,resort,last,make,century,might,region,scientist,probably,climate,area,much,level,world,show,place,seas,global,surface,glacier,sea_level,Earth,Maryland,faster,part,research,current,push,city,week,forecast,beach,wrong,high,mean,spend,hard,retreat,researcher,warming,melting,per,phenomenon,think,northern,south,seesaw,find,coast,happen,vast,freshwater,less,foot,still,bigger,barrier,island,marsh,abandon,protect,Atlantic,mid_Atlantic,East_Coast,Western_Carolina_University,New_York,Eastern_Shore,densely,populate,cap,toward,shoreline,inlaid,boardwalk,habitat,three,include,newly,worrisome,life,next,rest,2100,total,increase,submerge,chair,information,computer
,church,congregation,rev,cut,give,member,budget,people,pastor,help,community,ministry,financial,job,many,mission,increase,last,crisis,time,director,other,make,though,need,parish,group,money,endowment,much,take,close,neighborhood,building,go,able,buy,bill,party,grant,pay,staff,hit,far,outside,program,due,god,full_time,leader,force,hard,high,soar,little,teach,house,economic,major,study,income,utility,may,donation,gift,whether,gas,outreach,add,every,home,school,child,christmas,host,new,include,donate,find,back,seek,respond,past,huge,know,st,despite,loss,change,parishioner,pray,start,problem,plan,rely,presbyterian,senior,good,reduction
,16,15,11,9,8,8,7,7,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"April 2, 2009 Thursday",436 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),CALIPARI GOES TO KENTUCKY; CONTRACT PUTS SALARY ISSUE IN FOREFRONT,"Colin Dunlap, Pittsburgh Post-Gazette",SPORTS; Pg. D-1,,1142 words,,,"April 3, 2009",ENGLISH,,,,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,coach,salary,Calipari,program,pay,make,basketball,university,University,Kentucky,percent,football,million,deal,go,contract,state,athletic,rate,Pitt,clipping,sign,tell,school,financial,college,fund,win,sport,uk,Moran,former,bible,people,team,31.65,really,change,dollar,base,"400,000",guarantee,radio,worth,annually,national,director,proud,opportunity,department,use,compensation,include,conference,man,2007,plus,benefit,try,time,student,ask,education,tuition,december,take,cut,professional,believe,structure,improper,economically,simply,eight,ticket,home,game,Texas,Dana,John_Calipari,eight_year,highest_paid,Alabama,Nick_Saban,Pederson,Zimbalist,sometime,1980,reporter,thumb,newspaper,archive,research,story,related,1940,catch,eye,three
,17,12,10,9,9,8,8,7,7,7,6,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 7, 2009 Tuesday",439 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),HAT CHECK,,LIFESTYLE; Pg. D-1,,365 words,,,"April 7, 2009",ENGLISH,,,PHOTO: A man's straw fedora by Betmar ($45)\ PHOTO: Toucan's classic straw ($49)\ PHOTO: A cloche by Toucan ($69)\ PHOTO: Wide-brimmed straw from Louise Green ($249) \ PHOTO: The Madhatter by Louise Green ($269),,,Newspaper,Copyright 2009 P.G. Publishing Co.
,hat,find,sell,woman,burn,Fedora_Pittsburgh,go,selection,carry,ms,small,casual,time,sale,wear,Occasions_Dress_Shop,frustrated,interesting,unusual,kmart,good,brand,ultraexpensive,mostly,native,n.y.,worse,always,love,interested,fashion,advertising,work,change,ago,start,company,specialize,new,business,tough,economic,climate,inventive,join,force,another,businesswoman,own,store,wide,broad,range,price,better,possible,dress,way,around,brisk,popular,pittsburgh,park,conservancy,spring,luncheon,happen,within,next,week,summer,wedding,ms.,adorn,feather,ribbon,crystals,flower,whatever,need,complement,certain,outfit,overhead,low,markup,standard,advice,simple,bigger,petite,something,closer,body,cloche,style,saturday,corner,20th
,13,5,4,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 13, 2009 Monday",441 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),POPE'S EASTER MASS PROMOTES HOPE DURING HARD TIMES,"Nicole Winfield, The Associated Press",WORLD; Pg. A-4,,583 words,,,"April 13, 2009",ENGLISH,,,,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,hope,easter,Pope_Benedict,city,message,poverty,deliver,faithful,church,future,war,financial,turmoil,urgently,need,globe,world,celebrating,people,speech,form,grow,celebrate,l'aquila,survivor,gather,tent,god,expect,quake,loggia,crowd,conflict,Africa,Easter_Mass,Italian,pope,benedict,xvi,seek,give,victim,overcome,misery,plague,part,urbi,et,orbi,latin,ten,thousand,pack,st,peter,boulevard,lead,piazza,decorate,yellow,tulip,azaleas,apple,blossom,spring,flower,overflow,joyous,important,calendar,resurrection,around,despite,mount,reason,despair,time,food,shortage,old,new,disturbing,climate,change,violence,depravation,force,many,leave,homeland,search,less,precarious,existence,threat,terrorism,fear,urgent,rediscover
,6,5,5,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 10, 2009 Wednesday",465 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),WHO IS TO BLAME FOR $1 TRILLION DEFICIT?,"David Leonhardt, The New York Times",NATIONAL; ANALYSIS; Pg. A-5,,731 words,,,"June 10, 2009",ENGLISH,,,,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,deficit,government,Mr._Obama,health,policy,percent,tax,budget,debt,sign,bush,spend,care,run,agenda,office,obama,new,trillion,swing,economist,cut,make,fix,Congress,federal,president,may,despite,second,plan,adviser,congressional,war,nation,serious,lender,mo,require,program,pass,today,start,2001,leave,annual,2012,category,business,cycle,extend,propose,account,current,change,much,legislation,cost,increase,national,put,money,hand,way,White_House,Mr._Bush,Medicare,Obama,basic,truth,enormous,ambitious,responsible,sliver,many,republican,critic,realistic,eliminate,suggest,analyze,report,go,back,almost,decade,aim,understanding,far,deeper,world,ii,constrain,choice,end,economic,damage,foreign,become
,10,7,7,6,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 11, 2009 Thursday",466 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),SECTION: METRO; STUDENT NEWS; Pg. W-6,,,,891 words,,,"June 12, 2009",ENGLISH,,,,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,school,receive,award,scholarship,student,competition,high,team,place,moon,area,best,finish,second,take,third,category,"1,000",president,middle,film,include,time,program,state,national,academic,three,event,tuition,management,leadership,senior,honorable,mention,artwork,community,service,assistant,merit,study,engineering,spring,500,Moon_Area_High_School,Carnegie_Science_Center,David,America,Selin_Sirinterlikci,Ashley_Hall,Sheraden,eighth_graders,Nicholas,seventh_grader,Calcusolve,Moon_Area,junior,honor,talent,row,ceremony,communicate,science,address,solve,climate,change,prize,300,director,chair,pass,ticket,"1,500",check,trophy,sophomore,select,republic,choose,administer,department,bureau,leave,korea,july,language,course,attend,live,host,family,hundred,competitor,2009,tournament,game,league,top
,11,9,8,8,7,6,5,5,5,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 8, 2009 Wednesday",475 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),WQED LAYS OFF 9 EMPLOYEES,"Rob Owen, Pittsburgh Post-Gazette",ARTS & ENTERTAINMENT; Pg. C-5,,307 words,,,"July 9, 2009",ENGLISH,,,,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,WQED,staff,statement,station,let,go,laid,eliminate,state,money,employee,additional,public,operation,may,immediately,comment,member,staffer,executive,program,Miles,nine,vacancy,move,make,due,economic,climate,potential,decline,revenue,source,expectation,delay,budget,tv,funding,fiscal,2010,include,1.1,million,1968,use,production,president,past,five,mount,communication,campaign,explain,important,daily,confront,reality,never,reinstate,neither,general,manager,return,call,seek,indicate,janitor,graphic,artist,producer,local,programming,exist,unclear,role,reduction,impact,ability,continue,produce,signature,show,dave,excellent,adventure,black,horizon,remain,risk,national,purchase,separately,give,package,assist,job,search,spokeswoman,rosemary
,6,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 15, 2009 Saturday",492 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),FAIREY 'EXCITED' TO EXHIBIT AT WARHOL,"Liyun Jin, Pittsburgh Post-Gazette",ARTS & ENTERTAINMENT; Pg. D-1,,774 words,,,"August 18, 2009",ENGLISH,,,PHOTO: Steve Mellon/Post-Gazette: Shepard Fairey puts up a poster on a wall across the street from The Warhol Museum.,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,Fairey,success,work,make,artist,picture,much,way,mural,exhibit,print,image,street,career,lawsuit,legal,campaign,public,else,figure,building,upcoming,feature,onto,political,new,energy,content,art,standard,look,world,perfect,thing,show,consider,something,people,today,define,financial,goal,help,super,North_Shore,Warhol,boast,criminal,record,impress,many,rapper,arrest,time,accumulate,night,jail,course,face,defendant,artwork,provoke,accusation,borrowing,copyright,photograph,plaintiff,counter,misappropriation,tangles,inarguably,artistic,creator,iconic,hope,poster,become,unofficial,emblem,president,s.c.,native,design,album,cover,smashing,pumpkin,appear,d.c.,beginning,oct,accomplishment,beg,question,continue,tag,property,clearly,live
,7,5,5,5,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 17, 2009 Thursday",505 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"NOTHING VENTURED, NOTHING GAINED; RECESSION BOOSTS INTEREST IN THE 3RIVERS VENTURE FAIR","ERICH SCHWARTZEL, PITTSBURGH POST-GAZETTE",BUSINESS; Pg. E-1,,505 words,,,"September 17, 2009",ENGLISH,,,"PHOTO: Bob Donaldson/Post-Gazette: Presenter Caroline Crisafulli, center, and Dr. Wayne Pool, right, of Minimally Invasive Devices at the company's table at the Three Rivers Venture Fair at PNC Park's Lexus Club, where startup companies can find investors. \ PHOTO: Alan West, CEO of Carmell Therapeutics, pitches his company at the fair. His company makes biologically active products that aid in surgical recovery and healing.",,,Newspaper,Copyright 2009 P.G. Publishing Co.
,company,investor,fair,Pittsburgh,venture,look,market,business,bring,money,entrepreneur,recession,event,crowd,specialty,every,pitch,point,go,mr.,work,health,care,industry,blood,product,heal,president,price,system,Johnson,CMU,2002,river,together,startup,potential,blind,date,stock,uppe,attendance,alike,capitalize,cheap,prospect,start,host,draw,600,attendee,sure,though,varied,present,share,universal,acknowledgement,nationwide,love,ear,burn,buzz,phrase,popularize,stickiness,factor,tip,dominate,discussion,picture,kind,tell,set,cell,phone,vibrate,totally,unreachable,financial,crisis,unnoticed,echoing,effort,across,country,executive,director,harder,climate,boost,power,checkbook,visit,find,deal,make,easier,cheaper
,9,7,5,5,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 20, 2009 Sunday",507 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),AUTONOMY OF 'CZARS' QUESTIONED,"Michael A. Fletcher and Brady Dennis, The Washington Post",NATIONAL; Pg. A-6,,1100 words,,,"September 21, 2009",ENGLISH,,,"PHOTO: Van Jones -- The ""green jobs czar"" lost his own job as adviser to the White House Council on Environmental Quality when his past affiliations were unearthed.",,,Newspaper,Copyright 2009 P.G. Publishing Co.
,czar,president,White_House,special,adviser,problem,power,coordinate,effort,Mr._Obama,Congress,call,conservative,office,policy,issue,official,government,Mr._Jones,ask,congressional,position,appoint,assistant,secretary,security,job,use,appointment,confirmation,mr.,commentator,mo,people,presidential,rep.,responsibility,Senate,board,envoy,agency,guide,critic,subject,oversight,increase,number,list,many,although,take,head,post,create,w.,bush,2001,intelligence,national,border,recently,serve,energy,economic,area,vet,process,avoid,mobilize,resignation,controversy,july,general,way,accountable,deal,combat,name,drug,question,need,crowd,rid,pence,role,staff,Cabinet,George,Mr._Rattner,paper,chairme,deputy,initiative,whose,become,flash,point,anger,draw
,21,10,8,7,7,6,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
"November 14, 2009 Saturday",529 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),PRESIDENT WILL DECIDE 'SOON' ON AFGHANISTAN,"Anne E. Kornblut, Blaine Harden and William Branigin, The Washington Post",WORLD; Pg. A-4,,652 words,,,"November 16, 2009",ENGLISH,,,PHOTO: Paula Bronstein/Getty Images: Afghan women pray by the family grave at a local cemetery for Hazara people yesterday in Kabul. Afghans often visit the family grave on Fridays to offer prayer.,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,Mr._Obama,Afghanistan,Japanese,U.S.,president,mo,world,Japan,make,soon,country,war,question,issue,part,express,United_States,news,conference,decision,military,option,critic,happen,obama,reject,information,four,meeting,directly,air,hatoyama,base,group,leader,remain,mr.,appear,reporter,trip,region,nuclear,instead,future,japanese,journalist,ask,right,thing,city,visit,high_level,Futenma,Okinawa,Obama,Mr._Hatoyama,Tokyo,Asia,prime,minister,stop,tour,pledge,suggest,deliberate,approach,understand,stress,commitment,idea,wait,miss,bit,decide,among,least,alternative,reinforce,troops,engage,movement,response,deliberation,unresolved,eight,council,focus,nail,specific,datum,try,determine,action,enhance,security,lengthy,process,tend,folk
,7,6,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 24, 2009 Thursday",556 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),THE BIG STORY,,LOCAL; THE BIG STORY; Pg. WEB,,1544 words,,,"September 26, 2009",ENGLISH,,,,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,center,Pittsburgh,world,convention,city,summit,street,l.,officer,think,climate,leader,police,news,place,go,tell,journalist,big,gather,around,green,arrive,economic,protest,back,side,group,funding,reporter,cover,lawrence,along,luke,report,away,colleague,much,leave,security,pittsburgh,put,London,2009,crowd,march,sherman,dozen,protester,park,today,many,media,orange,friend,crisis,major,part,art,job,speak,stand,bottle,water,people,anything,wildlife,fund,financing,strategy,global,official,week,public,develop,country,give,plan,obama,aide,couple,know,heart,take,woman,lady,room,cell,phone,mayor,remain,throughout,hope,station,floor,next,press,tour,school
,9,9,8,8,8,7,6,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"October 16, 2009 Friday",557 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),LOUSY WEATHER MAY NOT BE HARBINGER,"Jon Schmitz, Pittsburgh Post-Gazette",LOCAL; Pg. A-1,,532 words,,,"October 16, 2009",ENGLISH,,,INFORMATIONAL GRAPHIC: NOAA; AP: (U.S. winter forecast predicted),,,Newspaper,Copyright 2009 P.G. Publishing Co.
,winter,snow,normal,inch,forecast,snowfall,weather,temperature,early,pittsburgh,area,recent,cold,january,mr.,National_Weather_Service,Pittsburgh,people,storm,might,next,meteorologist,unlikely,record,accuweather,december,february,typical,snowiest,back,city,kind,pattern,exceed,change,mild,precipitation,outlook,long_range,Kines,seem,way,begin,worry,try,tell,place,du,bois,warning,extend,tomorrow,morning,dire,prediction,foot,wet,heavy,higher,elevation,collapse,tree,cause,power,outage,flake,mixing,rain,break,match,earliest,measurable,oct,1972,accumulate,anywhere,south,northern,air,ground,still,warm,stick,tom,kine,watch,fall,coating,grassy,road,ridge,flurry,omen,concerned,spurt,sign,thing,go,horrible
,10,8,6,6,5,5,5,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 3, 2009 Tuesday",561 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),VOLUNTEER REACHES OUT IN FIGHTING POVERTY,"Kara Voorhees, Pittsburgh Post-Gazette",LIFESTYLE; THE JEFFERSON AWARDS; Pg. B-1,,791 words,,,"February 3, 2009",ENGLISH,,,PHOTO: Bob Donaldson/Post-Gazette: Jefferson Award winner Cheryl Kubitz.,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,child,kubitz,work,food,mission,volunteer,teach,help,last,ms.,ms,give,volunteering,trip,bank,time,need,drive,office,hope,financial,program,without,bubble,Pittsburgh,money,return,someone,else,still,live,manager,host,way,spend,medical,top,operation,responsibility,recognize,award,donate,show,always,nominate,woman,know,team,mayan,serve,family,coat,garbage,bag,Brookline,Children,Guatemala,Highmark,nearly,ago,single,mother,young,stretch,financially,buy,turkey,thanksgiving,turn,local,monthly,provide,age,toy,move,recall,bless,never,forget,kindly,receive,charity,june,drivedonate,estimate,750,pound,success,back,extend,beyond,hospital,go,however,region,global,nonprofit,organization,aim
,8,8,6,6,6,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
